parentusi,studentusi,relationdescriptorid,primarycontactstatus,liveswith,emergencycontactstatus,contactpriority,contactrestrictions,discriminator,createdate,lastmodifieddate,id,changeversion
"950","523","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.965715","2020-11-13 14:16:26.965619","26625146-b037-4e67-962f-f5db01da2e61","15516"
"951","524","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.968504","2020-11-13 14:16:26.968453","293e0860-4e9e-4fd4-b649-1c5adce31c5f","15517"
"954","525","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.974554","2020-11-13 14:16:26.974467","45891816-3c38-43b2-93e7-b21247c1703c","15520"
"957","526","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.979977","2020-11-13 14:16:26.979892","e29caf2f-6201-4717-a1d9-910670df3364","15522"
"958","527","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.984881","2020-11-13 14:16:26.984794","56ba480f-5488-4e0f-83f5-3b1e94554265","15524"
"960","529","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.234301","2020-11-13 14:16:27.234154","2d381e9e-7abe-4bea-9789-a1a9088f5414","15527"
"968","533","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.395513","2020-11-13 14:16:27.395387","61266f36-5d70-48e6-b951-495b9c48fab8","15533"
"967","531","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.398973","2020-11-13 14:16:27.398575","79faa79c-900f-47bf-948f-094e08b39458","15534"
"969","533","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.404619","2020-11-13 14:16:27.404513","ff74233b-50fb-41a4-a72a-4b053b9d661d","15535"
"973","534","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.412790","2020-11-13 14:16:27.412601","38941d3d-0596-4b75-b519-d9722988ce8a","15538"
"976","535","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.422199","2020-11-13 14:16:27.421325","cb17c58a-9097-4c35-9319-675b3b79e583","15542"
"978","535","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.424475","2020-11-13 14:16:27.424424","28321275-7005-4096-b3e8-823398dd8c53","15544"
"979","538","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.427696","2020-11-13 14:16:27.427203","767292a4-f3df-4a85-9eb3-ce7679f6ee1c","15545"
"981","536","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.431387","2020-11-13 14:16:27.431279","d94239ec-d068-4c0f-af01-18d5697e5b50","15546"
"982","536","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.433765","2020-11-13 14:16:27.433706","64de5ce2-7dbf-4eba-8c9d-6f21001cec41","15548"
"983","537","1952","true","false","false",,,"NULL","2020-11-13 14:16:27.437728","2020-11-13 14:16:27.437650","ae2aa622-953c-47bf-9caa-7fb37af11307","15549"
"987","539","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.441732","2020-11-13 14:16:27.441670","ad739641-2434-4e43-b451-901e87861ef5","15552"
"988","540","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.448809","2020-11-13 14:16:27.448724","58261ece-ddc7-46e8-ac30-c04b84ca5a87","15555"
"992","541","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.455784","2020-11-13 14:16:27.455722","8b7527a6-6c0c-49ed-bb27-c4665e4ed1fe","15558"
"995","542","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.459209","2020-11-13 14:16:27.459063","5a92753f-8b6e-4ac6-9f6e-f6bccad8c824","15560"
"996","543","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.464363","2020-11-13 14:16:27.463923","335478ff-dea3-4528-9b84-1f1b1c1ac0ae","15562"
"1004","546","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.475934","2020-11-13 14:16:27.475852","eaf26ab2-57e4-489b-a9d9-81c914bb126f","15568"
"810","467","1952","false","false","false",,,"NULL","2020-11-13 14:16:26.640148","2020-11-13 14:16:26.639963","d7e3b749-9850-4bf7-aba3-0deca88679ea","15377"
"815","468","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.649222","2020-11-13 14:16:26.649155","76a50f00-7071-4053-a2cb-0f216eb41944","15381"
"821","471","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.665252","2020-11-13 14:16:26.665154","6a2bba84-e0c6-4417-91e9-30c99e8d61ac","15387"
"827","473","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.676483","2020-11-13 14:16:26.676419","945acff7-df1d-4350-bed9-be1ae3b0b077","15393"
"834","477","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.699998","2020-11-13 14:16:26.699923","95540f1e-5222-4de6-bc16-745e91ae52df","15400"
"839","478","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.709824","2020-11-13 14:16:26.709739","62a3890d-0cbe-45e6-9625-e10b97bd3524","15404"
"842","480","1952","false","false","true",,,"NULL","2020-11-13 14:16:26.719223","2020-11-13 14:16:26.719138","c0c162b8-b6d9-4df1-875f-58d5cf853341","15408"
"845","481","1952","false","false","false",,,"NULL","2020-11-13 14:16:26.728993","2020-11-13 14:16:26.728920","d015bf9a-f04d-4e1e-95df-1643e6580f3b","15412"
"851","483","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.739890","2020-11-13 14:16:26.739636","c0e27ee5-ed9e-4485-8e4c-3dd7c3978ab2","15416"
"854","485","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.749397","2020-11-13 14:16:26.749317","1e40bc3b-8c88-48bf-b7cf-0359584b97e7","15420"
"859","486","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.762892","2020-11-13 14:16:26.762419","887d63bf-9f3c-402a-9b09-cf6efabde719","15425"
"870","491","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.790032","2020-11-13 14:16:26.789365","bfe8c3b3-e1e9-481a-a29b-1e5b6e050369","15436"
"876","493","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.800961","2020-11-13 14:16:26.800888","b30a554d-4c46-4e17-8b6e-f30bb2924ae6","15442"
"880","495","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.810186","2020-11-13 14:16:26.810015","dea4ff2f-c52a-476e-acf9-32b42c072abc","15446"
"884","496","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.816715","2020-11-13 14:16:26.816529","cb4ea588-ae2e-47ab-94fb-128085c4f9c4","15449"
"894","501","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.841683","2020-11-13 14:16:26.841579","24fbadf3-0d19-4e6b-b9da-cfb1022fa08c","15460"
"898","502","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.850127","2020-11-13 14:16:26.850040","bfee5b8d-f700-4c30-9237-b79e6cdc234e","15464"
"905","505","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.870162","2020-11-13 14:16:26.870065","db8ef8d3-aefc-4c36-856e-b6c3a7e9358e","15471"
"910","507","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.880542","2020-11-13 14:16:26.880476","aa88830b-2b86-417b-84f8-63c7e752d703","15476"
"918","510","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.897748","2020-11-13 14:16:26.897690","d6832c06-ff3a-4e02-88ab-7828bc0ddd82","15484"
"922","514","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.908019","2020-11-13 14:16:26.907921","c6316e12-a969-49c4-9c57-d421ae7635fc","15489"
"927","513","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.917942","2020-11-13 14:16:26.917870","5241b183-81ab-43c5-a662-e71290a73d96","15494"
"932","516","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.927531","2020-11-13 14:16:26.927407","73f3de0c-1fae-4c02-acc1-e66ebfcd8a05","15498"
"933","517","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.933117","2020-11-13 14:16:26.932989","684d62a4-c657-45e1-95be-cebcc2d9a28c","15500"
"939","520","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.942454","2020-11-13 14:16:26.942355","9a91240e-5b95-4c9a-84e4-e54db9d89619","15505"
"941","519","1952","true","false","false",,,"NULL","2020-11-13 14:16:26.947261","2020-11-13 14:16:26.947194","f96b78ea-cd33-475a-bbbb-e35c854f30cb","15507"
"943","519","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.951411","2020-11-13 14:16:26.951341","f5c62f61-3d5d-4577-b0ef-0b06d11a7871","15509"
"946","521","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.957559","2020-11-13 14:16:26.957503","5694999a-a716-4f49-86ad-39ba58cb4b54","15512"
"949","523","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.963955","2020-11-13 14:16:26.963653","ac84c81c-0a5c-4812-a84e-ffb64baabc09","15515"
"953","525","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.972447","2020-11-13 14:16:26.972385","c7e4a5b6-9b89-46c1-b77f-67fd1045f909","15519"
"956","527","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.981040","2020-11-13 14:16:26.980980","a715038b-3553-4901-9995-6bbf9dde944e","15523"
"964","530","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.235773","2020-11-13 14:16:27.235715","6f21f6ec-3018-411c-8303-f4b7bd32ff6a","15529"
"965","530","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.394450","2020-11-13 14:16:27.392477","33baff1c-dea6-48fa-b8de-6ffd7089b016","15531"
"971","532","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.405475","2020-11-13 14:16:27.405394","e7992f81-0963-4097-a5b3-86fb65aa992f","15537"
"975","534","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.414649","2020-11-13 14:16:27.414577","d9ed887d-7476-447b-8eb1-08fa8c812cd7","15539"
"984","537","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.440008","2020-11-13 14:16:27.439916","e6febf30-ddb2-49aa-bbfc-429c6479af0b","15550"
"989","540","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.447831","2020-11-13 14:16:27.447766","9a4db4e5-9cb8-47ec-99b3-641e9405b5f2","15554"
"1006","547","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.484200","2020-11-13 14:16:27.484142","0b2e087c-29df-4bf9-afa8-2fbf12aef9b7","15571"
"1008","548","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.725619","2020-11-13 14:16:27.725525","b13a7aee-ddef-4719-a5d5-26dc09ed3ebe","15574"
"1012","550","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.736103","2020-11-13 14:16:27.736046","7c832f25-df5d-4d32-a39a-cacaea93361c","15578"
"1015","551","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.745257","2020-11-13 14:16:27.745184","9c66e9a6-3c5d-4afa-bc00-626d46b00c17","15581"
"1017","552","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.755480","2020-11-13 14:16:27.755387","b370ad81-b039-4a89-a9fe-2211cd000f88","15583"
"1020","553","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.759077","2020-11-13 14:16:27.759015","40dc1912-f3c9-4fce-81e9-e36b4f26b2f7","15586"
"1023","555","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.766943","2020-11-13 14:16:27.766901","df2aa6ea-f20e-4709-952b-2eccbbf59c5c","15590"
"1026","556","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.776276","2020-11-13 14:16:27.776208","aa3503db-b81a-4a35-bdfc-9a7332c58e41","15593"
"1032","559","1952","true","false","false",,,"NULL","2020-11-13 14:16:27.787813","2020-11-13 14:16:27.787754","b35f92d9-fa3e-431a-83f7-82cdec387c99","15597"
"1036","560","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.795977","2020-11-13 14:16:27.795865","f8e1c639-c347-4695-a46d-c1dba4aeed16","15602"
"1042","563","1952","true","true","true",,,"NULL","2020-11-13 14:16:27.806240","2020-11-13 14:16:27.806177","82244d60-3631-49e6-9ebc-7736f49be8bf","15607"
"1045","564","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.812501","2020-11-13 14:16:27.812451","fcda4f41-01e2-49a8-9979-d867f7751176","15610"
"1046","565","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.816672","2020-11-13 14:16:27.816618","fc95ba20-caa3-4d63-abbb-06aa1eacbd0e","15612"
"1059","569","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.842566","2020-11-13 14:16:27.842233","17fd064d-79a2-415b-b28f-786a573c7c59","15625"
"1062","572","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.848489","2020-11-13 14:16:27.848423","f18efe90-862b-4d86-ae66-8460a76ded19","15628"
"1064","573","1952","true","true","true",,,"NULL","2020-11-13 14:16:27.852659","2020-11-13 14:16:27.852607","fead671d-14e2-4753-a4db-c1a8ecf92dfd","15630"
"1067","574","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.858521","2020-11-13 14:16:27.858450","15a23893-97b7-4d5b-8feb-a9de8411c1fe","15633"
"1079","579","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.881809","2020-11-13 14:16:27.881760","931ed028-db6e-4190-a327-7c3c36f5b1be","15645"
"1082","580","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.887992","2020-11-13 14:16:27.887823","398eb7fe-45ac-420f-a0ce-847c44f2b328","15648"
"1085","582","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.894013","2020-11-13 14:16:27.893754","3fa97b3a-63de-4771-8f95-2af8cf6d8c8e","15651"
"1088","583","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.900285","2020-11-13 14:16:27.900123","000ea8fc-ef2b-4b8c-9992-84fb250d61d6","15654"
"1101","589","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.926747","2020-11-13 14:16:27.926639","51256eb0-7cf8-4aa6-a386-91b73854f665","15667"
"1115","595","1952","true","true","true",,,"NULL","2020-11-13 14:16:27.955256","2020-11-13 14:16:27.955190","2b60d4da-920d-49f6-a14d-091bf7e32eef","15681"
"1118","596","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.962520","2020-11-13 14:16:27.962463","baed2812-a6e5-4ad7-859b-e656a1074436","15684"
"1124","599","1952","true","true","true",,,"NULL","2020-11-13 14:16:27.977603","2020-11-13 14:16:27.977152","98fa6c5d-b362-42ab-951d-1074673f9e1c","15690"
"1127","600","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.981556","2020-11-13 14:16:27.981503","4eaa7c79-7cb3-4f4d-a4b5-39ec4c59da70","15693"
"1130","601","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.987627","2020-11-13 14:16:27.987573","d5779c77-4998-49b0-bd4d-dd6e51c7e151","15696"
"1136","605","1952","false","false","true",,,"NULL","2020-11-13 14:16:28.005722","2020-11-13 14:16:28.005581","ac056d16-8daf-40f8-8e36-6d7ee189c9ce","15702"
"1137","605","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.009963","2020-11-13 14:16:28.009914","8a285eac-53a0-4196-87bc-7cd0605c51c5","15704"
"1142","606","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.017816","2020-11-13 14:16:28.017750","a35ba4e9-9c53-473b-8ea7-c31dec35e997","15708"
"1145","608","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.025212","2020-11-13 14:16:28.025095","cc9aa13c-bf6f-4077-85bf-e949269fa10a","15710"
"1147","607","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.028854","2020-11-13 14:16:28.028785","f825ecfe-7741-4a35-aa7b-5da0c038be1e","15713"
"1151","610","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.037229","2020-11-13 14:16:28.037150","1ccb4a93-bd66-4886-b433-1ff97d801bcd","15717"
"1153","609","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.043251","2020-11-13 14:16:28.042984","2afa3604-5bc9-4bd2-944a-b8dc497cf0ed","15719"
"1159","613","1952","true","true","false",,,"NULL","2020-11-13 14:16:28.054807","2020-11-13 14:16:28.054739","de5c2ed6-6640-4247-9ba3-7c9b731b8fab","15725"
"1164","615","1934","false","true","true",,,"NULL","2020-11-13 14:16:28.067394","2020-11-13 14:16:28.067320","c43262b8-50ab-48ad-8d56-d4f0e8b24144","15730"
"1166","616","1934","false","true","true",,,"NULL","2020-11-13 14:16:28.071960","2020-11-13 14:16:28.071881","7b9ff797-7315-4473-bf59-f9d7e3b22a07","15733"
"1169","617","1934","false","true","true",,,"NULL","2020-11-13 14:16:28.077933","2020-11-13 14:16:28.077882","aa9292f2-4b66-4ea3-9a06-4de3e3d1ad43","15735"
"1177","620","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.093161","2020-11-13 14:16:28.092904","6912737a-b2d6-4502-a722-29e20725d232","15742"
"1183","625","1952","true","false","false",,,"NULL","2020-11-13 14:16:28.108277","2020-11-13 14:16:28.108095","76cb4d27-11ba-4f3a-9568-a13214a30fcc","15749"
"1187","624","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.124585","2020-11-13 14:16:28.124522","d6ccf3ef-99c0-4423-8f1a-235fbe22856c","15753"
"1190","627","1952","true","true","false",,,"NULL","2020-11-13 14:16:28.134131","2020-11-13 14:16:28.134075","68a2de39-a1ee-4d69-99b1-09e891c58735","15756"
"1195","628","1952","true","true","true",,,"NULL","2020-11-13 14:16:28.142423","2020-11-13 14:16:28.142361","fb927941-7f77-4864-a6f1-74254321fa33","15761"
"1198","630","1934","false","true","false",,,"NULL","2020-11-13 14:16:28.149654","2020-11-13 14:16:28.149554","ed843bc7-679d-45fc-8b40-7366dda051aa","15764"
"934","517","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.931049","2020-11-13 14:16:26.930984","6d393a84-a41c-4e06-8deb-0e532c3ed0a9","15499"
"935","518","1952","false","false","true",,,"NULL","2020-11-13 14:16:26.935219","2020-11-13 14:16:26.935125","5bca84d4-333b-41bd-8b78-1683cef3e6c4","15501"
"938","518","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.939664","2020-11-13 14:16:26.939603","3833448e-7a69-4b95-a126-4e01aad573f3","15503"
"942","519","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.949070","2020-11-13 14:16:26.949004","15ba0cb2-8131-462d-a9cc-c4828ce65ecc","15508"
"945","521","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.955749","2020-11-13 14:16:26.955690","2498935b-2666-4463-b517-5d13bf92e52b","15511"
"947","522","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.959643","2020-11-13 14:16:26.959584","724af139-240b-42b7-9ea9-4c11fe801a4a","15513"
"952","524","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.970901","2020-11-13 14:16:26.970823","6ffebb9f-f5d5-4ce9-bdbe-396e5ec43b02","15518"
"955","526","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.977868","2020-11-13 14:16:26.977796","ceeb1bc0-0671-460a-ad32-51bace2fb29a","15521"
"961","528","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.988401","2020-11-13 14:16:26.988327","4832ce6b-0d28-48d0-96f8-241f018b6b49","15526"
"962","529","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.234497","2020-11-13 14:16:27.234399","102e560c-4778-4201-82cb-734d19ae8396","15528"
"966","531","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.394889","2020-11-13 14:16:27.394752","9b249dea-b466-41c9-8be9-b2b6cdde4fd3","15532"
"970","532","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.405130","2020-11-13 14:16:27.405043","5481b138-4697-40fd-8a76-fb843b50ea4e","15536"
"972","532","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.414517","2020-11-13 14:16:27.413468","a477607b-7c4c-4618-a1a9-b21792cfcce9","15540"
"977","535","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.423517","2020-11-13 14:16:27.423441","973b4088-ba5e-4fd1-8a00-4b4b406fd865","15543"
"980","538","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.431478","2020-11-13 14:16:27.431330","30c95363-7054-4196-8ada-f209b5fe4e3f","15547"
"986","539","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.445631","2020-11-13 14:16:27.445526","4bd8a7eb-22c3-4262-84a1-ba6e8c485e97","15553"
"990","540","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.449613","2020-11-13 14:16:27.449567","7b638505-514e-4457-b74b-9cf4b6f2e16f","15556"
"991","541","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.454526","2020-11-13 14:16:27.454002","cd8dad19-afc4-42d0-b28f-6439d2988a74","15557"
"994","542","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.464000","2020-11-13 14:16:27.463253","bed7d99e-14d6-4c7d-8e99-ab6fbdd2b711","15561"
"998","544","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.467528","2020-11-13 14:16:27.467462","dfb716ff-6e90-48f9-a455-daf9836efa59","15564"
"999","544","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.472502","2020-11-13 14:16:27.472392","16394403-d4ab-477e-ab57-391928678723","15565"
"1001","545","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.475902","2020-11-13 14:16:27.475855","57e259ca-375e-4517-9496-b13ffc360ec2","15567"
"1009","549","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.724758","2020-11-13 14:16:27.724669","4657b83a-01ba-4c57-abbb-bf1d35306eed","15573"
"1010","549","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.735649","2020-11-13 14:16:27.735574","adeb28d8-3614-4e02-885c-b0e2bcfcc39e","15577"
"1013","551","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.744463","2020-11-13 14:16:27.744392","206575ac-d4ed-4cfe-9e93-fa586e5fef14","15580"
"1019","553","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.757366","2020-11-13 14:16:27.757313","5c9ea250-193e-4ac6-8d74-01b6c2457790","15585"
"1021","554","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.765950","2020-11-13 14:16:27.765862","91417abe-70e2-4610-86ec-217bb9b225d7","15588"
"1027","557","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.775945","2020-11-13 14:16:27.775868","e4e16e67-f738-4f37-8ffe-89a703c45e06","15592"
"1030","558","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.783576","2020-11-13 14:16:27.783376","846d159f-a7b7-4ae2-8b0c-986cbc66dc78","15596"
"1038","561","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.800551","2020-11-13 14:16:27.800461","2214453f-ea0d-4ac4-bb5d-836b362316da","15604"
"1040","562","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.804120","2020-11-13 14:16:27.804053","a91c50c7-a189-4137-a262-e2e10eec0f36","15605"
"1049","566","1952","false","false","true",,,"NULL","2020-11-13 14:16:27.820489","2020-11-13 14:16:27.820323","82ab3484-e753-4200-b14a-bf294f7d33f0","15614"
"1048","566","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.823201","2020-11-13 14:16:27.823144","a7d972a0-0ade-4269-977e-f5d3043616b3","15615"
"1051","567","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.826878","2020-11-13 14:16:27.826814","90ce151e-8bec-488c-bedb-02410a154929","15617"
"1053","568","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.832706","2020-11-13 14:16:27.832654","36a95564-7075-49d4-b2e9-7b24030c0f1d","15620"
"1056","570","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.836020","2020-11-13 14:16:27.835818","03e0cc0d-7f3f-400b-8858-d96b18650648","15622"
"1058","569","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.839744","2020-11-13 14:16:27.839514","9c902869-2dcb-46db-a5c2-bb68ad7ed822","15624"
"1066","574","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.856118","2020-11-13 14:16:27.855960","df01d5e9-aea9-48c2-821e-ba0c8b4f17ad","15632"
"1070","575","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.861936","2020-11-13 14:16:27.861880","2b086632-33bb-40e5-8f6c-d6c911b976af","15635"
"1071","576","1952","false","false","true",,,"NULL","2020-11-13 14:16:27.866113","2020-11-13 14:16:27.866048","161aca23-0a54-4018-911a-0ea43b48795e","15637"
"1072","576","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.870036","2020-11-13 14:16:27.869552","c5c533a6-9e47-4128-b32e-05d71d8dd5ab","15639"
"1075","577","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.874079","2020-11-13 14:16:27.873818","ce6511e5-15d1-495e-b846-cb9f071f5f3f","15641"
"1076","578","1952","false","false","true",,,"NULL","2020-11-13 14:16:27.877248","2020-11-13 14:16:27.876771","7f8818b4-f581-4621-8934-dfef8f5f4e3d","15642"
"1078","578","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.880270","2020-11-13 14:16:27.880173","b04af26c-307b-4c34-97db-96614587dd8c","15644"
"1081","580","1952","true","true","true",,,"NULL","2020-11-13 14:16:27.886365","2020-11-13 14:16:27.886276","a0e3faa3-8df5-4c1a-96dc-f55db2ce49f8","15647"
"1083","581","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.889669","2020-11-13 14:16:27.889559","b4318eaa-3873-47a4-b087-ee9dd97c47dd","15649"
"1086","583","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.898008","2020-11-13 14:16:27.897962","7e9b64db-9048-4252-9536-87c53d3fa87d","15653"
"1089","584","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.901854","2020-11-13 14:16:27.901772","278fd08b-867f-4bec-953f-4b812a22071c","15655"
"1090","585","1952","true","false","false",,,"NULL","2020-11-13 14:16:27.905914","2020-11-13 14:16:27.905853","26fb9c08-73b7-49d7-9f8b-c19ea6f01024","15657"
"1093","585","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.909630","2020-11-13 14:16:27.909552","c3de6390-84f5-4dfc-988e-a569ae88921a","15659"
"1094","586","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.913872","2020-11-13 14:16:27.913807","1e5fbc40-332a-46b7-b722-fe909986dc87","15661"
"1097","587","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.918286","2020-11-13 14:16:27.917978","de46ab6a-ce24-48fc-853d-2142119c52b5","15663"
"1099","588","1952","true","true","false",,,"NULL","2020-11-13 14:16:27.922352","2020-11-13 14:16:27.922273","2e07f0b1-e7ff-4ab4-b4f8-97d243547cfe","15665"
"1100","588","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.926513","2020-11-13 14:16:27.926024","cea4a093-0206-45c9-a5c9-a3923cb5727e","15666"
"1102","589","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.929430","2020-11-13 14:16:27.929368","db1d7615-799b-41f6-a3b6-9899f119419b","15668"
"1105","590","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.935521","2020-11-13 14:16:27.935459","97d1cb5e-37f7-410f-a084-ba4e5630693b","15671"
"1107","591","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.939534","2020-11-13 14:16:27.939402","05be90f9-e7eb-4743-b4b6-ca0f19a8dc05","15673"
"1110","593","1934","false","true","false",,,"NULL","2020-11-13 14:16:27.946599","2020-11-13 14:16:27.946539","7a57b0ec-9b76-4b39-a88a-66059c7dd971","15677"
"1114","594","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.953886","2020-11-13 14:16:27.953794","2a510ea8-7035-4ff9-849c-0bb03bdbbd88","15680"
"1117","596","1952","false","false","false",,,"NULL","2020-11-13 14:16:27.961851","2020-11-13 14:16:27.961788","91a53b66-83dc-42de-a66e-fb7529dba750","15683"
"1120","597","1952","true","true","true",,,"NULL","2020-11-13 14:16:27.967961","2020-11-13 14:16:27.967841","a65aedd4-9fe6-426c-92d1-07312def4296","15686"
