identificationdocumentusedescriptorid,parentusi,personalinformationverificationdescriptorid,documenttitle,documentexpirationdate,issuerdocumentidentificationcode,issuername,issuercountrydescriptorid,createdate
"1012","757","1733",,,,,,"2020-11-13 14:15:52.799649"
"1012","759","1731",,,,,,"2020-11-13 14:15:52.809166"
"1012","762","1732",,,,,,"2020-11-13 14:15:52.827874"
"1012","766","1724",,,,,,"2020-11-13 14:15:52.848557"
"1012","768","1727",,,,,,"2020-11-13 14:15:52.865013"
"1012","772","1737",,,,,,"2020-11-13 14:15:52.885925"
"1012","778","1729",,,,,,"2020-11-13 14:15:52.911624"
"1012","783","1737",,,,,,"2020-11-13 14:15:52.942109"
"1012","785","1732",,,,,,"2020-11-13 14:15:52.949793"
"1012","792","1726",,,,,,"2020-11-13 14:15:52.988397"
"1012","794","1730",,,,,,"2020-11-13 14:15:52.998886"
"1012","795","1727",,,,,,"2020-11-13 14:15:53.004746"
"1012","797","1731",,,,,,"2020-11-13 14:15:53.010736"
"1012","801","1733",,,,,,"2020-11-13 14:15:53.033050"
"1012","804","1727",,,,,,"2020-11-13 14:15:53.049769"
"1012","806","1737",,,,,,"2020-11-13 14:15:53.062289"
"1012","809","1736",,,,,,"2020-11-13 14:15:53.073277"
"1012","813","1724",,,,,,"2020-11-13 14:15:53.322051"
"1012","817","1723",,,,,,"2020-11-13 14:15:53.343399"
"1012","821","1730",,,,,,"2020-11-13 14:15:53.363488"
"1012","824","1736",,,,,,"2020-11-13 14:15:53.384495"
"1012","827","1728",,,,,,"2020-11-13 14:15:53.397774"
"1012","829","1734",,,,,,"2020-11-13 14:15:53.406916"
"1012","830","1733",,,,,,"2020-11-13 14:15:53.416045"
"1012","833","1727",,,,,,"2020-11-13 14:15:53.427257"
"1012","834","1728",,,,,,"2020-11-13 14:15:53.437195"
"1012","837","1726",,,,,,"2020-11-13 14:15:53.448323"
"1012","839","1734",,,,,,"2020-11-13 14:15:53.460586"
"1012","841","1725",,,,,,"2020-11-13 14:15:53.470335"
"1012","842","1734",,,,,,"2020-11-13 14:15:53.479850"
"1012","844","1736",,,,,,"2020-11-13 14:15:53.487316"
"1012","849","1733",,,,,,"2020-11-13 14:15:53.513744"
"1012","851","1731",,,,,,"2020-11-13 14:15:53.529061"
"1012","854","1734",,,,,,"2020-11-13 14:15:53.546022"
"1012","859","1726",,,,,,"2020-11-13 14:15:53.571781"
"1012","862","1729",,,,,,"2020-11-13 14:15:53.589103"
"1012","865","1736",,,,,,"2020-11-13 14:15:53.597170"
"1012","869","1735",,,,,,"2020-11-13 14:15:53.619588"
"1012","871","1736",,,,,,"2020-11-13 14:15:53.634194"
"1012","874","1723",,,,,,"2020-11-13 14:15:53.650744"
"1012","875","1727",,,,,,"2020-11-13 14:15:53.657949"
"1012","880","1730",,,,,,"2020-11-13 14:15:53.681006"
"1012","881","1732",,,,,,"2020-11-13 14:15:53.685902"
"1012","883","1729",,,,,,"2020-11-13 14:15:53.702042"
"1012","885","1731",,,,,,"2020-11-13 14:15:53.708966"
"1012","892","1737",,,,,,"2020-11-13 14:15:53.753268"
"1012","895","1736",,,,,,"2020-11-13 14:15:53.770677"
"1012","898","1736",,,,,,"2020-11-13 14:15:54.015395"
"1012","901","1732",,,,,,"2020-11-13 14:15:54.021679"
"1012","903","1732",,,,,,"2020-11-13 14:15:54.037690"
"1012","906","1737",,,,,,"2020-11-13 14:15:54.051760"
"1012","908","1726",,,,,,"2020-11-13 14:15:54.057174"
"1012","910","1726",,,,,,"2020-11-13 14:15:54.074087"
"1012","915","1729",,,,,,"2020-11-13 14:15:54.097625"
"1012","919","1727",,,,,,"2020-11-13 14:15:54.117385"
"1012","923","1726",,,,,,"2020-11-13 14:15:54.137302"
"1012","926","1733",,,,,,"2020-11-13 14:15:54.154453"
"1012","927","1724",,,,,,"2020-11-13 14:15:54.160291"
"1012","933","1723",,,,,,"2020-11-13 14:15:54.193214"
"1012","937","1730",,,,,,"2020-11-13 14:15:54.216355"
"1012","945","1727",,,,,,"2020-11-13 14:15:54.258523"
"1012","948","1735",,,,,,"2020-11-13 14:15:54.281282"
"1012","952","1730",,,,,,"2020-11-13 14:15:54.301137"
"1012","954","1731",,,,,,"2020-11-13 14:15:54.308877"
"1012","955","1735",,,,,,"2020-11-13 14:15:54.315996"
"1012","956","1727",,,,,,"2020-11-13 14:15:54.320708"
"1012","959","1733",,,,,,"2020-11-13 14:15:54.335427"
"1012","961","1724",,,,,,"2020-11-13 14:15:54.345423"
"1012","963","1730",,,,,,"2020-11-13 14:15:54.361910"
"1012","967","1733",,,,,,"2020-11-13 14:15:54.381947"
"1012","972","1732",,,,,,"2020-11-13 14:15:54.410346"
"1012","973","1724",,,,,,"2020-11-13 14:15:54.416771"
"1012","974","1736",,,,,,"2020-11-13 14:15:54.424501"
"1012","975","1731",,,,,,"2020-11-13 14:15:54.430304"
"1012","981","1728",,,,,,"2020-11-13 14:15:54.457339"
"1012","986","1734",,,,,,"2020-11-13 14:15:54.490257"
"1012","988","1733",,,,,,"2020-11-13 14:15:54.497751"
"1012","992","1727",,,,,,"2020-11-13 14:15:54.677865"
"1012","995","1732",,,,,,"2020-11-13 14:15:54.785074"
"1012","997","1737",,,,,,"2020-11-13 14:15:54.802638"
"1012","1001","1737",,,,,,"2020-11-13 14:15:55.059012"
"1012","1007","1728",,,,,,"2020-11-13 14:15:55.081032"
"1012","1011","1727",,,,,,"2020-11-13 14:15:55.104219"
"1012","1014","1727",,,,,,"2020-11-13 14:15:55.121814"
"1012","1016","1728",,,,,,"2020-11-13 14:15:55.130320"
"1012","1019","1730",,,,,,"2020-11-13 14:15:55.146704"
"1012","1020","1734",,,,,,"2020-11-13 14:15:55.153494"
"1012","1021","1725",,,,,,"2020-11-13 14:15:55.165824"
"1012","685","1725",,,,,,"2020-11-13 14:15:52.388063"
"1012","693","1729",,,,,,"2020-11-13 14:15:52.432852"
"1012","698","1725",,,,,,"2020-11-13 14:15:52.456777"
"1012","710","1737",,,,,,"2020-11-13 14:15:52.522333"
"1012","717","1729",,,,,,"2020-11-13 14:15:52.564492"
"1012","724","1730",,,,,,"2020-11-13 14:15:52.604108"
"1012","732","1734",,,,,,"2020-11-13 14:15:52.650053"
"1012","738","1729",,,,,,"2020-11-13 14:15:52.688331"
"1012","742","1728",,,,,,"2020-11-13 14:15:52.714246"
"1012","747","1727",,,,,,"2020-11-13 14:15:52.736602"
"1012","750","1727",,,,,,"2020-11-13 14:15:52.757463"
"1012","758","1736",,,,,,"2020-11-13 14:15:52.803339"
"1012","761","1728",,,,,,"2020-11-13 14:15:52.824315"
"1012","765","1725",,,,,,"2020-11-13 14:15:52.845402"
"1012","767","1727",,,,,,"2020-11-13 14:15:52.849515"
"1012","773","1737",,,,,,"2020-11-13 14:15:52.887543"
"1012","777","1726",,,,,,"2020-11-13 14:15:52.908451"
"1012","781","1723",,,,,,"2020-11-13 14:15:52.927477"
"1012","786","1728",,,,,,"2020-11-13 14:15:52.955900"
"1012","788","1729",,,,,,"2020-11-13 14:15:52.966585"
"1012","791","1733",,,,,,"2020-11-13 14:15:52.984935"
"1012","793","1723",,,,,,"2020-11-13 14:15:52.990935"
"1012","798","1727",,,,,,"2020-11-13 14:15:53.018402"
"1012","799","1728",,,,,,"2020-11-13 14:15:53.026136"
"1012","803","1736",,,,,,"2020-11-13 14:15:53.048481"
"1012","807","1733",,,,,,"2020-11-13 14:15:53.069028"
"1012","810","1733",,,,,,"2020-11-13 14:15:53.081789"
"1012","814","1724",,,,,,"2020-11-13 14:15:53.323269"
"1012","818","1734",,,,,,"2020-11-13 14:15:53.343721"
"1012","823","1729",,,,,,"2020-11-13 14:15:53.375693"
"1012","831","1729",,,,,,"2020-11-13 14:15:53.419653"
"1012","835","1725",,,,,,"2020-11-13 14:15:53.440305"
"1012","838","1735",,,,,,"2020-11-13 14:15:53.458909"
"1012","847","1729",,,,,,"2020-11-13 14:15:53.507410"
"1012","852","1728",,,,,,"2020-11-13 14:15:53.528196"
"1012","855","1728",,,,,,"2020-11-13 14:15:53.548736"
"1012","858","1727",,,,,,"2020-11-13 14:15:53.565489"
"1012","860","1731",,,,,,"2020-11-13 14:15:53.575776"
"1012","867","1729",,,,,,"2020-11-13 14:15:53.613038"
"1012","876","1729",,,,,,"2020-11-13 14:15:53.659486"
"1012","878","1736",,,,,,"2020-11-13 14:15:53.671074"
"1012","879","1737",,,,,,"2020-11-13 14:15:53.681554"
"1012","884","1728",,,,,,"2020-11-13 14:15:53.704937"
"1012","887","1732",,,,,,"2020-11-13 14:15:53.727907"
"1012","893","1734",,,,,,"2020-11-13 14:15:53.753876"
"1012","896","1733",,,,,,"2020-11-13 14:15:53.772053"
"1012","899","1723",,,,,,"2020-11-13 14:15:54.018159"
"1012","905","1737",,,,,,"2020-11-13 14:15:54.041870"
"1012","907","1736",,,,,,"2020-11-13 14:15:54.056837"
"1012","909","1726",,,,,,"2020-11-13 14:15:54.063646"
"1012","911","1734",,,,,,"2020-11-13 14:15:54.079267"
"1012","916","1733",,,,,,"2020-11-13 14:15:54.099910"
"1012","917","1737",,,,,,"2020-11-13 14:15:54.108776"
"1012","920","1733",,,,,,"2020-11-13 14:15:54.118548"
"1012","924","1731",,,,,,"2020-11-13 14:15:54.138258"
"1012","930","1730",,,,,,"2020-11-13 14:15:54.173240"
"1012","939","1726",,,,,,"2020-11-13 14:15:54.224782"
"1012","941","1724",,,,,,"2020-11-13 14:15:54.236749"
"1012","949","1723",,,,,,"2020-11-13 14:15:54.282178"
"1012","953","1726",,,,,,"2020-11-13 14:15:54.301168"
"1012","966","1734",,,,,,"2020-11-13 14:15:54.380877"
"1012","968","1726",,,,,,"2020-11-13 14:15:54.390425"
"1012","976","1729",,,,,,"2020-11-13 14:15:54.431577"
"1012","978","1725",,,,,,"2020-11-13 14:15:54.447219"
"1012","982","1733",,,,,,"2020-11-13 14:15:54.469559"
"1012","984","1731",,,,,,"2020-11-13 14:15:54.474630"
"1012","987","1731",,,,,,"2020-11-13 14:15:54.490397"
"1012","990","1723",,,,,,"2020-11-13 14:15:54.510087"
"1012","996","1723",,,,,,"2020-11-13 14:15:54.785938"
"1012","998","1728",,,,,,"2020-11-13 14:15:54.802486"
"1012","1004","1724",,,,,,"2020-11-13 14:15:55.062776"
"1012","1008","1729",,,,,,"2020-11-13 14:15:55.084501"
"1012","1009","1732",,,,,,"2020-11-13 14:15:55.100684"
"1012","1012","1724",,,,,,"2020-11-13 14:15:55.105003"
"1012","1015","1733",,,,,,"2020-11-13 14:15:55.125264"
"1012","1017","1727",,,,,,"2020-11-13 14:15:55.143376"
"1012","1023","1733",,,,,,"2020-11-13 14:15:55.166977"
"1012","1027","1726",,,,,,"2020-11-13 14:15:55.188081"
"1012","1031","1725",,,,,,"2020-11-13 14:15:55.208335"
"1012","1034","1731",,,,,,"2020-11-13 14:15:55.225789"
"1012","1036","1733",,,,,,"2020-11-13 14:15:55.242230"
"1012","1039","1730",,,,,,"2020-11-13 14:15:55.251781"
"1012","1040","1731",,,,,,"2020-11-13 14:15:55.262209"
"1012","1042","1730",,,,,,"2020-11-13 14:15:55.267474"
"1012","1046","1725",,,,,,"2020-11-13 14:15:55.288458"
"1012","1050","1729",,,,,,"2020-11-13 14:15:55.308703"
"1012","1053","1725",,,,,,"2020-11-13 14:15:55.330580"
"1012","1062","1725",,,,,,"2020-11-13 14:15:55.374248"
"1012","1064","1737",,,,,,"2020-11-13 14:15:55.391462"
"1012","1078","1728",,,,,,"2020-11-13 14:15:55.469248"
"1012","1085","1731",,,,,,"2020-11-13 14:15:55.504649"
"1012","1089","1736",,,,,,"2020-11-13 14:15:55.524297"
"1012","1091","1734",,,,,,"2020-11-13 14:15:55.530428"
"1012","1097","1725",,,,,,"2020-11-13 14:15:55.570628"
"1012","1100","1723",,,,,,"2020-11-13 14:15:55.594525"
"1012","1106","1734",,,,,,"2020-11-13 14:15:55.617710"
"1012","1113","1733",,,,,,"2020-11-13 14:15:55.659874"
"1012","1117","1726",,,,,,"2020-11-13 14:15:55.679356"
"1012","1122","1729",,,,,,"2020-11-13 14:15:55.699702"
"1012","1125","1730",,,,,,"2020-11-13 14:15:55.721720"
"1012","1129","1734",,,,,,"2020-11-13 14:15:55.743317"
"1012","1133","1730",,,,,,"2020-11-13 14:15:55.765597"
"1012","1138","1729",,,,,,"2020-11-13 14:15:55.786971"
"1012","1142","1735",,,,,,"2020-11-13 14:15:55.808691"
"1012","1145","1729",,,,,,"2020-11-13 14:15:55.828712"
"1012","1148","1724",,,,,,"2020-11-13 14:15:55.848089"
"1012","1153","1733",,,,,,"2020-11-13 14:15:55.869760"
"1012","1158","1727",,,,,,"2020-11-13 14:15:55.901102"
"1012","1161","1735",,,,,,"2020-11-13 14:15:55.918920"
"1012","1169","1734",,,,,,"2020-11-13 14:15:55.965363"
"1012","1178","1733",,,,,,"2020-11-13 14:15:56.007496"
"1012","1179","1729",,,,,,"2020-11-13 14:15:56.013563"
"1012","1180","1729",,,,,,"2020-11-13 14:15:56.027008"
"1012","1183","1734",,,,,,"2020-11-13 14:15:56.033634"
"1012","1191","1727",,,,,,"2020-11-13 14:15:56.171192"
"1012","1194","1723",,,,,,"2020-11-13 14:15:56.192849"
"1012","1204","1737",,,,,,"2020-11-13 14:15:56.238416"
"1012","1210","1730",,,,,,"2020-11-13 14:15:56.500984"
"1012","1215","1728",,,,,,"2020-11-13 14:15:56.523288"
"1012","1221","1734",,,,,,"2020-11-13 14:15:56.563190"
"1012","1225","1734",,,,,,"2020-11-13 14:15:56.583341"
"1012","1228","1723",,,,,,"2020-11-13 14:15:56.603706"
"1012","1239","1729",,,,,,"2020-11-13 14:15:56.660481"
"1012","1241","1723",,,,,,"2020-11-13 14:15:56.680313"
"1012","1249","1734",,,,,,"2020-11-13 14:15:56.721113"
"1012","1251","1731",,,,,,"2020-11-13 14:15:56.725752"
"1012","1259","1736",,,,,,"2020-11-13 14:15:56.764065"
"1012","1263","1729",,,,,,"2020-11-13 14:15:56.786007"
"1012","1264","1726",,,,,,"2020-11-13 14:15:56.801527"
"1012","1266","1726",,,,,,"2020-11-13 14:15:56.806367"
"1012","1268","1730",,,,,,"2020-11-13 14:15:56.823985"
"1012","1270","1736",,,,,,"2020-11-13 14:15:56.830633"
"1012","1271","1728",,,,,,"2020-11-13 14:15:56.838145"
"1012","1277","1730",,,,,,"2020-11-13 14:15:56.868577"
"1012","1280","1728",,,,,,"2020-11-13 14:15:56.886685"
"1012","1282","1730",,,,,,"2020-11-13 14:15:56.898757"
"1012","845","1733",,,,,,"2020-11-13 14:15:53.493015"
"1012","846","1728",,,,,,"2020-11-13 14:15:53.505446"
"1012","850","1732",,,,,,"2020-11-13 14:15:53.526291"
"1012","853","1736",,,,,,"2020-11-13 14:15:53.536640"
"1012","857","1729",,,,,,"2020-11-13 14:15:53.555152"
"1012","864","1726",,,,,,"2020-11-13 14:15:53.597299"
"1012","866","1736",,,,,,"2020-11-13 14:15:53.608586"
"1012","868","1732",,,,,,"2020-11-13 14:15:53.619590"
"1012","870","1729",,,,,,"2020-11-13 14:15:53.628206"
"1012","873","1726",,,,,,"2020-11-13 14:15:53.641193"
"1012","877","1730",,,,,,"2020-11-13 14:15:53.663360"
"1012","882","1723",,,,,,"2020-11-13 14:15:53.692689"
"1012","886","1737",,,,,,"2020-11-13 14:15:53.713629"
"1012","888","1731",,,,,,"2020-11-13 14:15:53.729408"
"1012","890","1735",,,,,,"2020-11-13 14:15:53.736179"
"1012","891","1734",,,,,,"2020-11-13 14:15:53.751521"
"1012","894","1724",,,,,,"2020-11-13 14:15:53.760295"
"1012","900","1724",,,,,,"2020-11-13 14:15:54.018416"
"1012","902","1732",,,,,,"2020-11-13 14:15:54.033822"
"1012","904","1725",,,,,,"2020-11-13 14:15:54.038562"
"1012","913","1730",,,,,,"2020-11-13 14:15:54.087364"
"1012","914","1731",,,,,,"2020-11-13 14:15:54.095811"
"1012","918","1734",,,,,,"2020-11-13 14:15:54.115717"
"1012","922","1729",,,,,,"2020-11-13 14:15:54.136135"
"1012","925","1731",,,,,,"2020-11-13 14:15:54.152438"
"1012","928","1725",,,,,,"2020-11-13 14:15:54.160594"
"1012","929","1735",,,,,,"2020-11-13 14:15:54.173081"
"1012","931","1733",,,,,,"2020-11-13 14:15:54.181989"
"1012","932","1724",,,,,,"2020-11-13 14:15:54.188991"
"1012","934","1723",,,,,,"2020-11-13 14:15:54.195367"
"1012","935","1726",,,,,,"2020-11-13 14:15:54.203352"
"1012","936","1731",,,,,,"2020-11-13 14:15:54.209555"
"1012","938","1731",,,,,,"2020-11-13 14:15:54.217457"
"1012","940","1731",,,,,,"2020-11-13 14:15:54.233807"
"1012","942","1729",,,,,,"2020-11-13 14:15:54.239844"
"1012","943","1729",,,,,,"2020-11-13 14:15:54.246288"
"1012","944","1730",,,,,,"2020-11-13 14:15:54.257177"
"1012","947","1727",,,,,,"2020-11-13 14:15:54.270775"
"1012","951","1727",,,,,,"2020-11-13 14:15:54.292827"
"1012","957","1731",,,,,,"2020-11-13 14:15:54.321452"
"1012","958","1731",,,,,,"2020-11-13 14:15:54.332927"
"1012","960","1734",,,,,,"2020-11-13 14:15:54.344181"
"1012","962","1731",,,,,,"2020-11-13 14:15:54.359000"
"1012","965","1737",,,,,,"2020-11-13 14:15:54.369491"
"1012","969","1733",,,,,,"2020-11-13 14:15:54.395695"
"1012","970","1723",,,,,,"2020-11-13 14:15:54.402848"
"1012","971","1736",,,,,,"2020-11-13 14:15:54.409036"
"1012","977","1727",,,,,,"2020-11-13 14:15:54.436658"
"1012","980","1735",,,,,,"2020-11-13 14:15:54.450692"
"1012","983","1731",,,,,,"2020-11-13 14:15:54.470649"
"1012","985","1736",,,,,,"2020-11-13 14:15:54.479646"
"1012","989","1734",,,,,,"2020-11-13 14:15:54.501930"
"1012","994","1728",,,,,,"2020-11-13 14:15:54.782331"
"1012","1000","1728",,,,,,"2020-11-13 14:15:54.807061"
"1012","1002","1726",,,,,,"2020-11-13 14:15:55.060825"
"1012","1005","1729",,,,,,"2020-11-13 14:15:55.079478"
"1012","1010","1734",,,,,,"2020-11-13 14:15:55.103072"
"1012","1013","1733",,,,,,"2020-11-13 14:15:55.121176"
"1012","1018","1726",,,,,,"2020-11-13 14:15:55.144710"
"1012","1022","1723",,,,,,"2020-11-13 14:15:55.165916"
"1012","1024","1733",,,,,,"2020-11-13 14:15:55.178293"
"1012","1025","1735",,,,,,"2020-11-13 14:15:55.184113"
"1012","1029","1724",,,,,,"2020-11-13 14:15:55.205730"
"1012","1035","1723",,,,,,"2020-11-13 14:15:55.226427"
"1012","1038","1735",,,,,,"2020-11-13 14:15:55.248564"
"1012","1043","1728",,,,,,"2020-11-13 14:15:55.274787"
"1012","1044","1735",,,,,,"2020-11-13 14:15:55.286316"
"1012","1047","1734",,,,,,"2020-11-13 14:15:55.294628"
"1012","1048","1726",,,,,,"2020-11-13 14:15:55.307501"
"1012","1051","1723",,,,,,"2020-11-13 14:15:55.316825"
"1012","1054","1723",,,,,,"2020-11-13 14:15:55.331995"
"1012","1056","1723",,,,,,"2020-11-13 14:15:55.349815"
"1012","1058","1723",,,,,,"2020-11-13 14:15:55.355221"
"1012","1059","1732",,,,,,"2020-11-13 14:15:55.360909"
"1012","1060","1737",,,,,,"2020-11-13 14:15:55.371928"
"1012","1065","1727",,,,,,"2020-11-13 14:15:55.396497"
"1012","1069","1737",,,,,,"2020-11-13 14:15:55.416769"
"1012","1072","1735",,,,,,"2020-11-13 14:15:55.434488"
"1012","1075","1731",,,,,,"2020-11-13 14:15:55.449261"
"1012","1077","1737",,,,,,"2020-11-13 14:15:55.458520"
"1012","1081","1728",,,,,,"2020-11-13 14:15:55.482310"
"1012","1083","1723",,,,,,"2020-11-13 14:15:55.491131"
"1012","1087","1733",,,,,,"2020-11-13 14:15:55.509954"
"1012","1088","1730",,,,,,"2020-11-13 14:15:55.519107"
"1012","1094","1735",,,,,,"2020-11-13 14:15:55.552609"
"1012","1099","1730",,,,,,"2020-11-13 14:15:55.576542"
"1012","1103","1724",,,,,,"2020-11-13 14:15:55.600860"
"1012","1104","1731",,,,,,"2020-11-13 14:15:55.615684"
"1012","1108","1734",,,,,,"2020-11-13 14:15:55.636498"
"1012","1110","1724",,,,,,"2020-11-13 14:15:55.641233"
"1012","1112","1733",,,,,,"2020-11-13 14:15:55.655824"
"1012","1115","1735",,,,,,"2020-11-13 14:15:55.663602"
"1012","1116","1730",,,,,,"2020-11-13 14:15:55.678916"
"1012","1119","1733",,,,,,"2020-11-13 14:15:55.683514"
"1012","1121","1728",,,,,,"2020-11-13 14:15:55.699130"
"1012","1123","1726",,,,,,"2020-11-13 14:15:55.707022"
"1012","1127","1731",,,,,,"2020-11-13 14:15:55.731794"
"1012","1128","1729",,,,,,"2020-11-13 14:15:55.743144"
"1012","1131","1729",,,,,,"2020-11-13 14:15:55.753815"
"1012","1134","1736",,,,,,"2020-11-13 14:15:55.767153"
"1012","1135","1732",,,,,,"2020-11-13 14:15:55.774988"
"1012","1136","1725",,,,,,"2020-11-13 14:15:55.782358"
"1012","1139","1723",,,,,,"2020-11-13 14:15:55.795465"
"1012","1140","1724",,,,,,"2020-11-13 14:15:55.804265"
"1012","1143","1733",,,,,,"2020-11-13 14:15:55.820194"
"1012","1146","1726",,,,,,"2020-11-13 14:15:55.831908"
"1012","1151","1733",,,,,,"2020-11-13 14:15:55.859319"
"1012","1152","1731",,,,,,"2020-11-13 14:15:55.868211"
"1012","1155","1724",,,,,,"2020-11-13 14:15:55.883655"
"1012","1157","1730",,,,,,"2020-11-13 14:15:55.895707"
"1012","1159","1736",,,,,,"2020-11-13 14:15:55.905233"
"1012","1160","1734",,,,,,"2020-11-13 14:15:55.917902"
"1012","1162","1735",,,,,,"2020-11-13 14:15:55.925756"
"1012","1166","1735",,,,,,"2020-11-13 14:15:55.946143"
"1012","1170","1727",,,,,,"2020-11-13 14:15:55.966611"
"1012","1173","1727",,,,,,"2020-11-13 14:15:55.986422"
"1012","1175","1727",,,,,,"2020-11-13 14:15:55.995190"
"1012","1176","1727",,,,,,"2020-11-13 14:15:56.005521"
"1012","1181","1733",,,,,,"2020-11-13 14:15:56.028371"
"1012","1184","1728",,,,,,"2020-11-13 14:15:56.044458"
"1012","1187","1735",,,,,,"2020-11-13 14:15:56.152508"
"1012","1189","1732",,,,,,"2020-11-13 14:15:56.158162"
"1012","1190","1727",,,,,,"2020-11-13 14:15:56.171193"
"1012","1193","1737",,,,,,"2020-11-13 14:15:56.179008"
"1012","1196","1731",,,,,,"2020-11-13 14:15:56.196934"
"1012","1198","1736",,,,,,"2020-11-13 14:15:56.215480"
"1012","1201","1724",,,,,,"2020-11-13 14:15:56.226918"
"1012","1202","1730",,,,,,"2020-11-13 14:15:56.235901"
"1012","1206","1735",,,,,,"2020-11-13 14:15:56.254946"
"1012","1208","1732",,,,,,"2020-11-13 14:15:56.500011"
"1012","1212","1724",,,,,,"2020-11-13 14:15:56.520038"
"1012","1216","1737",,,,,,"2020-11-13 14:15:56.540650"
"1012","1218","1733",,,,,,"2020-11-13 14:15:56.549459"
"1012","1222","1736",,,,,,"2020-11-13 14:15:56.569259"
"1012","1224","1725",,,,,,"2020-11-13 14:15:56.582057"
"1012","1226","1724",,,,,,"2020-11-13 14:15:56.589530"
"1012","1026","1724",,,,,,"2020-11-13 14:15:55.186833"
"1012","1028","1735",,,,,,"2020-11-13 14:15:55.198513"
"1012","1030","1725",,,,,,"2020-11-13 14:15:55.205731"
"1012","1033","1733",,,,,,"2020-11-13 14:15:55.225739"
"1012","1037","1735",,,,,,"2020-11-13 14:15:55.246863"
"1012","1041","1733",,,,,,"2020-11-13 14:15:55.267336"
"1012","1045","1727",,,,,,"2020-11-13 14:15:55.287042"
"1012","1049","1733",,,,,,"2020-11-13 14:15:55.307788"
"1012","1052","1728",,,,,,"2020-11-13 14:15:55.326630"
"1012","1055","1733",,,,,,"2020-11-13 14:15:55.335279"
"1012","1057","1727",,,,,,"2020-11-13 14:15:55.351816"
"1012","1061","1724",,,,,,"2020-11-13 14:15:55.374268"
"1012","1063","1726",,,,,,"2020-11-13 14:15:55.382724"
"1012","1066","1725",,,,,,"2020-11-13 14:15:55.395963"
"1012","1067","1732",,,,,,"2020-11-13 14:15:55.405876"
"1012","1068","1723",,,,,,"2020-11-13 14:15:55.413190"
"1012","1070","1731",,,,,,"2020-11-13 14:15:55.420186"
"1012","1071","1730",,,,,,"2020-11-13 14:15:55.425598"
"1012","1073","1725",,,,,,"2020-11-13 14:15:55.435577"
"1012","1074","1734",,,,,,"2020-11-13 14:15:55.446947"
"1012","1076","1726",,,,,,"2020-11-13 14:15:55.458194"
"1012","1079","1727",,,,,,"2020-11-13 14:15:55.471561"
"1012","1080","1729",,,,,,"2020-11-13 14:15:55.477749"
"1012","1082","1736",,,,,,"2020-11-13 14:15:55.489140"
"1012","1084","1730",,,,,,"2020-11-13 14:15:55.497973"
"1012","1086","1723",,,,,,"2020-11-13 14:15:55.509181"
"1012","1090","1725",,,,,,"2020-11-13 14:15:55.530446"
"1012","1092","1724",,,,,,"2020-11-13 14:15:55.540540"
"1012","1093","1727",,,,,,"2020-11-13 14:15:55.547916"
"1012","1095","1734",,,,,,"2020-11-13 14:15:55.554045"
"1012","1096","1737",,,,,,"2020-11-13 14:15:55.568887"
"1012","1098","1736",,,,,,"2020-11-13 14:15:55.576337"
"1012","1102","1733",,,,,,"2020-11-13 14:15:55.595747"
"1012","1107","1733",,,,,,"2020-11-13 14:15:55.620512"
"1012","1109","1726",,,,,,"2020-11-13 14:15:55.638465"
"1012","1111","1731",,,,,,"2020-11-13 14:15:55.644672"
"1012","1114","1728",,,,,,"2020-11-13 14:15:55.660372"
"1012","1118","1723",,,,,,"2020-11-13 14:15:55.680649"
"1012","1124","1728",,,,,,"2020-11-13 14:15:55.720707"
"1012","1130","1737",,,,,,"2020-11-13 14:15:55.744750"
"1012","1132","1737",,,,,,"2020-11-13 14:15:55.761676"
"1012","1137","1727",,,,,,"2020-11-13 14:15:55.786413"
"1012","1141","1737",,,,,,"2020-11-13 14:15:55.806695"
"1012","1144","1730",,,,,,"2020-11-13 14:15:55.828528"
"1012","1147","1723",,,,,,"2020-11-13 14:15:55.840158"
"1012","1149","1726",,,,,,"2020-11-13 14:15:55.848079"
"1012","1150","1732",,,,,,"2020-11-13 14:15:55.853111"
"1012","1154","1735",,,,,,"2020-11-13 14:15:55.873854"
"1012","1156","1723",,,,,,"2020-11-13 14:15:55.892874"
"1012","1163","1730",,,,,,"2020-11-13 14:15:55.927694"
"1012","1164","1725",,,,,,"2020-11-13 14:15:55.939772"
"1012","1167","1733",,,,,,"2020-11-13 14:15:55.949086"
"1012","1168","1728",,,,,,"2020-11-13 14:15:55.965115"
"1012","1172","1723",,,,,,"2020-11-13 14:15:55.984204"
"1012","1174","1724",,,,,,"2020-11-13 14:15:55.989177"
"1012","1177","1734",,,,,,"2020-11-13 14:15:56.005521"
"1012","1182","1733",,,,,,"2020-11-13 14:15:56.028818"
"1012","1186","1727",,,,,,"2020-11-13 14:15:56.152242"
"1012","1192","1731",,,,,,"2020-11-13 14:15:56.175845"
"1012","1197","1727",,,,,,"2020-11-13 14:15:56.201167"
"1012","1199","1726",,,,,,"2020-11-13 14:15:56.216722"
"1012","1203","1733",,,,,,"2020-11-13 14:15:56.236624"
"1012","1205","1726",,,,,,"2020-11-13 14:15:56.248486"
"1012","1209","1729",,,,,,"2020-11-13 14:15:56.500165"
"1012","1213","1736",,,,,,"2020-11-13 14:15:56.522200"
"1012","1219","1730",,,,,,"2020-11-13 14:15:56.549670"
"1012","1220","1725",,,,,,"2020-11-13 14:15:56.560941"
