entrydate,schoolid,studentusi,primaryschool,entrygradeleveldescriptorid,entrygradelevelreasondescriptorid,entrytypedescriptorid,repeatgradeindicator,classofschoolyear,schoolchoicetransfer,exitwithdrawdate,exitwithdrawtypedescriptorid,residencystatusdescriptorid,graduationplantypedescriptorid,educationorganizationid,graduationschoolyear,employedwhileenrolled,calendarcode,schoolyear,fulltimeequivalency,termcompletionindicator,discriminator,createdate,lastmodifieddate,id,changeversion
"2010-08-23","255901107","845",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.468151","2020-11-13 14:16:21.468055","0d70a385-23bb-4251-823b-ade3e99b63a4","14145"
"2010-08-23","255901107","644",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.480643","2020-11-13 14:16:21.480523","1d489bb6-6fd2-4ade-a755-385e9c5dd820","14148"
"2010-08-23","255901107","686",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.493788","2020-11-13 14:16:21.493652","8cebcd25-7b61-44ad-952c-4c7ce9f90c4b","14152"
"2010-08-23","255901107","777",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.508152","2020-11-13 14:16:21.508040","405400f7-1634-4901-83da-23d283df34e2","14157"
"2010-08-23","255901107","20",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.520915","2020-11-13 14:16:21.520797","5182131f-9f74-487c-b946-a3b47c01b34d","14161"
"2010-08-23","255901107","346",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.534428","2020-11-13 14:16:21.534259","68714b89-e646-428c-96d3-a5074319a33e","14163"
"2010-08-23","255901107","582",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.548291","2020-11-13 14:16:21.548146","28e19c94-5069-4404-9b05-ba24d148c0a8","14167"
"2010-08-23","255901107","13",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.562637","2020-11-13 14:16:21.562398","bf95541f-a214-4aa7-ac2b-7efd9eedc088","14172"
"2010-08-23","255901107","464",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.575740","2020-11-13 14:16:21.575519","b7b94efe-0474-4362-b330-b55a410d4662","14176"
"2010-08-23","255901107","653",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.590660","2020-11-13 14:16:21.590460","1efd2a63-da03-4558-b68c-315cc9890b82","14180"
"2010-08-23","255901107","57",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.602643","2020-11-13 14:16:21.602307","f48bf442-00a9-4acd-abad-9e762d59fecf","14183"
"2010-08-23","255901107","111",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.605659","2020-11-13 14:16:21.605565","8bc02660-8d36-462a-b65b-624ab35afc78","14186"
"2010-08-23","255901107","204",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.616857","2020-11-13 14:16:21.616741","c82ae5d8-9ea5-42e2-8da6-5cc569ef4b47","14188"
"2010-08-23","255901107","713",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.631226","2020-11-13 14:16:21.631115","fe0c4a7b-c4e0-431f-b63a-38be7f4e7835","14193"
"2010-08-23","255901107","35",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.642735","2020-11-13 14:16:21.642537","fa86a3c1-65b4-430b-b9e2-dbd9784a68fe","14196"
"2010-08-23","255901107","885",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.657163","2020-11-13 14:16:21.657038","e52722a6-dece-4eba-95e3-592088b4d535","14201"
"2010-08-23","255901107","365",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.671120","2020-11-13 14:16:21.670995","0ed1db37-ee7e-493f-a635-a86ca93c4d42","14204"
"2010-08-23","255901107","197",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.684839","2020-11-13 14:16:21.684740","ce308a83-6b64-403e-b5e8-25498a6cf78a","14209"
"2010-08-23","255901107","891",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.698164","2020-11-13 14:16:21.698011","43921b90-c8a8-49d0-89ba-f51c9e3bc8c0","14212"
"2010-08-23","255901107","82",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.710364","2020-11-13 14:16:21.710249","32dcca32-79c4-4a3d-b1d2-7144cad408ba","14216"
"2010-08-23","255901107","132",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.713604","2020-11-13 14:16:21.713465","90202427-74a5-49d0-92cc-2985f5e4c298","14218"
"2010-08-23","255901107","117",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.725506","2020-11-13 14:16:21.725416","0b5fcc6b-b078-4c45-bad2-f4855aa0f90d","14221"
"2010-08-23","255901107","338",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.734572","2020-11-13 14:16:21.734308","533fced8-8707-444c-b2a1-c6c746c3584e","14223"
"2010-08-23","255901107","178",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.738428","2020-11-13 14:16:21.738340","c421559b-8d34-400b-b5e4-5162c18d9ec8","14226"
"2010-08-23","255901107","289",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.752287","2020-11-13 14:16:21.752067","88df582e-1a8e-4333-91d3-13674927f4fe","14229"
"2010-08-23","255901107","49",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.765807","2020-11-13 14:16:21.765706","bd114e98-035d-44e0-ad7c-b039a7f3afe3","14234"
"2010-08-23","255901107","251",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.776151","2020-11-13 14:16:21.776046","4eb769af-33b1-4bfb-ad7c-3ad8790b5551","14237"
"2010-08-23","255901107","664",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.787934","2020-11-13 14:16:21.787827","2e80f152-c245-44f7-90ff-b0a4e331ce3b","14240"
"2010-08-23","255901107","654",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.799236","2020-11-13 14:16:21.799078","0f4c9845-e470-4a93-a4e0-9408a6447e69","14244"
"2010-08-23","255901044","737",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.811468","2020-11-13 14:16:21.811375","6781710e-7c2b-48a9-bc5f-28936fbc524d","14248"
"2010-08-23","255901044","393",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.824248","2020-11-13 14:16:21.824150","9049af0e-645a-4629-9d54-bd702ac1fb27","14254"
"2010-08-23","255901044","614",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.838808","2020-11-13 14:16:21.838649","2ce6a033-07df-4239-8c91-6679df2df12b","14257"
"2010-08-23","255901044","856",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.847825","2020-11-13 14:16:21.847616","45edd522-487b-466f-8a53-0e07b0499d2c","14260"
"2010-08-23","255901044","595",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.851402","2020-11-13 14:16:21.851264","17b0cabe-3c0f-42d4-aa64-31a8c800bdc8","14262"
"2010-08-23","255901044","168",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.855483","2020-11-13 14:16:21.855362","c905581e-676c-4738-821e-6f32029a2090","14263"
"2010-08-23","255901044","812",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.863292","2020-11-13 14:16:21.863162","2a150813-4026-472d-b6ff-08e8120a77e9","14266"
"2010-08-23","255901044","373",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.867188","2020-11-13 14:16:21.867078","2791038d-dd8e-43f7-b529-c487c6eb39c7","14267"
"2010-08-23","255901044","947",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.878647","2020-11-13 14:16:21.878536","de32aa5b-04a4-4ceb-891a-7560f45544ef","14271"
"2010-08-23","255901044","96",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.885179","2020-11-13 14:16:21.885069","b066cc5d-0655-461e-b864-aa713b78211c","14273"
"2010-08-23","255901044","782",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.890568","2020-11-13 14:16:21.890469","5d4b70f8-b63a-476e-8061-fcac992eb090","14275"
"2010-08-23","255901044","592",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.908827","2020-11-13 14:16:21.908742","abdc5ea0-6be7-4987-b651-9aea90551567","14282"
"2010-08-23","255901044","465",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.913260","2020-11-13 14:16:21.913160","540a0fa3-c52b-4f62-8ac3-9ce025836a8e","14283"
"2010-08-23","255901044","637",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.925868","2020-11-13 14:16:21.925689","eb8f5f94-dc13-4bb9-9b49-2063b76ca402","14287"
"2010-08-23","255901044","249",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.931980","2020-11-13 14:16:21.931843","57a5acca-6cc3-4445-8b03-466d56225580","14289"
"2010-08-23","255901044","141",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.947632","2020-11-13 14:16:21.947543","f85f9896-ebdd-4a8d-9661-6aa7cc444cf1","14294"
"2010-08-23","255901044","484",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.956286","2020-11-13 14:16:21.956176","a094c7ef-ced8-4338-9c52-4e9f27a5479f","14296"
"2010-08-23","255901001","875",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.937035","2020-11-13 14:16:20.936897","e339a030-d5ad-43dd-beb5-53d353d3a2fe","14061"
"2010-08-23","255901001","489",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.950035","2020-11-13 14:16:20.949915","0295d9b7-4b16-41e0-bb83-d7d4a0288542","14064"
"2010-08-23","255901001","498",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.954103","2020-11-13 14:16:20.953963","c2c81a60-ac0b-450a-8998-008a54033648","14066"
"2010-08-23","255901001","508",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.965913","2020-11-13 14:16:20.965807","16aefe4a-d411-48b9-aabe-30bb61c13d28","14069"
"2010-08-23","255901001","955",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.215361","2020-11-13 14:16:21.215231","c8d9c4c7-7ac7-4735-b0e2-3b8caf08b96f","14073"
"2010-08-23","255901001","529",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.229945","2020-11-13 14:16:21.229798","f4fee6eb-03a1-45e2-a167-5393c77d7a41","14076"
"2010-08-23","255901001","919",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.244799","2020-11-13 14:16:21.244620","c0dd25bc-8795-4229-acba-c04e2f26ec56","14079"
"2010-08-23","255901001","118",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.259603","2020-11-13 14:16:21.259405","5637f357-340f-4241-9e8e-5632c2a63320","14084"
"2010-08-23","255901107","866",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.273841","2020-11-13 14:16:21.273685","4e337f31-4046-4474-9989-6e3419589098","14089"
"2010-08-23","255901107","734",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.291095","2020-11-13 14:16:21.290944","b8d9a981-1d04-4060-b649-2e26e24b0ecc","14094"
"2010-08-23","255901107","584",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.305853","2020-11-13 14:16:21.305694","1f9f7932-bf68-4e8a-bc06-183aec950cab","14096"
"2010-08-23","255901107","418",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.320153","2020-11-13 14:16:21.319967","92bd3e94-70ce-45bf-a211-444cc40790a2","14102"
"2010-08-23","255901107","405",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.333922","2020-11-13 14:16:21.333721","2a3fb0c8-5245-479a-953c-9f5fdad41959","14103"
"2010-08-23","255901107","45",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.347037","2020-11-13 14:16:21.346900","15d9182b-156e-4c66-b006-ddc813d9ea7b","14107"
"2010-08-23","255901107","472",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.350916","2020-11-13 14:16:21.350804","8f931e57-50c1-446f-95d2-c350624758c2","14110"
"2010-08-23","255901107","492",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.362242","2020-11-13 14:16:21.362082","ca2dc6ed-c38a-4ae2-8341-b7d2c921ff24","14112"
"2010-08-23","255901107","176",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.375301","2020-11-13 14:16:21.375138","00f61d4c-428b-43ea-b8ed-d9ba616a672f","14116"
"2010-08-23","255901107","10",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.387029","2020-11-13 14:16:21.386825","2f230652-655d-41a2-b11c-79d182a58ecf","14119"
"2010-08-23","255901107","695",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.390254","2020-11-13 14:16:21.390157","e6660fa1-784d-4a95-82c4-3665ca738f46","14122"
"2010-08-23","255901107","109",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.402211","2020-11-13 14:16:21.402033","29ef899a-c256-44cb-801d-9f2b853d74b9","14124"
"2010-08-23","255901107","307",,"955",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.414090","2020-11-13 14:16:21.413803","4e9686f1-2466-4ee0-a79f-32f1cf65e6c2","14127"
"2010-08-23","255901107","785",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.426835","2020-11-13 14:16:21.426650","99d8dacb-c82d-46af-8e55-5ae8d8c73fbb","14131"
"2010-08-23","255901107","313",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.429938","2020-11-13 14:16:21.429825","61cb0911-6fee-4925-a7f8-e49fdb675517","14134"
"2010-08-23","255901107","704",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.443312","2020-11-13 14:16:21.443186","d2e35c4e-c00f-4273-b141-48d637c8ee7d","14138"
"2010-08-23","255901107","361",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.452819","2020-11-13 14:16:21.452544","d2800ceb-730d-4819-81df-d72f07c2e5d6","14139"
"2010-08-23","255901107","576",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.466703","2020-11-13 14:16:21.466557","68d909c9-d677-4f10-b218-0a2482de14fe","14144"
"2010-08-23","255901107","803",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.479969","2020-11-13 14:16:21.479780","9e3e1956-6afe-446b-b47a-88bbaea95221","14147"
"2010-08-23","255901107","128",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.494196","2020-11-13 14:16:21.494064","48d01b11-004e-4c4c-9e2d-3655ab45eac8","14153"
"2010-08-23","255901107","915",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.506001","2020-11-13 14:16:21.505793","32b7c047-8d9f-4e87-8d2f-4ae5366d13d1","14155"
"2010-08-23","255901107","9",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.509424","2020-11-13 14:16:21.509256","58e4ccda-5c4a-4947-8a61-a181dc6b9b93","14158"
"2010-08-23","255901107","776",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.519687","2020-11-13 14:16:21.519374","814a6448-1cf0-43e7-bc8b-f27ee58ecb84","14159"
"2010-08-23","255901107","825",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.535082","2020-11-13 14:16:21.534906","175918ac-0ad5-4e0d-b772-2c9fa7467189","14164"
"2010-08-23","255901107","921",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.548773","2020-11-13 14:16:21.548597","2c4c9482-cc0f-4492-a78b-ce4987050dc8","14168"
"2010-08-23","255901107","537",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.561499","2020-11-13 14:16:21.561293","0511e3d2-2b77-4e22-84e9-1359a1e0be12","14171"
"2010-08-23","255901107","284",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.575762","2020-11-13 14:16:21.575626","abd0fdb8-7cc3-475e-924e-e74b7a231fcf","14175"
"2010-08-23","255901107","665",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.589484","2020-11-13 14:16:21.589216","5cb8e772-27e6-4113-9ecb-9aa53a536558","14179"
"2010-08-23","255901107","950",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.592578","2020-11-13 14:16:21.592473","1bfadf0c-7c25-4903-87eb-2a5406943dbc","14182"
"2010-08-23","255901107","594",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.604101","2020-11-13 14:16:21.603934","e266b3a6-781e-498e-bbae-912f3bd44348","14184"
"2010-08-23","255901107","771",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.616040","2020-11-13 14:16:21.615872","ba1e9ef3-0711-4d4f-b129-34b75b40841b","14187"
"2010-08-23","255901107","24",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.629009","2020-11-13 14:16:21.628721","51f6a84c-0721-4f9a-95c5-e3962d0478c0","14191"
"2010-08-23","255901107","25",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.642704","2020-11-13 14:16:21.642534","d8e2b331-2dd1-4ba9-aae4-cb7d7a6d80da","14195"
"2010-08-23","255901107","810",,"958",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.656981","2020-11-13 14:16:21.656825","57d311c2-82ea-4ae7-8d5d-db5e40493f31","14200"
"2010-08-23","255901107","840",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.669144","2020-11-13 14:16:21.668861","31a838d4-444e-4d2a-9f94-c9aa52340f6c","14203"
"2010-08-23","255901107","883",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.681989","2020-11-13 14:16:21.681677","a2a5b0b8-237c-4f9e-9033-c58cd3146c10","14207"
"2010-08-23","255901107","150",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.686194","2020-11-13 14:16:21.685944","b31173b5-3d54-469f-9a9f-96270f9dd069","14210"
"2010-08-23","255901107","816",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.695317","2020-11-13 14:16:21.695103","ead094e8-4536-4e1f-803c-d129d129f6ed","14211"
"2010-08-23","255901107","716",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.699259","2020-11-13 14:16:21.699081","4b71048d-3ed3-4a68-b2ce-78347e7addd8","14214"
"2010-08-23","255901107","160",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.713115","2020-11-13 14:16:21.712979","59549504-7224-4269-b68d-9f7fc2a06440","14217"
"2010-08-23","255901107","779",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.723357","2020-11-13 14:16:21.723260","6a153f86-d55d-45ba-8b3f-6857c6729920","14220"
"2010-08-23","255901107","509",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.726844","2020-11-13 14:16:21.726741","15000577-26b0-4310-893b-73cce99afbe5","14222"
"2010-08-23","255901107","11",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.736850","2020-11-13 14:16:21.736751","d6e951a0-62a5-458f-8773-9a13a49803e7","14225"
"2010-08-23","255901107","942",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.748572","2020-11-13 14:16:21.748372","101031eb-53e2-49ca-a01f-db4ae1d3f97d","14227"
"2010-08-23","255901107","255",,"958",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.752466","2020-11-13 14:16:21.752377","cea08f30-9a1e-4060-815e-0a75b55e1bff","14230"
"2010-08-23","255901107","933",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.763821","2020-11-13 14:16:21.763722","7d8e27e3-1ea0-49e1-92e1-e613b6c81737","14233"
"2010-08-23","255901107","161",,"958",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.774182","2020-11-13 14:16:21.774067","1e4aa743-9143-4aca-8ddc-eb1b05768bbb","14235"
"2010-08-23","255901107","548",,"958",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.777183","2020-11-13 14:16:21.777086","fae65f3c-1ec3-49ba-8d4a-440b8af2afc9","14238"
"2010-08-23","255901107","258",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.786268","2020-11-13 14:16:21.786130","be42da43-ce71-4a24-b313-c95975ac56e2","14239"
"2010-08-23","255901107","274",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.798341","2020-11-13 14:16:21.798223","9246bad5-02e9-479d-b33b-2cf9482a5119","14243"
"2010-08-23","255901107","501",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.801481","2020-11-13 14:16:21.801392","0a848b0f-d439-49f9-a4e4-fbd38966003e","14246"
"2010-08-23","255901107","287",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.809853","2020-11-13 14:16:21.809629","6df6f960-c099-49c8-bf5b-df6a1ade1a34","14247"
"2010-08-23","255901044","741",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.812486","2020-11-13 14:16:21.812407","bdb176ca-4d22-467c-bcb0-ba1113638f56","14250"
"2010-08-23","255901044","219",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.821239","2020-11-13 14:16:21.821122","5c6dd712-c347-4e44-a2d8-9926089b8ea6","14251"
"2010-08-23","255901044","940",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.824074","2020-11-13 14:16:21.823905","f2d383ae-bec8-4b1c-aa53-a89b3d63ae1a","14252"
"2010-08-23","255901044","525",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.832576","2020-11-13 14:16:21.832465","fbe5cb6f-0dac-4d3f-a25b-d0a63d029240","14255"
"2010-08-23","255901044","849",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.835471","2020-11-13 14:16:21.835324","d40e0f7c-3d58-4729-b47c-cad27435fb5a","14256"
"2010-08-23","255901044","799",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.843630","2020-11-13 14:16:21.843494","ed13c128-ebe8-4ae0-a14b-b8458cd88f11","14259"
"2010-08-23","255901044","769",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.850591","2020-11-13 14:16:21.850498","68c39dc0-6635-44a9-bf77-7783a369216b","14261"
"2010-08-23","255901044","763",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.859974","2020-11-13 14:16:21.859873","105ade0f-9fac-4b95-912f-387b8ca47dd9","14264"
"2010-08-23","255901044","256",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.862647","2020-11-13 14:16:21.862459","3a6b3270-b7d3-4ea1-9387-ba7c88bf109c","14265"
"2010-08-23","255901044","377",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.871247","2020-11-13 14:16:21.871152","ccb9eae1-f541-430b-ad6b-f250c4d103ea","14268"
"2010-08-23","255901044","629",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.873940","2020-11-13 14:16:21.873754","b5ad941d-2089-4c87-aaeb-0f24f3704974","14269"
"2010-08-23","255901044","378",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.882657","2020-11-13 14:16:21.882557","639ed9ff-a20d-4a1c-993b-ea942f56a038","14272"
"2010-08-23","255901044","796",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.886105","2020-11-13 14:16:21.885972","ab0b7100-fa56-4fad-955d-533272c03afe","14274"
"2010-08-23","255901044","448",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.894535","2020-11-13 14:16:21.894429","b39aac47-2b98-4e86-b1bd-e0c4517aa048","14276"
"2010-08-23","255901044","534",,"954",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.897208","2020-11-13 14:16:21.896898","b3161969-86a2-4be0-8ec7-3d815f1b5372","14278"
"2010-08-23","255901107","86",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.630983","2020-11-13 14:16:21.630860","241080c9-c479-4baf-93b8-29a194703ad6","14192"
"2010-08-23","255901107","91",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.644519","2020-11-13 14:16:21.644425","2d597dd2-bc73-4ddb-bef3-98853f82198b","14197"
"2010-08-23","255901107","125",,"958",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.656358","2020-11-13 14:16:21.656209","18202971-e191-46ba-891e-897583f61ebf","14199"
"2010-08-23","255901107","469",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.671454","2020-11-13 14:16:21.671330","493b27b4-28a9-43e2-8574-e1140a37cbc0","14206"
"2010-08-23","255901107","566",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.684365","2020-11-13 14:16:21.684183","a445d05e-e9ef-489f-b3c7-7483b87f0fb0","14208"
