localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,staffusi,classroompositiondescriptorid,begindate,enddate,highlyqualifiedteacher,teacherstudentdatalinkexclusion,percentagecontribution,discriminator,createdate,lastmodifieddate,id,changeversion
"SS-06","255901044","2011","25590104405Trad112SS0622011","2010-2011 Spring Semester","47","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.583920","2020-11-13 14:16:15.583423","611e8b3e-2bd9-4090-9151-7721e7e4d481","13114"
"SS-07","255901044","2011","25590104407Trad112SS0722011","2010-2011 Spring Semester","47","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.593853","2020-11-13 14:16:15.593788","49debf65-68c4-49c0-9f5b-c35b594c117c","13118"
"SS-08","255901044","2011","25590104407Trad113SS0712011","2010-2011 Fall Semester","46","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.604374","2020-11-13 14:16:15.604221","fff3be55-b6a6-49cc-bfe1-7dba09f6f075","13122"
"SS-07","255901044","2011","25590104407Trad113SS0712011","2010-2011 Fall Semester","46","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.049404","2020-11-13 14:16:16.049351","6452fdd3-e190-4686-b8e5-270de1cb8d6a","13128"
"BAND-08","255901044","2011","25590104401Trad310BAND0812011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.058326","2020-11-13 14:16:16.058234","f6d7a044-9c36-4dfc-9fb1-1fc70058001d","13130"
"BAND-07","255901044","2011","25590104403Trad310BAND0712011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.069876","2020-11-13 14:16:16.069798","01d11b46-a7c2-4fe4-89ee-a8cc38a1b363","13135"
"BAND-08","255901044","2011","25590104406Trad310BAND0812011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.081004","2020-11-13 14:16:16.080913","012cec0a-5442-4c3d-bb37-a20929af5ec2","13139"
"HLTH-07","255901044","2011","25590104402Trad114HLTH0722011","2010-2011 Spring Semester","50","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.091941","2020-11-13 14:16:16.091852","84f738c3-dac6-4b69-a88b-1b84ad113732","13143"
"HLTH-08","255901044","2011","25590104405Trad115HLTH0812011","2010-2011 Fall Semester","50","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.104810","2020-11-13 14:16:16.104730","5b1e8b34-69da-4062-8253-7a7b1020a450","13146"
"HLTH-07","255901044","2011","25590104407Trad115HLTH0712011","2010-2011 Fall Semester","50","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.114978","2020-11-13 14:16:16.114874","358ebe25-b78e-431d-b1da-9a20252acce1","13150"
"ENG-1","255901001","2011","25590100103Trad120ENG122011","2010-2011 Spring Semester","56","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.195781","2020-11-13 14:16:16.195708","d2a534d7-0b95-4b27-89eb-01979335be40","13181"
"ENG-2","255901001","2011","25590100105Trad120ENG222011","2010-2011 Spring Semester","56","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.205822","2020-11-13 14:16:16.205739","3033f0a6-869b-411b-8417-78a08c11fd78","13185"
"ENG-3","255901001","2011","25590100101Trad121ENG322011","2010-2011 Spring Semester","53","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.215724","2020-11-13 14:16:16.215662","d59166a8-b850-4545-8ff7-9bb7bc66c401","13189"
"ENG-3","255901001","2011","25590100103Trad121ENG322011","2010-2011 Spring Semester","53","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.225066","2020-11-13 14:16:16.224939","b4899a48-37f9-4868-91ac-a4fb8f88c7d1","13193"
"ENG-4","255901001","2011","25590100105Trad121ENG422011","2010-2011 Spring Semester","53","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.236058","2020-11-13 14:16:16.235866","d9acc3bb-564e-4b94-8d84-28a6aaf3608f","13197"
"ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","55","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.247031","2020-11-13 14:16:16.246918","6d1a2020-f0b1-435a-96eb-90b2b0670e0f","13200"
"ALG-1","255901001","2011","25590100104Trad220ALG122011","2010-2011 Spring Semester","55","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.257860","2020-11-13 14:16:16.257784","17aa4aed-c10a-42f0-9db2-855e47f931f6","13205"
"ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","55","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.267259","2020-11-13 14:16:16.267162","89e2cafa-f134-4c4f-ada9-0d3e66d62190","13208"
"GEOM","255901001","2011","25590100103Trad221GEOM12011","2010-2011 Fall Semester","58","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.279108","2020-11-13 14:16:16.279045","116e6fbd-b9c5-420c-babd-b9769dad167a","13214"
"GEOM","255901001","2011","25590100104Trad221GEOM22011","2010-2011 Spring Semester","58","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.289036","2020-11-13 14:16:16.288912","4981b6aa-9768-48d9-bd42-0cd4fa4cc563","13218"
"PRE-CALC","255901001","2011","25590100105Trad221PRECALC22011","2010-2011 Spring Semester","58","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.298269","2020-11-13 14:16:16.298162","2ad77196-d7f3-4100-a534-d5bc55b16f1c","13219"
"ENVIRSYS","255901001","2011","25590100106Trad222ENVIRSYS1201","2010-2011 Fall Semester","57","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.332022","2020-11-13 14:16:16.331886","182a5c9e-0030-4ae5-82d0-46067cbfd74e","13232"
"PHYSICS","255901001","2011","25590100101Trad223PHYSICS12011","2010-2011 Fall Semester","60","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.342857","2020-11-13 14:16:16.342768","09739c27-a332-43aa-b534-6b0f0d283968","13236"
"CHEM","255901001","2011","25590100104Trad223CHEM22011","2010-2011 Spring Semester","60","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.353437","2020-11-13 14:16:16.353382","16fc86be-305f-4a25-ab92-0e327d7a4e96","13241"
"ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","33","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.780520","2020-11-13 14:16:14.780452","d66a0a7a-38df-4a0c-ad37-8e896dc7b84f","12974"
"ART-02","255901107","2011","25590110704Trad505ART0222011","2010-2011 Spring Semester","33","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.020453","2020-11-13 14:16:15.020375","bcbb85c8-eac6-47c5-a9fc-5b985ab4992c","12977"
"ART-03","255901107","2011","25590110706Trad505ART0322011","2010-2011 Spring Semester","33","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.030447","2020-11-13 14:16:15.030364","c41275d1-786d-4d54-8d6c-a93218b7a50c","12980"
"ART-05","255901107","2011","25590110701Trad505ART0512011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.042027","2020-11-13 14:16:15.041969","e5383e6b-d648-4d6a-816f-b8508ffba3e3","12986"
"ART-05","255901107","2011","25590110704Trad506ART0512011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.060524","2020-11-13 14:16:15.060463","69867367-322a-4904-b575-2c63adbef596","12994"
"ART-05","255901107","2011","25590110705Trad506ART0522011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.067170","2020-11-13 14:16:15.067116","5825067d-c7ca-4cdd-87c5-8ffd4f0cade8","12996"
"MUS-01","255901107","2011","25590110703Trad501MUS0112011","2010-2011 Fall Semester","36","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.077316","2020-11-13 14:16:15.077205","1a845d9d-f0c9-4baf-8d79-2aaa543227e4","13000"
"MUS-01","255901107","2011","25590110705Trad501MUS0112011","2010-2011 Fall Semester","36","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.086450","2020-11-13 14:16:15.086339","6f00fa95-ba92-49e1-b479-8092bfd769d1","13004"
"MUS-02","255901107","2011","25590110707Trad501MUS0212011","2010-2011 Fall Semester","36","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.095834","2020-11-13 14:16:15.095773","7956b9eb-5d64-4313-993e-47ff73d2b110","13008"
"MUS-02","255901107","2011","25590110702Trad501MUS0222011","2010-2011 Spring Semester","40","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.105002","2020-11-13 14:16:15.104889","0ef85dd5-dfe3-4b1a-8112-a8bc1426d887","13011"
"MUS-02","255901107","2011","25590110704Trad502MUS0222011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.124820","2020-11-13 14:16:15.124740","294673be-7e77-4e65-a0db-b3db267e0688","13019"
"MUS-02","255901107","2011","25590110705Trad502MUS0222011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.128691","2020-11-13 14:16:15.128633","5081562f-7f75-4e7f-9a89-613dc49c966d","13021"
"MUS-05","255901107","2011","25590110701Trad503MUS0522011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.133344","2020-11-13 14:16:15.133250","36e7c93b-fc40-448c-b1ad-361c8b42b905","13023"
"MUS-05","255901107","2011","25590110702Trad503MUS0522011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.137449","2020-11-13 14:16:15.137297","1c4aaea6-2952-412d-9c81-a95e6374f986","13025"
"MUS-05","255901107","2011","25590110704Trad503MUS0522011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.145624","2020-11-13 14:16:15.145572","9e1f8c35-c033-43d8-a7a1-8dca521dc7ad","13029"
"PE-04","255901107","2011","25590110704TradGYMEPE0412011","2010-2011 Fall Semester","37","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.170071","2020-11-13 14:16:15.170028","2726877a-308e-40fc-886e-f6d9bac9c49a","13038"
"PE-04","255901107","2011","25590110704TradGYMWPE0412011","2010-2011 Fall Semester","42","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.188616","2020-11-13 14:16:15.188567","1eed7cb6-b8ae-4c6f-84e5-b7d99b57b36e","13048"
"PE-02","255901107","2011","25590110706TradGYMWPE0212011","2010-2011 Fall Semester","42","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.197592","2020-11-13 14:16:15.197543","d9c21b92-ae2b-4183-9e78-ac155cdb36b2","13052"
"PE-01","255901107","2011","25590110707TradGYMWPE0112011","2010-2011 Fall Semester","42","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.204433","2020-11-13 14:16:15.204345","c002a1bc-a428-4ad5-94ed-6e13907f9df7","13054"
"ELA-06","255901044","2011","25590104402Trad110ELA0612011","2010-2011 Fall Semester","39","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.212937","2020-11-13 14:16:15.212875","e9aec2fe-5e14-4259-a301-4cb4b7ae869c","13058"
"ELA-06","255901044","2011","25590104403Trad110ELA0622011","2010-2011 Spring Semester","39","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.221673","2020-11-13 14:16:15.221505","982bac6e-4635-4af0-ac78-84aeade63337","13061"
"ELA-07","255901044","2011","25590104404Trad111ELA0722011","2010-2011 Spring Semester","43","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.231610","2020-11-13 14:16:15.231563","7f47902c-f0f0-4fa9-a88e-89d330bb4ec5","13066"
"ELA-08","255901044","2011","25590104406Trad111ELA0812011","2010-2011 Fall Semester","43","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.239572","2020-11-13 14:16:15.239513","0d4139a8-9695-4e72-b78f-5996fba3c3d7","13070"
"MATH-07","255901044","2011","25590104405Trad210MATH0712011","2010-2011 Fall Semester","41","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.260456","2020-11-13 14:16:15.260246","523f6a8a-032a-43bf-a84b-07a7cc7ed34f","13080"
"MATH-08","255901044","2011","25590104406Trad211MATH0812011","2010-2011 Fall Semester","41","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.265227","2020-11-13 14:16:15.265124","32c3f149-fd57-452f-82f6-72e5d1bf41d9","13082"
"SCI-06","255901044","2011","25590104403Trad212SCI0622011","2010-2011 Spring Semester","49","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.292136","2020-11-13 14:16:15.292069","ba1f2d2a-1bfd-405a-bbe9-f361a978a3d8","13093"
"SCI-07","255901044","2011","25590104406Trad212SCI0722011","2010-2011 Spring Semester","49","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.537711","2020-11-13 14:16:15.537593","cea4b471-9e48-4aa3-9ca1-4b06d7199b6f","13096"
"SCI-08","255901044","2011","25590104401Trad213SCI0822011","2010-2011 Spring Semester","45","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.548373","2020-11-13 14:16:15.548265","12873efa-b00a-4e56-947a-033538789401","13101"
"SCI-07","255901044","2011","25590104405Trad213SCI0712011","2010-2011 Fall Semester","45","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.559002","2020-11-13 14:16:15.558893","9fa178ff-68d0-4368-9e27-2a8120133744","13105"
"SCI-08","255901044","2011","25590104407Trad213SCI0812011","2010-2011 Fall Semester","45","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.568339","2020-11-13 14:16:15.568221","15cd2df5-0578-42d6-ae4a-7595e5f6b862","13108"
"SS-06","255901044","2011","25590104404Trad112SS0622011","2010-2011 Spring Semester","47","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.570906","2020-11-13 14:16:15.570839","6d415927-7a53-4606-a114-615e1db02166","13111"
"SS-06","255901044","2011","25590104406Trad112SS0612011","2010-2011 Fall Semester","47","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.583483","2020-11-13 14:16:15.583394","ed2c5a0b-b15d-4993-8e13-6c713e7ddbee","13112"
"SS-08","255901044","2011","25590104407Trad112SS0712011","2010-2011 Fall Semester","46","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.593814","2020-11-13 14:16:15.593727","f3e19e66-7373-4cc7-9a94-43942bb97777","13117"
"SS-08","255901044","2011","25590104406Trad113SS0712011","2010-2011 Fall Semester","46","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.603144","2020-11-13 14:16:15.603033","d657907b-a843-4d36-81eb-2567c216d961","13120"
"SS-07","255901044","2011","25590104406Trad113SS0712011","2010-2011 Fall Semester","46","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.612545","2020-11-13 14:16:15.612466","5e833b6b-e412-4dc4-8eff-10eebf69c0fe","13124"
"SS-07","255901044","2011","25590104406Trad113SS0722011","2010-2011 Spring Semester","46","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.047211","2020-11-13 14:16:16.047024","2bb6fbe7-15a6-4a50-b525-465b48fc5cac","13125"
"MUS-06","255901044","2011","25590104401Trad310MUS0612011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.059841","2020-11-13 14:16:16.059784","2ad9e61c-2075-4029-8c3c-f3d7af35bb20","13132"
"BAND-08","255901044","2011","25590104402Trad310BAND0822011","2010-2011 Spring Semester","48","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.071028","2020-11-13 14:16:16.070969","d520cd5a-bf2d-4b88-a332-12938cd9b6d5","13136"
"BAND-07","255901044","2011","25590104403Trad310BAND0722011","2010-2011 Spring Semester","48","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.079846","2020-11-13 14:16:16.079712","182c78e1-ada0-407e-8e22-3539e7da3d71","13137"
"HLTH-07","255901044","2011","25590104402Trad114HLTH0712011","2010-2011 Fall Semester","50","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.091300","2020-11-13 14:16:16.091164","e8d17cea-9946-47c9-9d3b-5e8167cf7e45","13142"
"PE-06","255901044","2011","25590104401TradGYMNPE0612011","2010-2011 Fall Semester","52","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.134678","2020-11-13 14:16:16.134588","81060909-7c6c-4111-b3e1-cec6b38a7ac6","13158"
"PE-07","255901044","2011","25590104401TradGYMSPE0712011","2010-2011 Fall Semester","54","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.155087","2020-11-13 14:16:16.155008","553dcb6a-0664-4f4d-a3b1-86771e0f5a79","13166"
"PE-08","255901044","2011","25590104403TradGYMNPE0712011","2010-2011 Fall Semester","54","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.165858","2020-11-13 14:16:16.165782","727f8de1-ac68-4b5a-8a27-3f324f70e4e6","13170"
"PE-08","255901044","2011","25590104402TradGYMSPE0722011","2010-2011 Spring Semester","54","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.182058","2020-11-13 14:16:16.181888","e3e30e76-7670-4851-8421-d3d435f203c8","13175"
"ENG-1","255901001","2011","25590100101Trad120ENG122011","2010-2011 Spring Semester","56","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.185677","2020-11-13 14:16:16.185609","256bdb6c-2b17-48ef-aef9-d24f8a51dc26","13177"
"ENG-4","255901001","2011","25590100106Trad121ENG412011","2010-2011 Fall Semester","53","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.237174","2020-11-13 14:16:16.237101","1bbb6dc0-a385-4d2a-8dba-38180cae56f2","13198"
"ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","55","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.247680","2020-11-13 14:16:16.247491","27ca8666-f575-4b96-879a-5e5d823fe84e","13202"
"MATH-06","255901044","2011","25590104402Trad210MATH0622011","2010-2011 Spring Semester","41","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.250757","2020-11-13 14:16:15.250692","f7b4d62b-332e-4ba6-b0f2-b44eb0ee4375","13076"
"MATH-06","255901044","2011","25590104404Trad210MATH0612011","2010-2011 Fall Semester","41","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.256103","2020-11-13 14:16:15.256027","6c530c6e-57aa-4df6-ac91-68283a57b369","13078"
"MATH-08","255901044","2011","25590104402Trad211MATH0812011","2010-2011 Fall Semester","44","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.268824","2020-11-13 14:16:15.268772","be089bce-fa81-4a74-b21b-0b17d7f84899","13084"
"MATH-07","255901044","2011","25590104404Trad211MATH0712011","2010-2011 Fall Semester","44","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.274115","2020-11-13 14:16:15.274013","43096fc1-19cc-4941-b48f-ec1254e8f2ae","13086"
"MATH-07","255901044","2011","25590104405Trad211MATH0712011","2010-2011 Fall Semester","44","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.278280","2020-11-13 14:16:15.278232","de36f9f8-401f-48f9-a504-75b5c8b40435","13088"
"MATH-08","255901044","2011","25590104407Trad211MATH0812011","2010-2011 Fall Semester","44","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.284483","2020-11-13 14:16:15.284398","845f105f-62e4-48b3-baad-fcb674696fc8","13090"
"SCI-06","255901044","2011","25590104403Trad212SCI0612011","2010-2011 Fall Semester","49","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.287728","2020-11-13 14:16:15.287671","951acc64-b075-4af1-9f5d-b887b3ab6014","13092"
"SCI-07","255901044","2011","25590104406Trad212SCI0712011","2010-2011 Fall Semester","49","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.539529","2020-11-13 14:16:15.539454","8bdff4fe-0dad-4f7a-a97d-17be15ea983f","13099"
"SCI-08","255901044","2011","25590104402Trad213SCI0822011","2010-2011 Spring Semester","45","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.550372","2020-11-13 14:16:15.550325","8092754a-8874-4246-aeea-d1e7f78caa3b","13103"
"SCI-07","255901044","2011","25590104405Trad213SCI0722011","2010-2011 Spring Semester","45","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.558653","2020-11-13 14:16:15.558573","3a8efe7a-12b9-4477-b6f3-a9cdf41b51bf","13104"
"SCI-08","255901044","2011","25590104407Trad213SCI0822011","2010-2011 Spring Semester","45","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.569288","2020-11-13 14:16:15.569207","baadb5a4-581f-454a-9078-b2fb15c7faf6","13109"
"SS-06","255901044","2011","25590104405Trad112SS0612011","2010-2011 Fall Semester","47","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.583533","2020-11-13 14:16:15.583394","394f573d-f26d-4a3d-9fd3-c405757827d6","13113"
"SS-07","255901044","2011","25590104407Trad112SS0712011","2010-2011 Fall Semester","47","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.593597","2020-11-13 14:16:15.593482","bac3b4cd-6ccd-4a8a-8c49-e5ed7babf1c3","13116"
"SS-08","255901044","2011","25590104406Trad113SS0722011","2010-2011 Spring Semester","46","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.603857","2020-11-13 14:16:15.603772","a9d2d8c5-4390-4e07-9fa3-8dfe7c4ae232","13121"
"BAND-07","255901044","2011","25590104401Trad310BAND0712011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.048858","2020-11-13 14:16:16.048771","d6df6dca-3215-4178-9ede-b068a1087a0e","13127"
"BAND-07","255901044","2011","25590104401Trad310BAND0722011","2010-2011 Spring Semester","48","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.057903","2020-11-13 14:16:16.057779","9fff7143-c8a5-4fff-bedb-cb4cee7eac2c","13129"
"BAND-08","255901044","2011","25590104402Trad310BAND0812011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.069399","2020-11-13 14:16:16.069304","25d493eb-9980-40fd-b0e6-98bf018a839a","13134"
"MUS-06","255901044","2011","25590104407Trad310MUS0612011","2010-2011 Fall Semester","48","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.082363","2020-11-13 14:16:16.082296","ff989383-938a-41bb-b6cf-b9bf42d3d296","13140"
"HLTH-08","255901044","2011","25590104404Trad115HLTH0812011","2010-2011 Fall Semester","50","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.092948","2020-11-13 14:16:16.092881","0f03db96-6dff-483e-94b2-85824cfe8cea","13144"
"HLTH-08","255901044","2011","25590104405Trad115HLTH0822011","2010-2011 Spring Semester","50","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.105790","2020-11-13 14:16:16.105727","467d62dc-cc1f-4dfc-b381-ab006ede71fd","13147"
"HLTH-07","255901044","2011","25590104407Trad115HLTH0722011","2010-2011 Spring Semester","50","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.115784","2020-11-13 14:16:16.115723","d91b3523-45b9-410a-ab55-89c5b8db1a3d","13151"
"ART-06","255901044","2011","25590104405Trad114ART0622011","2010-2011 Spring Semester","51","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.123255","2020-11-13 14:16:16.123134","d88f7fca-8ae2-4ef2-ab5e-cab86a1ae7ff","13153"
"ART-06","255901044","2011","25590104407Trad114ART0612011","2010-2011 Fall Semester","51","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.129746","2020-11-13 14:16:16.129668","5c323342-3d42-44ae-af44-8baa654df7e3","13156"
"ART-06","255901044","2011","25590104407Trad114ART0622011","2010-2011 Spring Semester","51","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.133425","2020-11-13 14:16:16.133336","da39bf11-3089-4240-8675-f9f204e9cf6a","13157"
"PE-06","255901044","2011","25590104401TradGYMNPE0622011","2010-2011 Spring Semester","52","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.139113","2020-11-13 14:16:16.139018","82fbe066-ce85-4169-8228-83c3f1bf0df4","13159"
"PE-07","255901044","2011","25590104403TradGYMNPE0712011","2010-2011 Fall Semester","52","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.145052","2020-11-13 14:16:16.144969","56d2729f-f8d0-456b-9355-9199e58d66b3","13162"
"PE-07","255901044","2011","25590104403TradGYMNPE0722011","2010-2011 Spring Semester","52","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.149239","2020-11-13 14:16:16.149165","38f81590-e4bd-475c-8774-84a144b2a2c9","13163"
"PE-07","255901044","2011","25590104401TradGYMSPE0722011","2010-2011 Spring Semester","54","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:16.159673","2020-11-13 14:16:16.159361","df7b87bd-a5ab-4069-8628-e5cf536935f4","13167"
"PE-08","255901044","2011","25590104401TradGYMSPE0712011","2010-2011 Fall Semester","54","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.170905","2020-11-13 14:16:16.170816","cdc2096b-2119-44c4-8d5a-fffd5eac3751","13172"
"PE-08","255901044","2011","25590104402TradGYMSPE0712011","2010-2011 Fall Semester","54","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.175732","2020-11-13 14:16:16.175599","93804243-600c-476a-afdd-175922cac6a7","13174"
"ENG-1","255901001","2011","25590100101Trad120ENG112011","2010-2011 Fall Semester","56","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.182505","2020-11-13 14:16:16.182438","1bb38212-930c-4854-9d34-dac82fa3412d","13176"
"ENG-1","255901001","2011","25590100103Trad120ENG112011","2010-2011 Fall Semester","56","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.193845","2020-11-13 14:16:16.193746","bd04e26d-c6f3-45fa-bdd3-e4f1cf2c44af","13180"
"ENG-2","255901001","2011","25590100105Trad120ENG212011","2010-2011 Fall Semester","56","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.203980","2020-11-13 14:16:16.203908","70e00f33-7c91-44e3-83fa-41b721f9b29f","13184"
"ENG-3","255901001","2011","25590100101Trad121ENG312011","2010-2011 Fall Semester","53","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:16.214148","2020-11-13 14:16:16.214093","59b79702-6148-4c1e-a47f-cd4bea9e5e68","13188"
