localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,sequenceofcourse,educationalenvironmentdescriptorid,mediumofinstructiondescriptorid,populationserveddescriptorid,availablecredits,availablecredittypedescriptorid,availablecreditconversion,instructionlanguagedescriptorid,locationschoolid,locationclassroomidentificationcode,officialattendanceperiod,sectionname,discriminator,createdate,lastmodifieddate,id,changeversion
"SPAN-1","255901001","2011","25590100104Trad324SPAN122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.607830","2020-11-13 14:16:11.607579","0ad354e8-c027-43ac-967d-5882ad2a801e","12388"
"TAMULTIM","255901001","2011","25590100104Trad323TAMULTIM2201","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.624831","2020-11-13 14:16:11.623659","9a73132b-7508-4f48-8fd8-0a9c3fe2b2e6","12392"
"TAMULTIM","255901001","2011","25590100105Trad323TAMULTIM2201","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.639713","2020-11-13 14:16:11.639433","60a3e0c5-b26b-4d8b-b11e-4daf2f1d77be","12393"
"WGEO","255901001","2011","25590100106Trad122WGEO22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","122",,,"NULL","2020-11-13 14:16:11.660116","2020-11-13 14:16:11.659973","82fa58f8-c87c-4542-a9ac-03d2e3145b87","12399"
"ART-06","255901044","2011","25590104407Trad114ART0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:11.675066","2020-11-13 14:16:11.674806","50a02b96-12f4-4a98-827d-125bad2df8c9","12401"
"BAND-08","255901044","2011","25590104406Trad310BAND0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.704939","2020-11-13 14:16:11.704754","42c1627d-8220-4a34-94df-ee6c88c0926f","12407"
"ELA-06","255901044","2011","25590104403Trad110ELA0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","110","true",,"NULL","2020-11-13 14:16:11.725014","2020-11-13 14:16:11.724579","5bb9dfd5-5703-4f3b-9365-af4c0b199d11","12411"
"ELA-07","255901044","2011","25590104404Trad111ELA0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.746616","2020-11-13 14:16:11.742156","7f5e453a-b267-4c17-8724-e7d8e3a96161","12414"
"HLTH-07","255901044","2011","25590104402Trad114HLTH0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:11.763683","2020-11-13 14:16:11.761836","4fd3d430-0d5c-41ac-9825-8e6b53c04bc1","12417"
"HLTH-08","255901044","2011","25590104404Trad115HLTH0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","115","true",,"NULL","2020-11-13 14:16:11.767840","2020-11-13 14:16:11.767687","ee036b8d-caa9-433e-8d00-edf6e32780ae","12419"
"MATH-06","255901044","2011","25590104402Trad210MATH0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:11.812450","2020-11-13 14:16:11.812288","26c02bb9-cd64-431a-b55b-c1f33726d0a4","12422"
"MATH-07","255901044","2011","25590104404Trad211MATH0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:11.824316","2020-11-13 14:16:11.824137","0f640c81-7acd-43d0-84bb-e0f035aa1570","12425"
"MATH-08","255901044","2011","25590104406Trad211MATH0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:11.844179","2020-11-13 14:16:11.843961","b28401f7-50c9-49de-b206-d8b20207827f","12429"
"MUS-06","255901044","2011","25590104401Trad310MUS0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.855161","2020-11-13 14:16:11.854868","b6f06720-cf03-47a5-8187-bce766e06577","12431"
"PE-06","255901044","2011","25590104402TradGYMNPE0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:11.860060","2020-11-13 14:16:11.859842","12db8e81-bae5-47a1-9fb3-37ca0d8333f1","12434"
"SCI-06","255901044","2011","25590104403Trad212SCI0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:11.890290","2020-11-13 14:16:11.890127","9aeff3f1-a439-45de-8458-5b560b2bfb90","12442"
"SCI-07","255901044","2011","25590104405Trad213SCI0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:11.897255","2020-11-13 14:16:11.897104","38910a12-a391-42ca-8e9d-c6aac42dd9d6","12445"
"SCI-07","255901044","2011","25590104406Trad212SCI0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:11.903577","2020-11-13 14:16:11.903412","98808753-2482-451a-a9d7-b0b88323a379","12446"
"SCI-08","255901044","2011","25590104402Trad213SCI0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:11.910409","2020-11-13 14:16:11.910241","1bbd5ddb-60b2-4a31-8dea-77f663b29605","12449"
"SS-06","255901044","2011","25590104405Trad112SS0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:11.919856","2020-11-13 14:16:11.919684","877e16a8-c82b-4edb-9190-ea199d3a2e13","12452"
"SS-07","255901044","2011","25590104407Trad112SS0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:11.931443","2020-11-13 14:16:11.931255","eb5443a4-4aff-492e-b0a3-fb7ac65e01ed","12455"
"MUS-06","255901044","2011","25590104407Trad310MUS0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.858433","2020-11-13 14:16:11.858221","356dfc97-5e3e-44ee-8251-9b6d3196c084","12432"
"PE-06","255901044","2011","25590104406TradGYMNPE0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:11.868942","2020-11-13 14:16:11.868725","e20319cb-9429-4902-bd28-17661d44c3fc","12435"
"PE-07","255901044","2011","25590104403TradGYMNPE0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:11.876676","2020-11-13 14:16:11.876383","f3e71b48-723b-4033-a911-9d995b3f7769","12438"
"PE-08","255901044","2011","25590104403TradGYMNPE0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:11.881786","2020-11-13 14:16:11.881485","bd6789c5-fa78-4c32-b444-88660ca851fa","12439"
"SCI-06","255901044","2011","25590104404Trad212SCI0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:11.894265","2020-11-13 14:16:11.894067","7f0e6cdf-d1c2-4cbe-ad75-b7f3ad95869a","12443"
"SCI-07","255901044","2011","25590104406Trad213SCI0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:11.906867","2020-11-13 14:16:11.906687","9da46f74-44ce-45dc-a88d-f4c78731866b","12447"
"SCI-08","255901044","2011","25590104407Trad213SCI0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:11.917606","2020-11-13 14:16:11.917316","8efa4678-893f-4eeb-b538-79c19e734f41","12450"
"SS-06","255901044","2011","25590104406Trad112SS0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:11.922966","2020-11-13 14:16:11.922809","07909acd-f96c-46ea-a7b9-026c5fa15ab4","12453"
"SS-07","255901044","2011","25590104406Trad113SS0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:11.930405","2020-11-13 14:16:11.930131","20d1552f-781c-4d79-b220-ebedc0606213","12454"
"SS-08","255901044","2011","25590104407Trad112SS0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:11.937230","2020-11-13 14:16:11.937090","59b1568c-6778-4a67-b43e-1b67a7614d15","12457"
"ART-06","255901044","2011","25590104406Trad114ART0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:11.949921","2020-11-13 14:16:11.949674","3a689df5-247b-40b3-9991-ea83c77ea523","12461"
"BAND-07","255901044","2011","25590104401Trad310BAND0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.959852","2020-11-13 14:16:11.959685","7304dfaf-3edd-48b1-86f3-88e22a2c5f4c","12463"
"BAND-08","255901044","2011","25590104402Trad310BAND0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.971393","2020-11-13 14:16:11.971205","de8373e4-1257-4d0a-b1fa-bfd61cd48b64","12466"
"ELA-07","255901044","2011","25590104404Trad110ELA0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","110","true",,"NULL","2020-11-13 14:16:11.986159","2020-11-13 14:16:11.985910","1812b6d2-308f-4e92-9b40-d0ccdeaf7a77","12470"
"ELA-08","255901044","2011","25590104405Trad111ELA0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.998771","2020-11-13 14:16:11.998497","7f1ab184-6fae-4315-9fa0-508f9c373ce0","12474"
"HLTH-08","255901044","2011","25590104404Trad115HLTH0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","115","true",,"NULL","2020-11-13 14:16:12.012590","2020-11-13 14:16:12.012364","6a2acd8e-391b-4a55-a6fb-4c472cb984f0","12478"
"MATH-06","255901044","2011","25590104402Trad210MATH0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:12.026055","2020-11-13 14:16:12.025786","628f7b27-1399-469e-acf7-a9ffd1449d17","12482"
"MATH-07","255901044","2011","25590104405Trad210MATH0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:12.038771","2020-11-13 14:16:12.038482","7778bdfe-75b6-4dfb-a788-cd72581de400","12486"
"MATH-08","255901044","2011","25590104407Trad211MATH0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:12.051994","2020-11-13 14:16:12.051659","3a3032cb-f50f-412d-a73b-16fe660214f0","12490"
"PE-06","255901044","2011","25590104406TradGYMNPE0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:12.065963","2020-11-13 14:16:12.065755","f3989367-fa5d-4a7e-a263-6abd02572deb","12494"
"PE-08","255901044","2011","25590104402TradGYMSPE0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:12.084693","2020-11-13 14:16:12.084522","df6c13c0-7a71-42e9-9e5d-256f59658df3","12501"
"SCI-06","255901044","2011","25590104405Trad212SCI0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:12.094571","2020-11-13 14:16:12.094408","21e11a99-e01c-47fd-83db-12f9d51190dc","12504"
"SCI-07","255901044","2011","25590104406Trad212SCI0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:12.107566","2020-11-13 14:16:12.107329","dd636485-68f0-4270-ab71-355795574cbe","12507"
"SCI-08","255901044","2011","25590104407Trad213SCI0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:12.120415","2020-11-13 14:16:12.120171","58a92fef-e0cb-4857-b850-a73544cc32f9","12510"
"SS-07","255901044","2011","25590104406Trad113SS0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:12.133644","2020-11-13 14:16:12.133416","9f3f307b-0dd1-4ae1-a5d0-f52bdd6e4598","12514"
"SS-08","255901044","2011","25590104406Trad113SS0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:12.146355","2020-11-13 14:16:12.146032","fca57b81-3263-4546-9a01-c0a0a6e08755","12518"
"ART-01","255901107","2011","25590110705Trad504ART0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.159509","2020-11-13 14:16:12.159256","a3467035-9a30-4bed-8633-cae3ce90d2d9","12522"
"ART-02","255901107","2011","25590110704Trad505ART0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.164847","2020-11-13 14:16:12.164706","7b83d157-ec38-4f3e-89e8-ec41fdb7a7ab","12525"
"ART-02","255901107","2011","25590110705Trad505ART0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.172792","2020-11-13 14:16:12.172578","993166f3-bfca-4f42-aeec-e152717c6397","12526"
"ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.178703","2020-11-13 14:16:12.178544","cb341ef5-30e1-44a4-9a80-d24f039eca9d","12529"
"ART-03","255901107","2011","25590110706Trad505ART0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.185753","2020-11-13 14:16:12.185544","9ba6bd5b-b36a-454e-ac60-0610ace7a810","12530"
"ART-04","255901107","2011","25590110706Trad506ART0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.198523","2020-11-13 14:16:12.198148","7990b8bc-0aa1-40ed-b83b-000a5be6e316","12534"
"ART-05","255901107","2011","25590110705Trad506ART0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.211827","2020-11-13 14:16:12.211660","11a2bfaa-4057-4b83-9a92-f8ebfad91db5","12538"
"ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","103",,,"NULL","2020-11-13 14:16:12.226167","2020-11-13 14:16:12.226006","c8c21354-bf6d-48bd-9eb6-61bf49f9823b","12542"
"ELA-02","255901107","2011","25590110701Trad108ELA0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","108",,,"NULL","2020-11-13 14:16:12.240087","2020-11-13 14:16:12.239912","f21cf995-b188-4cd9-aa12-d34a099d3a80","12547"
"ELA-03","255901107","2011","25590110701Trad202ELA0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","202",,,"NULL","2020-11-13 14:16:12.249895","2020-11-13 14:16:12.249608","d61be36b-f05c-46b4-9b36-915c8501a485","12549"
"ELA-04","255901107","2011","25590110701Trad206ELA0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","206",,,"NULL","2020-11-13 14:16:12.262248","2020-11-13 14:16:12.262008","44ed267b-74e8-4e1d-9b4d-605c9a931480","12553"
"ELA-05","255901107","2011","25590110704Trad302ELA0522011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","302",,,"NULL","2020-11-13 14:16:12.275928","2020-11-13 14:16:12.275728","c84f6bc7-7a91-41e7-bd2f-eb080bfbf5f1","12558"
"MATH-01","255901107","2011","25590110703Trad101MATH0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","101",,,"NULL","2020-11-13 14:16:12.289512","2020-11-13 14:16:12.289340","bfd2bed9-8ab2-4ded-9854-9adc7a4b11c4","12562"
"MATH-02","255901107","2011","25590110702Trad108MATH0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","108",,,"NULL","2020-11-13 14:16:12.302894","2020-11-13 14:16:12.302700","1904f882-2450-4863-8c58-3ead33bde558","12565"
"MATH-03","255901107","2011","25590110703Trad204MATH0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","204",,,"NULL","2020-11-13 14:16:12.317168","2020-11-13 14:16:12.317041","016d53c8-5a4e-4aee-9a6a-a4bcf0329946","12570"
"MATH-04","255901107","2011","25590110702Trad208MATH0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","208",,,"NULL","2020-11-13 14:16:12.330790","2020-11-13 14:16:12.330595","e181a089-9038-400a-a6d3-a51b466ccde3","12573"
"MATH-05","255901107","2011","25590110705Trad302MATH0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","302",,,"NULL","2020-11-13 14:16:12.345326","2020-11-13 14:16:12.345098","6263e8d2-7347-414f-a7fa-96454efd3361","12577"
"MUS-01","255901107","2011","25590110706Trad501MUS0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:12.358786","2020-11-13 14:16:12.358610","edab6f65-9b76-4c7c-a40f-2bee55993167","12581"
"MUS-02","255901107","2011","25590110705Trad502MUS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","502",,,"NULL","2020-11-13 14:16:12.371985","2020-11-13 14:16:12.371766","3152a591-339a-4570-8296-7d457d20747b","12585"
"PE-07","255901044","2011","25590104401TradGYMSPE0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:11.870515","2020-11-13 14:16:11.870363","5950fd8d-d075-428c-aae4-c5dd1117c707","12436"
"PE-08","255901044","2011","25590104401TradGYMSPE0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:11.883018","2020-11-13 14:16:11.882778","851cb8b4-5b62-4b84-81b3-9ba7afd644a0","12440"
"SCI-06","255901044","2011","25590104405Trad212SCI0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:11.894442","2020-11-13 14:16:11.894312","31b2b2f0-1a0f-4d85-b056-210e9100d648","12444"
"SCI-08","255901044","2011","25590104401Trad213SCI0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:11.906881","2020-11-13 14:16:11.906738","1a5f2601-4827-4cbd-a470-da2513ed656b","12448"
"SS-08","255901044","2011","25590104406Trad113SS0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:11.945697","2020-11-13 14:16:11.945344","8942381b-c218-4d00-84b7-b41494da10e2","12459"
"BAND-08","255901044","2011","25590104401Trad310BAND0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.962113","2020-11-13 14:16:11.961978","4f483f03-aebd-4452-8ef5-4c7efe8cda6b","12465"
"ELA-06","255901044","2011","25590104401Trad110ELA0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","110","true",,"NULL","2020-11-13 14:16:11.972012","2020-11-13 14:16:11.971847","f705a6e2-1a3d-4080-ab6e-e5618a844368","12467"
"ELA-06","255901044","2011","25590104403Trad110ELA0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","110","true",,"NULL","2020-11-13 14:16:11.986204","2020-11-13 14:16:11.985975","611c40ec-a90d-4a6c-a073-a3979cbca32d","12471"
"ELA-08","255901044","2011","25590104406Trad111ELA0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:12.000624","2020-11-13 14:16:12.000394","7faa8112-e7cd-41bd-99d0-34b0751f8a6d","12475"
"HLTH-07","255901044","2011","25590104407Trad115HLTH0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","115","true",,"NULL","2020-11-13 14:16:12.012753","2020-11-13 14:16:12.012563","92249b89-b5c1-4718-a692-7461d23d9a73","12479"
"MATH-06","255901044","2011","25590104403Trad210MATH0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:12.026411","2020-11-13 14:16:12.026228","ce0a4b45-8051-40e8-8ef6-cbb35e655fd9","12483"
"MATH-07","255901044","2011","25590104405Trad211MATH0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:12.039010","2020-11-13 14:16:12.038847","cea2e878-654c-4ab2-b25d-78fdf2a55ebb","12487"
"MUS-06","255901044","2011","25590104401Trad310MUS0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:12.052342","2020-11-13 14:16:12.052196","d05851aa-4f11-4143-9aea-b50c6d3c6a51","12491"
"PE-06","255901044","2011","25590104402TradGYMNPE0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:12.065976","2020-11-13 14:16:12.065805","bef296fd-f9a6-43ec-a248-39651013dfc0","12495"
"PE-07","255901044","2011","25590104403TradGYMNPE0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:12.080573","2020-11-13 14:16:12.080277","7670fb52-55d8-490d-979d-6338a03e29bb","12498"
"SCI-06","255901044","2011","25590104403Trad212SCI0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","212","true",,"NULL","2020-11-13 14:16:12.094334","2020-11-13 14:16:12.093997","bae0ebbf-fd33-47cd-a703-d56966251021","12503"
"SCI-07","255901044","2011","25590104406Trad213SCI0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:12.107601","2020-11-13 14:16:12.107456","c2c17a36-7615-462b-8dc4-33ed25a19e86","12506"
"SS-06","255901044","2011","25590104404Trad112SS0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:12.120897","2020-11-13 14:16:12.120751","58230cb4-6355-4f3d-a7a1-3758dd9f1556","12511"
"SS-07","255901044","2011","25590104407Trad113SS0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:12.135484","2020-11-13 14:16:12.135333","2931b58e-ecb0-4776-bd1a-e231239315f8","12515"
"SS-08","255901044","2011","25590104407Trad113SS0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:12.147801","2020-11-13 14:16:12.147556","477fc995-895a-42ac-a442-1c613c581716","12519"
"ART-03","255901107","2011","25590110707Trad505ART0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.187383","2020-11-13 14:16:12.187162","4e0066aa-ff43-40e4-a5ae-68e8f5abefb7","12531"
"ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.194017","2020-11-13 14:16:12.193656","26c8d742-28d3-4ca6-a004-f4880a590e91","12533"
"ART-04","255901107","2011","25590110707Trad506ART0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.200454","2020-11-13 14:16:12.200285","71fbe92c-5e66-4d51-ac05-68487c41b387","12535"
"ART-05","255901107","2011","25590110701Trad505ART0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.208325","2020-11-13 14:16:12.208102","c163171b-189f-4fd2-a388-c97f959f56b5","12537"
"ART-05","255901107","2011","25590110704Trad506ART0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","506",,,"NULL","2020-11-13 14:16:12.213475","2020-11-13 14:16:12.213301","5c4fa35d-79a0-48a8-9b70-9bc604098041","12539"
"ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:12.226887","2020-11-13 14:16:12.226759","58e8c1c3-cf9f-4f8c-b6af-c311ff58def1","12543"
"ELA-02","255901107","2011","25590110701Trad107ELA0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","107",,,"NULL","2020-11-13 14:16:12.238107","2020-11-13 14:16:12.237854","f5ba0e2b-dfaf-42fa-b99d-ee4569db8393","12546"
"ELA-03","255901107","2011","25590110701Trad203ELA0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","203",,,"NULL","2020-11-13 14:16:12.249987","2020-11-13 14:16:12.249855","932f4bfd-268c-42db-ad7c-0a41f1d3a37f","12550"
"ELA-04","255901107","2011","25590110701Trad208ELA0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","208",,,"NULL","2020-11-13 14:16:12.264083","2020-11-13 14:16:12.263963","47b433b9-2bfe-4475-8b42-c546e0b676d8","12555"
"ELA-05","255901107","2011","25590110702Trad303ELA0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:12.275542","2020-11-13 14:16:12.275278","091fd7bf-2b27-4a88-a24c-39ee63efbf36","12557"
"MATH-01","255901107","2011","25590110702Trad104MATH0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","104",,,"NULL","2020-11-13 14:16:12.288993","2020-11-13 14:16:12.288752","54b9cf4c-4248-4a4e-9f7f-dbcad8a3630c","12561"
"MATH-02","255901107","2011","25590110703Trad105MATH0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","105",,,"NULL","2020-11-13 14:16:12.302948","2020-11-13 14:16:12.302793","75a4f940-958b-4647-a5a6-9c97c9984382","12566"
"MATH-03","255901107","2011","25590110703Trad202MATH0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","202",,,"NULL","2020-11-13 14:16:12.316731","2020-11-13 14:16:12.316467","21764706-9472-4144-b09d-0227ca20fe6d","12569"
"MATH-04","255901107","2011","25590110703Trad205MATH0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","205",,,"NULL","2020-11-13 14:16:12.330877","2020-11-13 14:16:12.330705","82213121-74f9-4d3e-a207-d97dd48f3517","12574"
"MATH-05","255901107","2011","25590110705Trad303MATH0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","303",,,"NULL","2020-11-13 14:16:12.345952","2020-11-13 14:16:12.345795","2a636ea9-59d1-47d5-a9f1-0a2069c8af7a","12578"
"MUS-01","255901107","2011","25590110705Trad501MUS0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:12.358778","2020-11-13 14:16:12.358596","8677045d-7550-4421-a4f0-eee6cc028d22","12582"
"MUS-02","255901107","2011","25590110707Trad501MUS0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","501",,,"NULL","2020-11-13 14:16:12.371889","2020-11-13 14:16:12.371717","e90aff49-6513-43cc-83f2-8aa4602ba3af","12586"
