descriptorid,namespace,codevalue,shortdescription,description,priordescriptorid,effectivebegindate,effectiveenddate,createdate,lastmodifieddate,id,changeversion
"1788","uri://ed-fi.org/ProgramTypeDescriptor","Adult/Continuing Education","Adult/Continuing Education","Adult/Continuing Education",,,,"2020-11-13 14:15:00.665995","2020-11-13 14:15:00.664820","3d3a9304-c1f6-4998-83e9-44b158b1e378","1848"
"1794","uri://ed-fi.org/ProgramTypeDescriptor","College Preparatory","College Preparatory","College Preparatory",,,,"2020-11-13 14:15:00.675859","2020-11-13 14:15:00.675834","d819e920-7226-48fa-8844-a097e1c1a5db","1854"
"1798","uri://ed-fi.org/ProgramTypeDescriptor","Counseling Services","Counseling Services","Counseling Services",,,,"2020-11-13 14:15:00.683551","2020-11-13 14:15:00.683514","6a83d2b8-2145-402c-b6e8-f63916322873","1858"
"1800","uri://ed-fi.org/ProgramTypeDescriptor","District-Funded GED","District-Funded GED","District-Funded GED",,,,"2020-11-13 14:15:00.687290","2020-11-13 14:15:00.687216","4fb7b863-8993-4188-ab95-e349c49526ab","1860"
"1803","uri://ed-fi.org/ProgramTypeDescriptor","English as a Second Language (ESL)","English as a Second Language (ESL)","English as a Second Language (ESL)",,,,"2020-11-13 14:15:00.691392","2020-11-13 14:15:00.691351","b0b9a100-807d-4a17-a4ca-48a1480f54dc","1863"
"1804","uri://ed-fi.org/ProgramTypeDescriptor","Even Start","Even Start","Even Start",,,,"2020-11-13 14:15:00.694093","2020-11-13 14:15:00.694063","c18a9159-c242-4b4d-83d3-efc0d73373cd","1864"
"1810","uri://ed-fi.org/ProgramTypeDescriptor","Health Services Program","Health Services Program","Health Services Program",,,,"2020-11-13 14:15:00.703009","2020-11-13 14:15:00.702980","8d834bc2-04e9-4780-941e-8d7d1e8acc72","1870"
"1813","uri://ed-fi.org/ProgramTypeDescriptor","Home Visiting","Home Visiting","Home Visiting",,,,"2020-11-13 14:15:00.708639","2020-11-13 14:15:00.708585","6197a849-acf7-4c45-b9f1-bf184ed2905f","1873"
"1815","uri://ed-fi.org/ProgramTypeDescriptor","IDEA","IDEA","IDEA",,,,"2020-11-13 14:15:00.711687","2020-11-13 14:15:00.711652","d01147ea-cb95-419d-8033-c797f1ab4260","1875"
"1817","uri://ed-fi.org/ProgramTypeDescriptor","Independent Study","Independent Study","Independent Study",,,,"2020-11-13 14:15:00.715146","2020-11-13 14:15:00.715115","e003fc49-5e80-4112-8e75-f906c13f5d68","1877"
"1819","uri://ed-fi.org/ProgramTypeDescriptor","International Baccalaureate","International Baccalaureate","International Baccalaureate",,,,"2020-11-13 14:15:00.719427","2020-11-13 14:15:00.719390","f6bc60fd-68aa-4a25-85ff-13e8f436e9de","1879"
"1823","uri://ed-fi.org/ProgramTypeDescriptor","Library/Media Services Program","Library/Media Services Program","Library/Media Services Program",,,,"2020-11-13 14:15:00.733563","2020-11-13 14:15:00.733454","c35bf362-7cc9-47f3-b9ea-9118ffd8ee15","1883"
"1828","uri://ed-fi.org/ProgramTypeDescriptor","Prekindergarten - Extended Day","Prekindergarten - Extended Day","Prekindergarten - Extended Day",,,,"2020-11-13 14:15:00.744556","2020-11-13 14:15:00.744513","f7655417-afbb-4384-af91-1286d1297e8c","1888"
"1834","uri://ed-fi.org/ProgramTypeDescriptor","Public Preschool","Public Preschool","Public Preschool",,,,"2020-11-13 14:15:00.757236","2020-11-13 14:15:00.757196","bd689577-d1f4-457f-acbe-d5fbd98e4cab","1894"
"1835","uri://ed-fi.org/ProgramTypeDescriptor","Remedial Education","Remedial Education","Remedial Education",,,,"2020-11-13 14:15:00.763976","2020-11-13 14:15:00.763919","170b0023-a719-422b-94ba-fb734a0a5def","1895"
"1839","uri://ed-fi.org/ProgramTypeDescriptor","Student Retention/Dropout Prevention","Student Retention/Dropout Prevention","Student Retention/Dropout Prevention",,,,"2020-11-13 14:15:00.772065","2020-11-13 14:15:00.771397","5bc87335-bafd-44d3-b491-d8b74d58a2ec","1899"
"1842","uri://ed-fi.org/ProgramTypeDescriptor","Teacher Professional Development/Mentoring","Teacher Professional Development/Mentoring","Teacher Professional Development/Mentoring",,,,"2020-11-13 14:15:00.776311","2020-11-13 14:15:00.776224","723fc4c7-3cfb-4b6b-ae4f-cbf8505bc81c","1902"
"1847","uri://ed-fi.org/ProgramTypeDescriptor","Title I Part D Subpart 2","Title I Part D Subpart 2","Title I Part D Subpart 2",,,,"2020-11-13 14:15:00.788311","2020-11-13 14:15:00.788255","e287a197-b1c3-4c59-99a8-19dd2d1c2c25","1907"
"1850","uri://ed-fi.org/ProgressDescriptor","Proficient","Proficient","Proficient",,,,"2020-11-13 14:15:00.876686","2020-11-13 14:15:00.874146","f102b8af-5626-45d4-b25c-a6f764759e93","1910"
"1851","uri://ed-fi.org/ProgressLevelDescriptor","Negative Grade","Negative Grade","Negative Grade",,,,"2020-11-13 14:15:00.885155","2020-11-13 14:15:00.883007","2c4f1f6f-af6c-4450-b834-654e45087ea2","1911"
"1855","uri://ed-fi.org/ProviderCategoryDescriptor","Center-EC","Center-EC","Center-EC",,,,"2020-11-13 14:15:00.960247","2020-11-13 14:15:00.958806","3b16e588-19ad-4720-a681-9b746337536f","1915"
"1859","uri://ed-fi.org/ProviderCategoryDescriptor","Licensed Large Family Child Care","Licensed Large Family Child Care","Licensed Large Family Child Care",,,,"2020-11-13 14:15:00.972324","2020-11-13 14:15:00.972283","6f84711d-f443-4588-aa46-d4149be5c1f8","1919"
"1866","uri://ed-fi.org/ProviderStatusDescriptor","Unknown","Unknown","Unknown",,,,"2020-11-13 14:15:01.070983","2020-11-13 14:15:01.070840","4718ee97-54e8-4ff5-93d3-9abf81d22610","1926"
"1869","uri://ed-fi.org/PublicationStatusDescriptor","Draft","Draft","Draft",,,,"2020-11-13 14:15:01.146776","2020-11-13 14:15:01.145542","c3d96119-1c77-4c5d-b74a-b51e4095bb95","1929"
"1872","uri://ed-fi.org/PublicationStatusDescriptor","Unknown","Unknown","Unknown",,,,"2020-11-13 14:15:01.157864","2020-11-13 14:15:01.157809","2890a7b9-bc82-4a90-b18b-134cdbf19a04","1932"
"1876","uri://ed-fi.org/QuestionFormDescriptor","Matrix of numeric ratings","Matrix of numeric ratings","Matrix of numeric ratings",,,,"2020-11-13 14:15:01.226279","2020-11-13 14:15:01.224427","7c052c9e-6048-43a3-bfde-f768fae394df","1936"
"1878","uri://ed-fi.org/QuestionFormDescriptor","Textbox","Textbox","Textbox",,,,"2020-11-13 14:15:01.238895","2020-11-13 14:15:01.238863","85284dc7-2bc9-4179-befb-945fd0f3f285","1938"
"1882","uri://ed-fi.org/RaceDescriptor","Choose Not to Respond","Choose Not to Respond","Choose Not to Respond",,,,"2020-11-13 14:15:01.312024","2020-11-13 14:15:01.310659","c4ea2ef8-410f-4503-9065-d67d30ce2f87","1942"
"1885","uri://ed-fi.org/RaceDescriptor","Native Hawaiian - Pacific Islander","Native Hawaiian - Pacific Islander","Native Hawaiian - Pacific Islander",,,,"2020-11-13 14:15:01.321345","2020-11-13 14:15:01.321308","b82122ad-5349-486d-89d6-542973b63030","1945"
"1890","uri://ed-fi.org/ReasonExitedDescriptor","Died or is permanently incapacitated","Died or is permanently incapacitated","Died or is permanently incapacitated",,,,"2020-11-13 14:15:01.391997","2020-11-13 14:15:01.390713","c659f6b7-171d-4b76-a342-99a8ed6b9138","1950"
"1894","uri://ed-fi.org/ReasonExitedDescriptor","Received certificate of completion or equivalent","Received completion certificate, modified diploma, or met IEP requirements","Received certificate of completion, modified diploma, or finished IEP requirements",,,,"2020-11-13 14:15:01.403135","2020-11-13 14:15:01.403063","017af349-12c2-4529-806e-5fe7ade5caf2","1954"
"1897","uri://ed-fi.org/ReasonExitedDescriptor","Unknown reason","Unknown reason","Unknown reason",,,,"2020-11-13 14:15:01.411089","2020-11-13 14:15:01.410956","08ef15f3-3f60-4977-91da-a81706b5bb33","1957"
"1899","uri://ed-fi.org/ReasonNotTestedDescriptor","Disruptive behavior","Disruptive behavior","Disruptive behavior",,,,"2020-11-13 14:15:01.479769","2020-11-13 14:15:01.478587","d423a835-1a7d-4982-a02f-e07d724ae6c9","1959"
"1904","uri://ed-fi.org/ReasonNotTestedDescriptor","Medical waiver","Medical waiver","Medical waiver",,,,"2020-11-13 14:15:01.490081","2020-11-13 14:15:01.489963","0696af63-29f1-49a6-85e0-5ed6b6947e3f","1964"
"1908","uri://ed-fi.org/ReasonNotTestedDescriptor","Parental waiver","Parental waiver","Parental waiver",,,,"2020-11-13 14:15:01.498141","2020-11-13 14:15:01.498105","7af18b10-6f66-4e51-a637-6ac19527cf13","1968"
"1912","uri://ed-fi.org/ReasonNotTestedDescriptor","Refusal by student","Refusal by student","Refusal by student",,,,"2020-11-13 14:15:01.504471","2020-11-13 14:15:01.504295","1e4d9a29-3aad-470a-a44c-7c41b5ef4abb","1972"
"1914","uri://ed-fi.org/RecognitionTypeDescriptor","Certificate","Certificate","Certificate",,,,"2020-11-13 14:15:01.576490","2020-11-13 14:15:01.575168","fd497238-5d71-4d84-90c5-93e90f854897","1974"
"1917","uri://ed-fi.org/RecognitionTypeDescriptor","Letter of commendation","Letter of commendation","Letter of commendation",,,,"2020-11-13 14:15:01.586024","2020-11-13 14:15:01.585975","348f0b03-f48a-4c54-9e1f-1bb014f189a8","1977"
"1923","uri://ed-fi.org/RecognitionTypeDescriptor","Promotion or advancement","Promotion or advancement","Promotion or advancement",,,,"2020-11-13 14:15:01.594317","2020-11-13 14:15:01.594301","9cfc4956-9e5e-4779-99f9-cf6accde368d","1983"
"1927","uri://ed-fi.org/RelationDescriptor","BrotherInLaw","BrotherInLaw","BrotherInLaw",,,,"2020-11-13 14:15:01.663460","2020-11-13 14:15:01.662281","28b8444c-ac13-4f68-aeb6-d377c9616f4a","1987"
"1816","uri://ed-fi.org/ProgramTypeDescriptor","Immigrant Education","Immigrant Education","Immigrant Education",,,,"2020-11-13 14:15:00.712776","2020-11-13 14:15:00.712742","e0efee85-3d9b-47eb-88ce-f94b2c0c64d6","1876"
"1820","uri://ed-fi.org/ProgramTypeDescriptor","Kindergarten - Extended Day","Kindergarten - Extended Day","Kindergarten - Extended Day",,,,"2020-11-13 14:15:00.720464","2020-11-13 14:15:00.720435","165cc70a-8643-4a74-9d90-339612f5564d","1880"
"1826","uri://ed-fi.org/ProgramTypeDescriptor","Neglected and Delinquent Program","Neglected and Delinquent Program","Neglected and Delinquent Program",,,,"2020-11-13 14:15:00.736895","2020-11-13 14:15:00.736871","772de1d6-2780-4bf5-b3d5-77a73658ab30","1886"
"1827","uri://ed-fi.org/ProgramTypeDescriptor","Optional Flexible School Day Program (OFSDP)","Optional Flexible School Day Program (OFSDP)","Optional Flexible School Day Program (OFSDP)",,,,"2020-11-13 14:15:00.742901","2020-11-13 14:15:00.742774","e76babd2-ba69-43bd-a98d-fa09c450e42a","1887"
"1832","uri://ed-fi.org/ProgramTypeDescriptor","Preschool Special Education","Preschool Special Education","Preschool Special Education",,,,"2020-11-13 14:15:00.756251","2020-11-13 14:15:00.756182","07997ccf-1219-475d-a7bd-a5ef22e66d10","1892"
"1836","uri://ed-fi.org/ProgramTypeDescriptor","Section 504 Placement","Section 504 Placement","Section 504 Placement",,,,"2020-11-13 14:15:00.764523","2020-11-13 14:15:00.764428","b9bbb612-03cb-4b28-a937-ea4f770579ae","1896"
"1840","uri://ed-fi.org/ProgramTypeDescriptor","Student School Food Service","Student School Food Service","Student School Food Service",,,,"2020-11-13 14:15:00.772167","2020-11-13 14:15:00.772019","6f6798eb-4663-4370-9773-733d64944976","1900"
"1845","uri://ed-fi.org/ProgramTypeDescriptor","Title I Part A","Title I Part A","Title I Part A",,,,"2020-11-13 14:15:00.786966","2020-11-13 14:15:00.786887","23902c8d-85ea-45ae-bd52-92cfdb129a39","1905"
"1848","uri://ed-fi.org/ProgressDescriptor","No Progress","No Progress","No Progress",,,,"2020-11-13 14:15:00.875832","2020-11-13 14:15:00.874156","9a7843f6-e5de-4ca7-a06e-f022e27347cd","1908"
"1853","uri://ed-fi.org/ProgressLevelDescriptor","Up One Grade","Up One Grade","Up One Grade",,,,"2020-11-13 14:15:00.888172","2020-11-13 14:15:00.888136","c446e3d6-17fc-4eba-83a8-14db260f6ff5","1913"
"1857","uri://ed-fi.org/ProviderCategoryDescriptor","Center-EC with SA","Center-EC with SA","Center-EC with SA",,,,"2020-11-13 14:15:00.960247","2020-11-13 14:15:00.958806","a4c8ebeb-8878-4679-8489-dbc1d81146b2","1916"
"1861","uri://ed-fi.org/ProviderCategoryDescriptor","Not Applicable","Not Applicable","Not Applicable",,,,"2020-11-13 14:15:00.972891","2020-11-13 14:15:00.972740","5bc992a2-f042-4b36-8223-9baf934daf90","1921"
"1863","uri://ed-fi.org/ProviderProfitabilityDescriptor","ForProfit","ForProfit","ForProfit",,,,"2020-11-13 14:15:01.056284","2020-11-13 14:15:01.055093","80917dfd-181d-42aa-bc4e-ff66c2b46784","1923"
"1865","uri://ed-fi.org/ProviderStatusDescriptor","Active","Active","Active",,,,"2020-11-13 14:15:01.070678","2020-11-13 14:15:01.069210","9b8841d9-ffaa-47a9-90af-1719e6dc0932","1925"
"1868","uri://ed-fi.org/PublicationStatusDescriptor","Published","Published","Published",,,,"2020-11-13 14:15:01.146812","2020-11-13 14:15:01.145564","04ab7b3d-23e8-4f33-bf80-720d701298f3","1928"
"1875","uri://ed-fi.org/QuestionFormDescriptor","Dropdown","Dropdown","Dropdown",,,,"2020-11-13 14:15:01.225667","2020-11-13 14:15:01.224411","ca9619ac-eae6-4e63-8283-af269fdb8e95","1935"
"1879","uri://ed-fi.org/QuestionFormDescriptor","Ranking","Ranking","Ranking",,,,"2020-11-13 14:15:01.239207","2020-11-13 14:15:01.239079","bfffbbd0-5de1-4554-801b-143d7e4e274e","1939"
"1881","uri://ed-fi.org/RaceDescriptor","American Indian - Alaska Native","American Indian - Alaska Native","American Indian - Alaska Native",,,,"2020-11-13 14:15:01.312040","2020-11-13 14:15:01.310678","738a2013-991e-450a-9c61-6944be4f8b14","1941"
"1887","uri://ed-fi.org/RaceDescriptor","Other","Other","Other",,,,"2020-11-13 14:15:01.321735","2020-11-13 14:15:01.321694","5f021a43-2689-44b4-93ca-35031a116593","1947"
"1889","uri://ed-fi.org/ReasonExitedDescriptor","Moved out of state","Moved out of state","Moved out of state",,,,"2020-11-13 14:15:01.392008","2020-11-13 14:15:01.390737","9944a476-a52d-424b-865d-6f509b0ee8bc","1949"
"1893","uri://ed-fi.org/ReasonExitedDescriptor","Reached maximum age","Reached maximum age","Reached maximum age",,,,"2020-11-13 14:15:01.402955","2020-11-13 14:15:01.402916","62efa032-0c2b-4efd-9cea-0b1c25942bee","1953"
"1896","uri://ed-fi.org/ReasonExitedDescriptor","Transferred to another district or school","Transferred to another district or school","Transferred to another district or school",,,,"2020-11-13 14:15:01.410028","2020-11-13 14:15:01.409961","5fcf5924-0153-44c8-92bc-768c174ecc61","1956"
"1902","uri://ed-fi.org/ReasonNotTestedDescriptor","Foreign exchange student waiver","Foreign exchange student waiver","Foreign exchange student waiver",,,,"2020-11-13 14:15:01.480479","2020-11-13 14:15:01.478601","751ac0b1-6a55-4e4c-b86a-79d4cd1f8863","1962"
"1906","uri://ed-fi.org/ReasonNotTestedDescriptor","LEP exempt","LEP exempt","LEP exempt",,,,"2020-11-13 14:15:01.491452","2020-11-13 14:15:01.491435","de9eb2eb-a5b9-45b4-8bac-e09becd05cdd","1966"
"1910","uri://ed-fi.org/ReasonNotTestedDescriptor","Previously passed the examination","Previously passed the examination","Previously passed the examination",,,,"2020-11-13 14:15:01.499684","2020-11-13 14:15:01.499657","86602688-ddf3-4123-81a4-18b115232fc2","1970"
"1916","uri://ed-fi.org/RecognitionTypeDescriptor","Awarding of units of value","Awarding of units of value","Awarding of units of value",,,,"2020-11-13 14:15:01.577082","2020-11-13 14:15:01.575184","7000057c-b143-42d5-a21a-5c28d43f8a17","1976"
"1919","uri://ed-fi.org/RecognitionTypeDescriptor","Completion of requirement, but no units awarded","Completion of requirement, but no units of value awarded","Completion of requirement, but no units of value awarded",,,,"2020-11-13 14:15:01.586131","2020-11-13 14:15:01.586075","8c7e2ec5-ae50-4046-88d7-f272f0455803","1979"
"1924","uri://ed-fi.org/RecognitionTypeDescriptor","Points","Points","Points",,,,"2020-11-13 14:15:01.594923","2020-11-13 14:15:01.594886","5f3b7556-938d-4b4b-838b-1351f69553d9","1984"
"1925","uri://ed-fi.org/RelationDescriptor","CourtAppointedGuardian","CourtAppointedGuardian","CourtAppointedGuardian",,,,"2020-11-13 14:15:01.663460","2020-11-13 14:15:01.662304","28b5ec1b-ef18-4669-9d79-36a19756387d","1985"
"1929","uri://ed-fi.org/RelationDescriptor","Cousin","Cousin","Cousin",,,,"2020-11-13 14:15:01.673243","2020-11-13 14:15:01.673177","84949cb8-18d4-47d2-b694-e18a08cc854b","1989"
"1938","uri://ed-fi.org/RelationDescriptor","FathersSignificantOther","FathersSignificantOther","FathersSignificantOther",,,,"2020-11-13 14:15:01.689915","2020-11-13 14:15:01.689462","bcbbe6eb-0489-4e2d-a083-e8df33b681d4","1998"
"1941","uri://ed-fi.org/RelationDescriptor","Foster parent","Foster parent","Foster parent",,,,"2020-11-13 14:15:01.695137","2020-11-13 14:15:01.695103","24e9832c-1825-4def-b00e-c24940c6a6f1","2001"
"1945","uri://ed-fi.org/RelationDescriptor","Grandmother","Grandmother","Grandmother",,,,"2020-11-13 14:15:01.701566","2020-11-13 14:15:01.701540","68894e08-a99b-4c7e-b331-8bb84759f3a6","2005"
"1949","uri://ed-fi.org/RelationDescriptor","Great uncle","Great uncle","Great uncle",,,,"2020-11-13 14:15:01.709120","2020-11-13 14:15:01.709078","09686855-4911-43a5-8b1e-a96f383c580b","2009"
"1952","uri://ed-fi.org/RelationDescriptor","Mother","Mother","Mother",,,,"2020-11-13 14:15:01.715628","2020-11-13 14:15:01.715590","3081345e-2dc5-46ba-8c0e-6f456e56702b","2012"
"1956","uri://ed-fi.org/RelationDescriptor","MothersSignificantOther","MothersSignificantOther","MothersSignificantOther",,,,"2020-11-13 14:15:01.723031","2020-11-13 14:15:01.722991","4295e95a-2cf5-4826-bb6e-8f8c50b2bc5c","2016"
"1961","uri://ed-fi.org/RelationDescriptor","Parent","Parent","Parent",,,,"2020-11-13 14:15:01.731401","2020-11-13 14:15:01.730971","e2f7342d-c200-4a3f-96c7-877bec6ba179","2021"
"1966","uri://ed-fi.org/RelationDescriptor","SignificantOther","SignificantOther","SignificantOther",,,,"2020-11-13 14:15:01.739078","2020-11-13 14:15:01.739043","45e1f114-565e-4e2d-bfc6-ffeaed8a2ada","2026"
"1969","uri://ed-fi.org/RelationDescriptor","Son","Son","Son",,,,"2020-11-13 14:15:01.750806","2020-11-13 14:15:01.750768","940c6422-ed9b-4521-ba59-127063b47fc8","2029"
"1973","uri://ed-fi.org/RelationDescriptor","Wife","Wife","Wife",,,,"2020-11-13 14:15:01.759895","2020-11-13 14:15:01.759759","cc5f844c-a2d5-4700-a270-b835c7bd5832","2033"
"1974","uri://ed-fi.org/RelationDescriptor","Ward","Ward","Ward",,,,"2020-11-13 14:15:01.760005","2020-11-13 14:15:01.759858","8a1e320e-63a0-41ee-909a-1836c8fc17de","2034"
"1976","uri://ed-fi.org/RepeatIdentifierDescriptor","Other","Other","Other",,,,"2020-11-13 14:15:01.830583","2020-11-13 14:15:01.829424","af711422-a7fb-4a2c-bb93-172bbef778f9","2036"
"1977","uri://ed-fi.org/RepeatIdentifierDescriptor","Other, not counted in GPA","Other, not counted in GPA","Other, not counted in GPA",,,,"2020-11-13 14:15:01.830605","2020-11-13 14:15:01.829436","27b57b26-7fe2-4418-9647-957863dec7fa","2037"
"1979","uri://ed-fi.org/RepeatIdentifierDescriptor","Repeated, not counted in grade point average","Repeated, not counted in grade point average","Repeated, not counted in grade point average",,,,"2020-11-13 14:15:01.841151","2020-11-13 14:15:01.841121","ec134e17-25b3-4ecd-ab4a-99b1c02c2c79","2039"
"1980","uri://ed-fi.org/RepeatIdentifierDescriptor","Repeated, other institution","Repeated, other institution","Repeated, other institution",,,,"2020-11-13 14:15:01.844355","2020-11-13 14:15:01.844314","d4510349-c0f0-49aa-8bc8-d66fc46ac7de","2040"
"1873","uri://ed-fi.org/QuestionFormDescriptor","Checkbox","Checkbox","Checkbox",,,,"2020-11-13 14:15:01.225667","2020-11-13 14:15:01.224393","170a44d2-90ae-466b-8a9f-3254ce9d85c9","1933"
"1877","uri://ed-fi.org/QuestionFormDescriptor","Matrix of dropdowns","Matrix of dropdowns","Matrix of dropdowns",,,,"2020-11-13 14:15:01.238687","2020-11-13 14:15:01.238598","f7ce0163-6efc-4a78-87e5-a88ce4519270","1937"
"1883","uri://ed-fi.org/RaceDescriptor","Asian","Asian","Asian",,,,"2020-11-13 14:15:01.312025","2020-11-13 14:15:01.310661","b037c785-59bc-4355-8351-8b9ad47b64a5","1943"
"1886","uri://ed-fi.org/RaceDescriptor","White","White","White",,,,"2020-11-13 14:15:01.321704","2020-11-13 14:15:01.321632","71b1eda5-2702-41b1-9983-3b168b4fdb26","1946"
"1888","uri://ed-fi.org/ReasonExitedDescriptor","Discontinued schooling","Discontinued schooling","Discontinued schooling",,,,"2020-11-13 14:15:01.391996","2020-11-13 14:15:01.390714","1ae33515-4828-41c2-8325-f26fed74a140","1948"
"1892","uri://ed-fi.org/ReasonExitedDescriptor","Other","Other","Other",,,,"2020-11-13 14:15:01.402890","2020-11-13 14:15:01.402853","924f0ff1-2923-4e54-8f36-57d5655c222b","1952"
"1898","uri://ed-fi.org/ReasonExitedDescriptor","Withdrawal by a parent (or guardian)","Withdrawal by a parent (or guardian)","Withdrawal by a parent (or guardian)",,,,"2020-11-13 14:15:01.411456","2020-11-13 14:15:01.411430","b8e17a8b-2383-4789-90c8-209d9acbc431","1958"
"1901","uri://ed-fi.org/ReasonNotTestedDescriptor","Absent","Absent","Absent",,,,"2020-11-13 14:15:01.479965","2020-11-13 14:15:01.478591","4557ee16-044e-4479-9dbb-3fc92bd68ad6","1961"
"1905","uri://ed-fi.org/ReasonNotTestedDescriptor","Not appropriate (ARD decision)","Not appropriate (ARD decision)","Not appropriate (ARD decision)",,,,"2020-11-13 14:15:01.491211","2020-11-13 14:15:01.491177","480a6c25-9ab6-4a0a-a9d9-9ca2ef588c9c","1965"
"1907","uri://ed-fi.org/ReasonNotTestedDescriptor","Not tested (ARD decision)","Not tested (ARD decision)","Not tested (ARD decision)",,,,"2020-11-13 14:15:01.496690","2020-11-13 14:15:01.496586","ebca208a-39ed-4af2-abe0-702ea314f069","1967"
"1909","uri://ed-fi.org/ReasonNotTestedDescriptor","Other","Other","Other",,,,"2020-11-13 14:15:01.499486","2020-11-13 14:15:01.499351","afc6553e-c4a0-4865-b3ef-0213851031fd","1969"
"1911","uri://ed-fi.org/ReasonNotTestedDescriptor","Refusal by parent","Refusal by parent","Refusal by parent",,,,"2020-11-13 14:15:01.503572","2020-11-13 14:15:01.503536","9f979272-3cf0-4be7-a1a9-126a61ea8fa3","1971"
"1915","uri://ed-fi.org/RecognitionTypeDescriptor","Citizenship award/recognition","Citizenship award/recognition","Citizenship award/recognition",,,,"2020-11-13 14:15:01.576657","2020-11-13 14:15:01.575167","e29779fd-2525-4791-8c94-626b41abcfd6","1975"
"1920","uri://ed-fi.org/RecognitionTypeDescriptor","Honor award","Honor award","Honor award",,,,"2020-11-13 14:15:01.587090","2020-11-13 14:15:01.587051","bf7b476b-0b4b-4742-86f7-4e40f034734e","1980"
"1921","uri://ed-fi.org/RecognitionTypeDescriptor","Monogram/letter","Monogram/letter","Monogram/letter",,,,"2020-11-13 14:15:01.592572","2020-11-13 14:15:01.592311","1c236cc5-1c37-40fc-82b1-62fc9799df8e","1981"
"1928","uri://ed-fi.org/RelationDescriptor","Aunt","Aunt","Aunt",,,,"2020-11-13 14:15:01.664080","2020-11-13 14:15:01.662291","b783c783-6f21-411d-a6bf-d120049a4505","1988"
"1932","uri://ed-fi.org/RelationDescriptor","DaughterInLaw","DaughterInLaw","DaughterInLaw",,,,"2020-11-13 14:15:01.674584","2020-11-13 14:15:01.674541","b7ae88f6-85e2-4586-ba61-7d3d96bc0301","1992"
"1935","uri://ed-fi.org/RelationDescriptor","Father, step","Father, step","Father, step",,,,"2020-11-13 14:15:01.683364","2020-11-13 14:15:01.683324","fb03b1ef-efed-42a0-a361-4f2eafa2e3cd","1995"
"1937","uri://ed-fi.org/RelationDescriptor","FathersCivilPartner","FathersCivilPartner","FathersCivilPartner",,,,"2020-11-13 14:15:01.688521","2020-11-13 14:15:01.688486","0e74a46d-c209-4e27-ae82-9cbe004745fd","1997"
"1940","uri://ed-fi.org/RelationDescriptor","Fiancee","Fiancee","Fiancee",,,,"2020-11-13 14:15:01.692394","2020-11-13 14:15:01.692340","ff265e22-c14f-498e-9524-7cb8554ef3a2","2000"
"1942","uri://ed-fi.org/RelationDescriptor","Friend","Friend","Friend",,,,"2020-11-13 14:15:01.697311","2020-11-13 14:15:01.697270","29ccb80b-30ad-452b-8bdc-cf4266e6a3df","2002"
"1944","uri://ed-fi.org/RelationDescriptor","Grandfather","Grandfather","Grandfather",,,,"2020-11-13 14:15:01.701221","2020-11-13 14:15:01.701178","515e66e2-1c11-46c4-a0a6-3d33c6b34e4d","2004"
"1948","uri://ed-fi.org/RelationDescriptor","Great Grandparent","Great Grandparent","Great Grandparent",,,,"2020-11-13 14:15:01.708254","2020-11-13 14:15:01.708210","fa2e37d7-7f85-444f-a89e-0738ee868c0c","2008"
"1953","uri://ed-fi.org/RelationDescriptor","Mother, step","Mother, step","Mother, step",,,,"2020-11-13 14:15:01.716482","2020-11-13 14:15:01.716377","3571dc48-f1ad-471f-919f-5cd615653224","2013"
"1955","uri://ed-fi.org/RelationDescriptor","MothersCivilPartner","MothersCivilPartner","MothersCivilPartner",,,,"2020-11-13 14:15:01.720259","2020-11-13 14:15:01.720209","b4ef4d74-912f-4cc1-a337-3dfab0f1f91a","2015"
"1958","uri://ed-fi.org/RelationDescriptor","Nephew","Nephew","Nephew",,,,"2020-11-13 14:15:01.726272","2020-11-13 14:15:01.726237","04a3f68d-94b4-4305-9c76-569d5ea6c3ba","2018"
"1960","uri://ed-fi.org/RelationDescriptor","Other","Other","Other",,,,"2020-11-13 14:15:01.730339","2020-11-13 14:15:01.730238","1648b8f5-59f4-4fa8-9125-06355acf106e","2020"
"1965","uri://ed-fi.org/RelationDescriptor","Sister","Sister","Sister",,,,"2020-11-13 14:15:01.738820","2020-11-13 14:15:01.738785","0dae5728-df45-4569-a69d-3cb429c12367","2025"
"1967","uri://ed-fi.org/RelationDescriptor","SisterInLaw","SisterInLaw","SisterInLaw",,,,"2020-11-13 14:15:01.748910","2020-11-13 14:15:01.748826","1697be48-58ce-48f8-a470-d8d6846979fe","2027"
"1970","uri://ed-fi.org/RelationDescriptor","Spouse","Spouse","Spouse",,,,"2020-11-13 14:15:01.752619","2020-11-13 14:15:01.752592","27d34ca3-87f7-42a9-a7f2-a17287916037","2030"
"1972","uri://ed-fi.org/RelationDescriptor","Unknown","Unknown","Unknown",,,,"2020-11-13 14:15:01.756324","2020-11-13 14:15:01.756306","c9846c50-164e-44ad-bfcc-ad1277c49356","2032"
"1975","uri://ed-fi.org/RepeatIdentifierDescriptor","Repeated, counted in grade point average","Repeated, counted in grade point average","Repeated, counted in grade point average",,,,"2020-11-13 14:15:01.830583","2020-11-13 14:15:01.829427","a6dd0f13-b278-47cf-8da5-c34fc48ac692","2035"
"1978","uri://ed-fi.org/RepeatIdentifierDescriptor","Not repeated","Not repeated","Not repeated",,,,"2020-11-13 14:15:01.831120","2020-11-13 14:15:01.829452","4ef12410-9de6-44eb-afa8-647539cc1ce3","2038"
