assessmentidentifier,namespace,studentassessmentidentifier,studentusi,administrationdate,administrationenddate,serialnumber,administrationlanguagedescriptorid,administrationenvironmentdescriptorid,retestindicatordescriptorid,reasonnottesteddescriptorid,whenassessedgradeleveldescriptorid,eventcircumstancedescriptorid,eventdescription,schoolyear,platformtypedescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","sMkGkWYO83npWRWCpZj55zQiv7Cf5/oa+BCtfLJl","24","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.978079","2020-11-13 14:16:35.973877","851d5635-5144-4e83-8f03-9da6107ca7cd","17074"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","sX1BCcP5zFIqkIkT6dABWP3fmb3D6J3Tyay5bq32","714","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.007216","2020-11-13 14:16:36.000081","ffba5f44-9a33-4b52-8695-6c6331932449","17077"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","TDmRmR5eNJS85bc+D2SyX2w1zqSiPHeW0xrynZ+k","287","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.032401","2020-11-13 14:16:36.029231","ff80a91c-1632-4ad4-bc98-5082574692bc","17080"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","U0tcA+QzkdfKRQO+StlasSWhjg+azq28aZ3GVvCx","150","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.055659","2020-11-13 14:16:36.051497","86ee61b2-2b5e-4f4d-93e1-2a9298353bb6","17082"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","uyolCrDUJf+wHogQisVPdiPAgta6WRxIrvbammkz","701","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.082655","2020-11-13 14:16:36.078066","69208e4d-c565-46b4-b508-514905a075ef","17085"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","vZ8IWEw2ldcG+Ku0TsT/SgtMWT/4qMsrcx6oQLwU","816","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.107340","2020-11-13 14:16:36.102585","8fa336fe-81fb-4c22-bc9a-6ed0506eee68","17088"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","W5R6zrR+0TzIWmP4TxT9JZvbO9E94i4grlWuCUc5","57","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.128363","2020-11-13 14:16:36.124432","2c194bb0-0dd6-48a1-9807-f72aef023062","17090"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","4LJfLZJtRRYYDT0xSyIPKY1Sj/MDfW3Qvc46GQo1","942","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.567559","2020-11-13 14:16:35.562481","5dd6182f-7b19-40d5-b810-6c6006ab5125","17029"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","7+Odnqy+Y5I/cqWdfMhckMrcHRUo/kTFkhzIShnQ","463","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.595054","2020-11-13 14:16:35.591463","4b248b62-372b-4b10-b831-db9795483044","17032"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","9055pRDLHr4N7t5K/euZxEssFDEGdvBND7Pboapz","654","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.618676","2020-11-13 14:16:35.615773","8d041c0b-6019-40f7-b011-fd5222791da2","17035"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","C7uopX3VwS1tEOLDXASF49G6/HbevBlFcwY+fVYU","86","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.668848","2020-11-13 14:16:35.665804","cb525960-9881-4482-bf1f-99ba52bc90b2","17040"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","fZKsc949bJf3EkNNHNdvbU/D7s5mnN8Cp4uohnzh","665","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.732638","2020-11-13 14:16:35.729878","8b7e9bff-f496-4a60-b21f-c0d7c6b04a93","17048"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","j734OIWegkFgsbmxeedOg8gtxd0CxsHteXaUPauV","255","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.768537","2020-11-13 14:16:35.765737","8b69572c-0343-4d25-afd9-f89f2453c490","17053"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","JqHrEvsKPfz/fveU8FHcQU7hZu3hafr37w+EGh85","950","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.801665","2020-11-13 14:16:35.797897","89667c5b-c9bb-4160-9970-18f24650499e","17055"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","ko5w19myZpn7dJPd2YhV7SNt/6wn4a3RJZ+9qgoY","251","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.831626","2020-11-13 14:16:35.822925","546d5e44-fd31-41bf-8438-52480fa6c00b","17058"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","mp0pn6TOps+2mLphTHJs2k9E1Xgo/l9jjO2oMF5k","933","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.859454","2020-11-13 14:16:35.856151","800f256b-f0fe-49fa-a7a7-73da3fd51e7f","17062"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","NkNNIr/88K9L6swVWuQv7fU/zF/A6FA3eLkScLtm","423","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.884344","2020-11-13 14:16:35.880160","c401fe8f-f821-4076-8dfd-b0e093aa44ed","17065"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","pmzRNnOijumAxw/QUXhgJ2zHA2uYteqdZ3B0mWvE","713","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.933848","2020-11-13 14:16:35.917485","f85478cb-3117-4212-a95c-fddd238e4b2c","17068"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","salSFjXdJ/NLM32aU3xNHY3gwuxK3RB29sL/7Frs","533","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.973326","2020-11-13 14:16:35.968781","4e36c5d8-4a05-468b-ad9a-4a93ff137c15","17073"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","Ta0QR/4l/V3ZiaNP0OwoIZ2cc5te17+UJvIwaP9T","810","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.008344","2020-11-13 14:16:36.003943","d3f8a954-829b-449e-8b68-1af9c946c85f","17078"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","un/pZGZe1T5cqYU1mE2hW8RheS8+7ahRrsUiD7XY","462","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.067057","2020-11-13 14:16:36.064076","b41a2e4e-994d-4293-98b6-299222961b3b","17084"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","VlrtRQ3s076h8tuI+hTFxftkf+qmrQCrJjhmtOFD","132","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.091877","2020-11-13 14:16:36.088437","da922fa2-adf2-4ad8-aad7-876b7d798272","17087"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","wlg7otEt4v2VPzZsI04ws54VNYCjt7rmkOc+38Lq","365","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.126328","2020-11-13 14:16:36.115118","ea13e168-c2b6-4e93-a91d-29e4567c2137","17089"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","YRHn83abx+PSiLSJyTtZsOWGh8gsdxH+5e+iBA8k","888","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.166175","2020-11-13 14:16:36.162049","d072c7c5-0160-45ea-9059-16320721b1f9","17095"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","4ee+4+LweMH5rz9wqiIbPCq5w/azADHGZtO4ahKj","813","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.211271","2020-11-13 14:16:36.207333","ea18cf59-0e8b-42b8-b341-b5f502c4999a","17099"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","6I2A+twg+g6XWq8kcZqDRTlv6X3orG80tFtsihFv","25","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.281555","2020-11-13 14:16:36.274683","5dc4867c-3346-41cc-a0d9-b8bbdb06062c","17108"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","9335zi9hq2ACKYH3xWvcUEODNPBDHa6Vf4Y1ERpM","462","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.304329","2020-11-13 14:16:36.299457","d71bfa23-50fb-45b4-9e3a-3c3ca6b89b71","17110"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","9idbAb95RwLS8YvqNfG0CgV3H2yUcseXcSchaPJe","287","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.324557","2020-11-13 14:16:36.321292","3456f70d-085a-4d05-870f-b4bba269216a","17113"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","aHSy8KJACwp9G2rMgAfaaEruQ7lQqgc3Kg+9XnYH","779","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.353671","2020-11-13 14:16:36.349346","e06c17ee-e9d1-4d3f-90ab-e342418355db","17117"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","bla6PSBX2NSCZlbt+GOwfKHvOT929deSLU7lB1hh","891","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.393345","2020-11-13 14:16:36.388354","a81f0f62-bb85-47f0-a2b1-91d1cd1840c9","17120"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","CkuvBrs1XgyheyfA9Tz07FDTEZwyqO0J6ybfQ2xE","132","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.426674","2020-11-13 14:16:36.419577","fff59789-d11c-412a-847b-b1b49a8972c8","17123"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","eHqabwNoXaEIum0Owy7xFy8Dl0x3bxS6K5eQZc6W","771","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.452656","2020-11-13 14:16:36.448040","62ff0999-4295-4ed2-ae21-d0899c18d3bd","17126"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","FzOxaRP/MJWZsxYAVT0eUELz1BvadVKMkRvcDEY9","714","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.481347","2020-11-13 14:16:36.478031","934fe59a-c54a-42e4-a0a4-b19addbc9a30","17130"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","iclwIFXWjcJwl1/qdcpHI8e3C//wsQWboIG1aqQt","13","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.520111","2020-11-13 14:16:36.515545","e1acf7df-3e29-4147-a6e9-67f800aa55fc","17135"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","lezflvqehms5QRr8Ngz+nFlUUiMdHRojtomY9Cts","117","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.568710","2020-11-13 14:16:36.565654","afa71060-34e2-4339-9c38-bfc97f9a0569","17142"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","nVPdU4xUd7yfO7iheakRWB7RQdm3i1M6r87xZSCz","380","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.595416","2020-11-13 14:16:36.592589","bfe6e1e1-740b-4175-96ba-860efd52cb4c","17146"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","pThQe+8eFM6mkKnS2xkc3erXnN6mvygnlm4O9r4a","653","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.619686","2020-11-13 14:16:36.616560","85e9e993-da1a-4973-aa95-3c9847c33bbb","17149"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","rFpcp7kSOTt26voMfV1Dfr02w+qSSPkx/4xo7abU","161","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.648943","2020-11-13 14:16:36.646042","17b5f281-7611-4556-8ec5-bf036fd5c67b","17153"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","rI71ZngdwwUqZZ4sfScd70FNBArQffajycaZk8Qi","91","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.669064","2020-11-13 14:16:36.665141","c142700e-8450-4a30-a6c5-03dded83db96","17155"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","TWCOMyVnElSyZ7gOxK9WdYiJ9rNA+ARhW7Zy1ThI","463","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.696356","2020-11-13 14:16:36.693611","8eb3a2fe-66c9-44c4-a721-dc337f978e44","17159"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","v4C1+d3qK9ZU0AqMUQrFhS8i98JhQXcA0ojnCRpI","258","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.725219","2020-11-13 14:16:36.722370","929bfc53-163d-483b-bb35-5509fcb30718","17163"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","lxaoCAAbjOUQCy/0pPzDl5AovLC5z0bibqZ3Vl/J","3","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.849618","2020-11-13 14:16:35.840072","09bb6d4e-fce8-436d-b5a1-fb9ef2b8fc53","17060"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","PN/gQVYg6pu4hrR962aqPypxQkIDot5ex5uKLAL6","289","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:35.947162","2020-11-13 14:16:35.944250","1dc48535-6d65-461c-b8a8-499ac8b6eb9b","17071"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","te96y+1LDQYUQK1JhyBwzhj5sL9xdoSbWkz/iMQo","197","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.049377","2020-11-13 14:16:36.041609","85dc4195-ac07-4f6a-aca1-58c92085ba01","17081"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","uri://ed-fi.org/Assessment/Assessment.xml","wmere5LPhTdd+zTsfoiTmBsgCHaN8CgpenRlZPes","178","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.139622","2020-11-13 14:16:36.135906","2238446a-e4a5-47fd-bf7f-cb758f056335","17092"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","4xKsKKMUF0u+MaugCa3999IOz9JMfp1pWodMA100","533","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.237875","2020-11-13 14:16:36.234028","0fa90fbb-1137-4611-95a1-5d1148f4c0d9","17102"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","AcMoZc+fka+W/uGWNaJkW1b0C9kS/8HAFUY8YGaH","701","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.335980","2020-11-13 14:16:36.331167","3b62fceb-2b20-4c7c-b8b6-ba75eeac3b02","17114"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","BpWtfey3oU4uUfcxYJzYsOS0zIkUEfPRtyEKRLq5","289","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.394399","2020-11-13 14:16:36.389622","2e5c45b5-9cd1-40fa-9d4e-5a0b9fd3d2ba","17121"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","D3YR8ovXKV+vxZoYzx7L+zqtxe10GatGvWbguXN+","797","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.433057","2020-11-13 14:16:36.429425","8b48fe26-644d-40b9-b7f8-5487bf4a6531","17125"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","f1j3YseW1RLYB9dMRKaApGBbfLpDwZAFl7UafFch","888","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.460536","2020-11-13 14:16:36.455858","8c2c37f2-41e6-44f8-ad15-150e3424efd5","17128"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","GNY3ok29I56LHfKMs4WKfrF8togi6RYEm8tOZCVP","284","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.491840","2020-11-13 14:16:36.486454","05bef8f0-61e6-4f39-8076-119e3cce385f","17132"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","kLhYOkjn+HlPtsfv1cuP5vlJL0FHvUO4r+6VyHNr","921","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.550458","2020-11-13 14:16:36.546275","60b68724-8e2c-4f9c-9df0-ee9076bb1085","17139"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","llbjy4GYhfOSn2zDFnyXyUZ24g0NzCncNyIH8VX1","178","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.578131","2020-11-13 14:16:36.575489","b2ab0da1-72d7-42b4-b494-338872344bf0","17143"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","oP0O3HwKC8x/VftWpsyRKpzXBIgEopbMXN011RBS","810","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.607875","2020-11-13 14:16:36.604321","b5140fc9-3364-4de4-91d7-0766373b7fe8","17147"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","r8Nt8SasgzeqFsasZNSA7j6DvUgwMQhbj+EtAtFy","713","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.639670","2020-11-13 14:16:36.635541","c8c4d764-7e7b-4492-aac5-83306b1337f2","17151"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","SNUEqepXETJfsp6BVav4HIrRrxpGUbayzn2Jxw44","517","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.679384","2020-11-13 14:16:36.676728","ec6f0c35-55c8-4e1b-af31-66fd48151bfa","17157"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","ykTVcVGu5zj28Sf/YeRXLEBEtK2Zz9/APTja8Zi5","744","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.778010","2020-11-13 14:16:36.775293","e91a3d39-0ab9-4a8c-8e82-15d1d9284c7a","17170"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","uri://ed-fi.org/Assessment/Assessment.xml","ZOfLPh5jCuKNvKBgI7AzkXAg2YYHRzv185XTWRIA","274","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.807906","2020-11-13 14:16:36.805215","c4e8df0d-532a-4de0-aa96-a6cb88eb5e49","17174"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","+V2DASWAYrAlx8FKyubMhBs9SLoIzF/S2ydK0jn+","132","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.839374","2020-11-13 14:16:36.836190","61732a13-9f51-40b2-9dcf-a6c42207256a","17178"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","3CvkmQr9Q+W1gOMvWYIIV3/LeSlX48bxTEGdt/yR","941","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.870495","2020-11-13 14:16:36.867353","67162ae1-c3bb-4dfb-b9c6-806ddafa918d","17182"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","9cVt9DlNTnQu2LLC6x5Wv1Se44mQJ4uurYARPl3c","945","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.949138","2020-11-13 14:16:36.945208","d283440d-c94f-4954-ba07-1f5aa0a81a8f","17190"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","blsN5q0inu/ImgkbJvCLmhsGz87eFcdyMYKMJP6A","771","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:36.989999","2020-11-13 14:16:36.985979","5a6b12cf-d69b-4585-99c3-7ca96c8548f3","17195"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","dm3M7TIj3BrTnMog4uM2bV5+GNbJukQuzVpnfMTh","713","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.020000","2020-11-13 14:16:37.017056","31c7d1dd-e5a3-4eb4-8236-58cfa20dcecf","17199"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","FsIGCX1eipz5rgxl60DJeOgYflTL5qVhGN2FtXBv","111","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.072525","2020-11-13 14:16:37.069033","73420a74-119b-4780-b9a5-5b2a1e4d68ce","17206"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","J5JXAk0VoMqRax+2MshBqEmiJiuX/7hdNyflUbxT","744","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.133739","2020-11-13 14:16:37.130695","58c0d63d-b3c1-4246-9cf0-7c7e96d6e59f","17213"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","MGVZcNf/cqjavfyU8GKo/Nr4nx1Q3dyKD32/i3Zf","212","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.214674","2020-11-13 14:16:37.210221","54c1fe6c-1bdf-4085-832e-6292b9cfd496","17223"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","mWxg3TXgehoeTx+7FbFD2j/YaBRP+FTSdrODmTb4","665","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.254682","2020-11-13 14:16:37.249363","1432057a-a64c-40d6-8b8d-95be2e3f2dd5","17226"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","vLU1E4kYY3aFbjDtKH15Ro39q2eERsaYm0ISMwzJ","464","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.413978","2020-11-13 14:16:37.410220","3a41e973-317e-496a-b3eb-83f3369ea21b","17242"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","uri://ed-fi.org/Assessment/Assessment.xml","XAH2nEsr81513z1Q95fYhAz7ZJUTXtx+PIw2LQMv","701","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:37.448793","2020-11-13 14:16:37.444189","8a0495e9-1c09-4f9d-bba9-46ba5b963a9f","17246"
