attendanceeventcategorydescriptorid,eventdate,schoolid,schoolyear,sessionname,studentusi,attendanceeventreason,educationalenvironmentdescriptorid,eventduration,schoolattendanceduration,arrivaltime,departuretime,discriminator,createdate,lastmodifieddate,id,changeversion
"250","2010-12-07","255901044","2011","2010-2011 Fall Semester","592","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.695065","2020-11-13 14:17:42.695000","34be8639-3364-4897-a89a-fada47848178","33709"
"248","2010-09-08","255901044","2011","2010-2011 Fall Semester","599","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.701035","2020-11-13 14:17:42.700948","87d97087-1d39-46c2-bc49-1d5d23398b1b","33711"
"250","2010-11-02","255901044","2011","2010-2011 Fall Semester","599","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.704777","2020-11-13 14:17:42.704694","0aa67ce5-fcae-48df-8df3-9ab0fa5617b5","33712"
"250","2011-01-11","255901044","2011","2010-2011 Spring Semester","599","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.714047","2020-11-13 14:17:42.713955","982826d7-9b7a-44e1-b634-2427f127c678","33717"
"250","2011-04-15","255901044","2011","2010-2011 Spring Semester","599","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.721053","2020-11-13 14:17:42.720959","1c45b4cb-5d85-4267-8b9a-621278654264","33720"
"248","2010-08-24","255901044","2011","2010-2011 Fall Semester","600","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.723616","2020-11-13 14:17:42.723559","d0553cd7-9782-42e8-a81e-9984612d9e4f","33722"
"250","2010-09-16","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.728780","2020-11-13 14:17:42.728709","8b80c9ee-f97b-49ac-acc4-bb502ac65e74","33723"
"250","2010-10-07","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.731818","2020-11-13 14:17:42.731758","35d10524-3eb2-4cca-8d2c-300c03c8eee5","33726"
"250","2010-11-11","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.738594","2020-11-13 14:17:42.738474","eb39f4d9-ec5a-4984-8e52-414257d57c89","33729"
"250","2010-12-13","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.748648","2020-11-13 14:17:42.748560","19001988-2852-4d76-84be-633479a1879c","33733"
"250","2011-02-18","255901044","2011","2010-2011 Spring Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.756511","2020-11-13 14:17:42.756375","a8813a30-ed58-4bf5-bdf1-c3415ce26681","33735"
"250","2011-03-22","255901044","2011","2010-2011 Spring Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.760156","2020-11-13 14:17:42.759954","1d7a92b1-c6b3-4db2-be7d-078d7db81f6e","33738"
"250","2011-04-14","255901044","2011","2010-2011 Spring Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.765903","2020-11-13 14:17:42.765812","c6c2cb38-12c3-4ccb-8857-66124a391698","33739"
"250","2010-09-17","255901044","2011","2010-2011 Fall Semester","633","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.769215","2020-11-13 14:17:42.769074","53fb1b00-3f45-4308-a5c9-6af25ed536f8","33741"
"250","2010-11-16","255901044","2011","2010-2011 Fall Semester","633","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.775132","2020-11-13 14:17:42.774216","03ee7206-cf0b-49b9-90cc-d1931cca62fb","33743"
"248","2010-09-01","255901044","2011","2010-2011 Fall Semester","637","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.779054","2020-11-13 14:17:42.778718","cd70fc38-2ac3-4f29-ad65-91df77213884","33746"
"250","2010-10-21","255901044","2011","2010-2011 Fall Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.783760","2020-11-13 14:17:42.783660","34795eb0-a3b0-4971-9c33-3f0ba1015597","33747"
"250","2010-12-14","255901044","2011","2010-2011 Fall Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.788423","2020-11-13 14:17:42.788358","5d6445e1-7ffd-4cdd-b6ab-7e5fd999b18f","33750"
"250","2011-01-20","255901044","2011","2010-2011 Spring Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.792555","2020-11-13 14:17:42.792421","dc59b71c-5c1b-44af-8647-39f0dadcf8cb","33752"
"250","2011-03-01","255901044","2011","2010-2011 Spring Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.798822","2020-11-13 14:17:42.798015","2c6e5d08-956f-453f-8eb2-51023cc33570","33754"
"248","2010-08-26","255901044","2011","2010-2011 Fall Semester","651","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.801452","2020-11-13 14:17:42.801389","300edc6c-fd33-411e-8e84-1f10369ae3d3","33756"
"250","2010-11-10","255901044","2011","2010-2011 Fall Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.808297","2020-11-13 14:17:42.808070","a1a549c1-9a4f-4159-9d83-1de8037a3a70","33759"
"250","2011-01-20","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.818256","2020-11-13 14:17:42.818112","1490e2da-13bf-4f76-adc7-f07c206a3b42","33762"
"250","2011-03-07","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.822046","2020-11-13 14:17:42.821864","b4898b28-e245-44c1-b571-a6860f658dbc","33765"
"250","2011-03-28","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.827964","2020-11-13 14:17:42.827863","c37d58d7-8085-4668-8716-9959970fd0c9","33766"
"250","2011-04-28","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.831808","2020-11-13 14:17:42.831729","fb84c7fb-18bb-4482-91a4-af7c1f562149","33768"
"248","2010-09-21","255901044","2011","2010-2011 Fall Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.838308","2020-11-13 14:17:42.838212","1f1dfe48-88d6-4f98-b85a-049963ceec3e","33771"
"248","2010-11-19","255901044","2011","2010-2011 Fall Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.847714","2020-11-13 14:17:42.847617","5ff28f6c-e818-492e-9fa9-405fb7d72413","33774"
"248","2010-12-13","255901044","2011","2010-2011 Fall Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.852628","2020-11-13 14:17:42.852503","7a9381eb-d865-4692-9938-bc133a15b1bc","33777"
"248","2011-01-07","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.861039","2020-11-13 14:17:42.860957","3d326e82-e392-4d4d-b0b2-fe51b39aa4f7","33780"
"248","2011-02-22","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.868386","2020-11-13 14:17:42.868242","7d06a993-a851-468f-acc6-81041d68f259","33783"
"248","2010-09-08","255901044","2011","2010-2011 Fall Semester","683","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.878949","2020-11-13 14:17:42.878866","cb4c6d9b-b77e-40e7-add2-c6e2b7fbd7c0","33787"
"250","2011-03-21","255901044","2011","2010-2011 Spring Semester","683","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.888070","2020-11-13 14:17:42.887945","c0ae552c-50cd-4d10-8c5f-79c3e427e690","33790"
"248","2010-09-08","255901044","2011","2010-2011 Fall Semester","746","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.900146","2020-11-13 14:17:42.900084","ccb5915e-2d72-42b9-a1e5-734c3f457191","33797"
"248","2010-12-01","255901044","2011","2010-2011 Fall Semester","507","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.499161","2020-11-13 14:17:42.499099","7817d9c3-f86a-4061-8cc7-a11a5a5b9316","33644"
"248","2011-03-08","255901044","2011","2010-2011 Spring Semester","507","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.515444","2020-11-13 14:17:42.514643","e62c7cae-2598-41b4-be7f-c1b6c6080d92","33647"
"248","2010-12-15","255901044","2011","2010-2011 Fall Semester","522","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.548836","2020-11-13 14:17:42.548718","52068e4a-f40b-430d-85e0-fc2fcabd86cc","33656"
"248","2010-11-18","255901044","2011","2010-2011 Fall Semester","532","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.586925","2020-11-13 14:17:42.586845","2ad1c82f-9c7e-45ff-827b-7bbfab1eec51","33666"
"248","2011-01-19","255901044","2011","2010-2011 Spring Semester","532","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.593093","2020-11-13 14:17:42.593018","a862c34e-428d-42b4-9b45-f6fe3407e3dc","33668"
"250","2011-03-21","255901044","2011","2010-2011 Spring Semester","534","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.616457","2020-11-13 14:17:42.616403","8adf32e6-2ff9-482b-8cf8-3b54026979f6","33678"
"250","2010-09-17","255901044","2011","2010-2011 Fall Semester","565","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.626318","2020-11-13 14:17:42.626191","a158d9d9-d02f-4926-b80b-d7df930c09a9","33682"
"250","2010-10-06","255901044","2011","2010-2011 Fall Semester","572","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.635874","2020-11-13 14:17:42.635807","978611ca-4628-4608-877e-eb0883246702","33686"
"250","2010-11-08","255901044","2011","2010-2011 Fall Semester","572","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.645051","2020-11-13 14:17:42.644972","737b5a49-b690-48bc-9ebf-a36531a55d88","33690"
"250","2010-12-03","255901044","2011","2010-2011 Fall Semester","572","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.655409","2020-11-13 14:17:42.655350","3ecb351f-999f-413b-8998-bd37309659a3","33694"
"250","2011-02-04","255901044","2011","2010-2011 Spring Semester","572","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.665454","2020-11-13 14:17:42.665377","9c2288bc-50b7-4564-9523-974c02c17cd6","33698"
"250","2011-02-18","255901044","2011","2010-2011 Spring Semester","572","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.673682","2020-11-13 14:17:42.673602","5f941d30-f047-49ab-b5d2-0dd56fce7795","33701"
"250","2011-03-25","255901044","2011","2010-2011 Spring Semester","579","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.684406","2020-11-13 14:17:42.684349","a874947e-0964-4ef7-badb-dbcb061a0735","33706"
"250","2011-03-07","255901044","2011","2010-2011 Spring Semester","592","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.695368","2020-11-13 14:17:42.695316","c974cc33-660e-48e6-b119-0cba317d334a","33710"
"250","2010-10-06","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.730974","2020-11-13 14:17:42.730904","feab3bd7-719e-4cd3-84d7-b6931c24fbe1","33725"
"250","2011-01-10","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.810816","2020-11-13 14:17:42.810757","5770227b-98ad-45e3-9074-9ab41e111801","33761"
"248","2011-03-07","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.871170","2020-11-13 14:17:42.871099","edb09e99-bf7d-4bf8-94f6-95b611e47cfd","33785"
"248","2011-05-18","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.880657","2020-11-13 14:17:42.880584","1bd8f0d7-e328-4a23-a380-5671d9f78caa","33789"
"250","2010-09-17","255901044","2011","2010-2011 Fall Semester","739","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.889626","2020-11-13 14:17:42.888803","38486f76-4739-4ee6-862e-69f1791bc96b","33792"
"248","2010-08-25","255901044","2011","2010-2011 Fall Semester","746","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.899523","2020-11-13 14:17:42.899402","6818b0d5-29cf-4857-8bc1-0b4ab9acb776","33796"
"248","2011-04-15","255901044","2011","2010-2011 Spring Semester","762","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.010225","2020-11-13 14:17:43.010093","e2c053af-a53c-43c9-ab3f-1179cf5da50c","33834"
"250","2010-10-06","255901044","2011","2010-2011 Fall Semester","828","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.033544","2020-11-13 14:17:43.033465","64fbf3a3-2c3e-425e-885f-be3f8b36a3aa","33844"
"250","2010-10-14","255901044","2011","2010-2011 Fall Semester","828","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.042356","2020-11-13 14:17:43.042263","52fa37bf-ce64-4e2e-9bc4-ebf2250879f9","33846"
"248","2010-09-23","255901107","2011","2010-2011 Fall Semester","8","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.210665","2020-11-13 14:17:43.210581","89bc3a29-1270-496e-b759-445cb0d6b533","33912"
"248","2011-01-28","255901107","2011","2010-2011 Spring Semester","17","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.286334","2020-11-13 14:17:43.286259","2c79f8b2-e38a-47b3-844e-258e0bec00f2","33945"
"248","2010-10-15","255901107","2011","2010-2011 Fall Semester","22","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.296702","2020-11-13 14:17:43.296623","9ec95bdb-2dbe-401e-ac75-571825981da3","33951"
"248","2010-12-16","255901107","2011","2010-2011 Fall Semester","22","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.314161","2020-11-13 14:17:43.314016","3e5adb44-c74b-49f6-95fa-fafd0499ab87","33959"
"248","2011-04-14","255901107","2011","2010-2011 Spring Semester","22","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.322874","2020-11-13 14:17:43.322809","29e705a4-693d-4cff-a678-2daf6750570c","33963"
"251","2011-05-25","255901107","2011","2010-2011 Spring Semester","25","Tardy",,,"5","15:00:00",,"NULL","2020-11-13 14:17:43.331613","2020-11-13 14:17:43.331518","46af4e48-877d-4a2c-9052-dcc86ab7a47b","33965"
"251","2011-05-12","255901107","2011","2010-2011 Spring Semester","25","Tardy",,,"10","15:05:00",,"NULL","2020-11-13 14:17:43.333067","2020-11-13 14:17:43.333018","4e8f792a-2d3f-4d0d-b2c7-882f5e875df7","33967"
"251","2011-05-25","255901107","2011","2010-2011 Spring Semester","33","Tardy",,,"5","14:05:00",,"NULL","2020-11-13 14:17:43.340186","2020-11-13 14:17:43.340110","d6772780-abd1-40ed-9a89-3e9c7f632ac3","33969"
"251","2011-05-12","255901107","2011","2010-2011 Spring Semester","35","Tardy",,,"10","15:05:00",,"NULL","2020-11-13 14:17:43.343536","2020-11-13 14:17:43.343468","cd193b19-cbf3-4b72-93e1-90aee576a405","33971"
"250","2010-09-28","255901107","2011","2010-2011 Fall Semester","36","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.352149","2020-11-13 14:17:43.352088","7a8f7a79-9f1a-4fbd-be94-d316eafb3841","33974"
"250","2010-11-17","255901107","2011","2010-2011 Fall Semester","36","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.359785","2020-11-13 14:17:43.359673","f6f34e8b-e50d-4c0b-a3f0-4f0ae2a4be80","33977"
"250","2010-12-07","255901107","2011","2010-2011 Fall Semester","36","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.362002","2020-11-13 14:17:43.361940","ffb648df-f0f6-46d1-b023-0bca1f4ca607","33979"
"250","2011-02-11","255901107","2011","2010-2011 Spring Semester","36","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.368863","2020-11-13 14:17:43.368557","d1924b2d-2b49-4e86-8ed2-f35cf063a70b","33981"
"250","2011-05-25","255901107","2011","2010-2011 Spring Semester","36","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.378679","2020-11-13 14:17:43.378570","1c9f9020-574f-4bde-b63b-23353e4ab498","33985"
"251","2011-05-25","255901107","2011","2010-2011 Spring Semester","39","Tardy",,,"5","14:05:00",,"NULL","2020-11-13 14:17:43.385787","2020-11-13 14:17:43.385642","5c30490d-8f7f-4f29-9394-9516fa28a103","33988"
"250","2010-09-13","255901107","2011","2010-2011 Fall Semester","52","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.399413","2020-11-13 14:17:43.399333","57560324-f1d0-4568-9eff-85c299e1c9a3","33992"
"250","2011-02-21","255901107","2011","2010-2011 Spring Semester","52","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.400581","2020-11-13 14:17:43.400473","dd0e9727-4818-42f2-83b4-f1992e4bcf27","33995"
"251","2011-05-10","255901107","2011","2010-2011 Spring Semester","55","Tardy",,,"5","15:00:00",,"NULL","2020-11-13 14:17:43.408787","2020-11-13 14:17:43.408698","a4ed4213-f2d5-4c4a-b463-511fb7e3105d","33996"
"251","2011-05-25","255901107","2011","2010-2011 Spring Semester","55","Tardy",,,"5","15:00:00",,"NULL","2020-11-13 14:17:43.410173","2020-11-13 14:17:43.410034","f53870b7-f1f6-4652-8257-e9168dac8125","33999"
"250","2010-08-26","255901107","2011","2010-2011 Fall Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.419051","2020-11-13 14:17:43.418956","d70a227d-313b-4b3f-b5c1-d532a70fa2cc","34001"
"250","2010-09-29","255901107","2011","2010-2011 Fall Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.420015","2020-11-13 14:17:43.419896","9941e1a2-8b07-4bb1-8f61-a156f624a21b","34003"
"250","2010-10-27","255901107","2011","2010-2011 Fall Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.427772","2020-11-13 14:17:43.427677","2d270cad-1509-4548-be5b-39c142e238e4","34004"
"250","2011-01-24","255901107","2011","2010-2011 Spring Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.429749","2020-11-13 14:17:43.429700","2929e0e3-6745-4d2e-bf1c-2b2667ca1ccf","34007"
"250","2011-03-01","255901107","2011","2010-2011 Spring Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.440437","2020-11-13 14:17:43.440350","3a0efe5e-cd3e-4b47-9d24-dd7b095ed52e","34011"
"250","2011-03-09","255901107","2011","2010-2011 Spring Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.445661","2020-11-13 14:17:43.445546","a95d06d6-8d5e-4b13-bb4b-d0f187dc87cc","34012"
"250","2011-03-25","255901107","2011","2010-2011 Spring Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.449225","2020-11-13 14:17:43.448857","79fa19b2-5615-439e-83d0-c700b78bd1dd","34014"
"250","2011-04-28","255901107","2011","2010-2011 Spring Semester","57","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:43.454417","2020-11-13 14:17:43.454263","696ac091-7420-4657-8952-1bedeb595537","34016"
"251","2011-05-12","255901107","2011","2010-2011 Spring Semester","58","Tardy",,,"35","13:40:00",,"NULL","2020-11-13 14:17:43.458117","2020-11-13 14:17:43.458025","3f2866e0-b141-436c-bf12-1fb24655be70","34018"
"248","2010-08-26","255901107","2011","2010-2011 Fall Semester","65","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.463316","2020-11-13 14:17:43.463246","ef55f0d1-fe7f-464e-86ea-5ecb29cea4fa","34020"
"248","2010-09-16","255901107","2011","2010-2011 Fall Semester","65","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.467047","2020-11-13 14:17:43.466566","4e70109b-2b7f-4838-b530-aca6f57921a9","34022"
"248","2010-10-11","255901107","2011","2010-2011 Fall Semester","65","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.471816","2020-11-13 14:17:43.471700","cd01ed6a-c9d9-4188-b10f-15b0a188bed5","34024"
"248","2010-11-11","255901107","2011","2010-2011 Fall Semester","65","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:43.479171","2020-11-13 14:17:43.479088","1417a563-832e-4197-b30c-80d565676336","34027"
"250","2010-10-21","255901044","2011","2010-2011 Fall Semester","599","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.704775","2020-11-13 14:17:42.704707","ed46e06a-a0a9-4796-bcfd-3764dc96324f","33713"
"250","2011-01-10","255901044","2011","2010-2011 Spring Semester","599","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.713359","2020-11-13 14:17:42.713278","ef5f3d9f-883c-4153-a9bc-e26acbacd6ac","33716"
"250","2011-03-25","255901044","2011","2010-2011 Spring Semester","599","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.720086","2020-11-13 14:17:42.720014","1522ea34-2d20-4482-a730-897a8fc7ccce","33719"
"250","2010-10-22","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.737777","2020-11-13 14:17:42.737638","2323d7ff-88e8-43c3-a20f-aebfdcfb0abf","33727"
"250","2010-12-01","255901044","2011","2010-2011 Fall Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.741899","2020-11-13 14:17:42.741826","489dc944-978b-4e86-9500-1698687e455b","33730"
"250","2011-01-12","255901044","2011","2010-2011 Spring Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.748702","2020-11-13 14:17:42.748575","e7352b90-34c2-43cf-9e1c-d62bdff175d4","33732"
"250","2011-02-07","255901044","2011","2010-2011 Spring Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.751557","2020-11-13 14:17:42.751493","fb028d36-5702-47de-9204-d6ec45e5aa9c","33734"
"250","2011-03-11","255901044","2011","2010-2011 Spring Semester","600","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.758791","2020-11-13 14:17:42.758724","c7ced125-678a-4b3c-bab8-63633babd56e","33737"
"248","2010-08-26","255901044","2011","2010-2011 Fall Semester","637","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.777400","2020-11-13 14:17:42.777332","9e9ad036-5273-451b-8551-96b40759aa29","33745"
"250","2010-11-10","255901044","2011","2010-2011 Fall Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.784293","2020-11-13 14:17:42.784080","36d688da-74ce-40e0-9cf1-95e32f123bf0","33748"
"250","2011-01-11","255901044","2011","2010-2011 Spring Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.791477","2020-11-13 14:17:42.791396","6b462d0b-2738-4cb8-877e-e123214be77c","33751"
"250","2011-04-15","255901044","2011","2010-2011 Spring Semester","637","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.802453","2020-11-13 14:17:42.802047","e95762da-e885-49aa-86e6-14c3312e819f","33757"
"250","2011-01-07","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.808974","2020-11-13 14:17:42.808882","cffe7cc5-5002-41d6-b443-28f13fa7ef3c","33760"
"250","2011-02-09","255901044","2011","2010-2011 Spring Semester","651","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.820777","2020-11-13 14:17:42.820703","7b3c9f8c-5ee8-458a-a1ce-18d70f8ffa4a","33764"
"248","2010-09-14","255901044","2011","2010-2011 Fall Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.831814","2020-11-13 14:17:42.831729","d6bc4fe7-4aa3-47c6-b234-8c7b5b13fa28","33769"
"248","2010-11-12","255901044","2011","2010-2011 Fall Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.842349","2020-11-13 14:17:42.842281","7931ecfe-3c49-444c-b96f-103db72b5313","33773"
"248","2011-01-06","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.858728","2020-11-13 14:17:42.858168","59020bba-ddb5-48fe-964c-46a505a0e5d8","33778"
"248","2011-03-23","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.871171","2020-11-13 14:17:42.871089","3c713de4-efce-4112-897a-5497a681863f","33784"
"248","2011-03-28","255901044","2011","2010-2011 Spring Semester","679","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.878434","2020-11-13 14:17:42.878151","4fa5be7b-39d6-45ea-9834-b9b53d7a4186","33786"
"250","2010-11-04","255901044","2011","2010-2011 Fall Semester","739","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.890191","2020-11-13 14:17:42.889843","4dbabf50-402c-4260-b680-0f7038c30dbd","33793"
"250","2011-01-24","255901044","2011","2010-2011 Spring Semester","739","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.898142","2020-11-13 14:17:42.897929","49f75383-077d-497d-83e8-7577f0e52e6e","33795"
"250","2010-10-27","255901044","2011","2010-2011 Fall Semester","746","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.909127","2020-11-13 14:17:42.909007","9a484d78-4c80-412a-a49b-18d3e85f8715","33799"
"250","2011-01-20","255901044","2011","2010-2011 Spring Semester","746","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.919801","2020-11-13 14:17:42.919640","9b621fe1-1545-4bb8-8003-502b63ec6977","33804"
"250","2011-03-02","255901044","2011","2010-2011 Spring Semester","746","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.928112","2020-11-13 14:17:42.927964","4e192a7e-79a3-42ed-98b1-de1abc84c979","33807"
"250","2010-11-12","255901044","2011","2010-2011 Fall Semester","760","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.938662","2020-11-13 14:17:42.938239","02391437-393b-4cde-bdfe-74c4da4805e5","33811"
"250","2010-12-17","255901044","2011","2010-2011 Fall Semester","760","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.948617","2020-11-13 14:17:42.948380","95234107-925e-485d-99a2-194978191869","33816"
"250","2011-02-07","255901044","2011","2010-2011 Spring Semester","760","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.957756","2020-11-13 14:17:42.957671","a9c46bce-9621-462e-9a03-43d1d5c318f2","33818"
"250","2011-05-09","255901044","2011","2010-2011 Spring Semester","760","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:42.969726","2020-11-13 14:17:42.969661","9fea150c-a218-4b27-b387-ecc16767c64c","33824"
"248","2010-09-14","255901044","2011","2010-2011 Fall Semester","762","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.977668","2020-11-13 14:17:42.977600","89ff3626-ef7f-4de9-b8f9-d0fb736deb1f","33827"
"248","2010-12-09","255901044","2011","2010-2011 Fall Semester","762","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:42.987719","2020-11-13 14:17:42.987653","102cf7a4-d058-4b5e-a0bb-aaeb29b2853a","33831"
