assessmentidentifier,identificationcode,namespace,studentassessmentidentifier,studentusi,createdate
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.487807"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488498"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488523"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488534"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488543"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488551"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488558"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488568"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488576"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488584"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488595"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","MqIRur7GK2K5L2/gH+U21VAMESlvJ8DRcRZwxhSY","385","2020-11-13 14:16:41.462437"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","MqIRur7GK2K5L2/gH+U21VAMESlvJ8DRcRZwxhSY","385","2020-11-13 14:16:41.462445"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","MqIRur7GK2K5L2/gH+U21VAMESlvJ8DRcRZwxhSY","385","2020-11-13 14:16:41.462454"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.514945"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515556"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515617"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515645"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515654"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515698"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515708"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515716"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515724"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515733"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515741"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","PIfLmMJ4lQuue9anNoeHK4JwK77QsAB4Ni9AjChG","298","2020-11-13 14:16:41.515748"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.573264"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.573915"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574020"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574036"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574044"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574052"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574061"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574069"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574078"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574087"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574094"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","Rf+gJKVIqv6nfRQWsGjNiEQnpbcW5D0INc75WDRb","535","2020-11-13 14:16:41.574102"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615076"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615681"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615693"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615701"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615711"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615719"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615727"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615737"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615745"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615753"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615763"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","Sm07dIvFMhSAmdgHJyycN3BZzNM4GBIceS2KRpSQ","296","2020-11-13 14:16:41.615770"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","tjyyY09zHThBKDCJAyM9NgCzQN43Wusqrx99feYA","530","2020-11-13 14:16:41.647999"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","tjyyY09zHThBKDCJAyM9NgCzQN43Wusqrx99feYA","530","2020-11-13 14:16:41.648654"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","tjyyY09zHThBKDCJAyM9NgCzQN43Wusqrx99feYA","530","2020-11-13 14:16:41.648669"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","tjyyY09zHThBKDCJAyM9NgCzQN43Wusqrx99feYA","530","2020-11-13 14:16:41.648677"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","nC9CqDfAAStzXGF3rBPcftRzLn2TnMYWk9HnzsWU","261","2020-11-13 14:16:41.488607"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.512827"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513545"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513565"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513576"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513585"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513593"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513602"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513610"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513618"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513628"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513636"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","NG//Up2XM2nh3FdegR4JurM/lRnPA0wr5jqJbw28","290","2020-11-13 14:16:41.513643"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.557684"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558291"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558303"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558313"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558321"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558329"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558337"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558345"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558353"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558362"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558369"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","qcyEOggXf7sUqiQrwPaFRiE7Qh56peQ/U69k2Iyd","99","2020-11-13 14:16:41.558378"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.600905"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601721"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601800"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601812"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601822"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601834"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601884"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601907"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601920"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601928"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601936"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","SC4ih0Xj5+q7AZVbzFK55xrUOmGz27ZNdlKgg95I","254","2020-11-13 14:16:41.601946"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","u26TdBnGyOCbLr/EOsMUPsVZlUl1E+0vJPcr6dla","944","2020-11-13 14:16:41.658322"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","u26TdBnGyOCbLr/EOsMUPsVZlUl1E+0vJPcr6dla","944","2020-11-13 14:16:41.658976"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","u26TdBnGyOCbLr/EOsMUPsVZlUl1E+0vJPcr6dla","944","2020-11-13 14:16:41.658992"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","u26TdBnGyOCbLr/EOsMUPsVZlUl1E+0vJPcr6dla","944","2020-11-13 14:16:41.659001"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","u26TdBnGyOCbLr/EOsMUPsVZlUl1E+0vJPcr6dla","944","2020-11-13 14:16:41.659009"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","u26TdBnGyOCbLr/EOsMUPsVZlUl1E+0vJPcr6dla","944","2020-11-13 14:16:41.659019"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530377"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530386"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530395"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530403"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530411"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530419"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530428"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530436"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530443"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","pprwkGz88VZtOHRuhcH0OcztzcUUV/usfAwkG4wu","610","2020-11-13 14:16:41.530452"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.560905"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561591"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561607"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561618"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561631"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561639"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561648"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561657"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561665"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561673"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561682"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","qIPbhuPX9jyt5wL7pvIMEX0FQ6lORoSxwdnctp/e","593","2020-11-13 14:16:41.561690"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","SHxeIGHIh7WGQNCW13H8320hVtvkAdsZTQIt4EV3","106","2020-11-13 14:16:41.602463"
