learningstandardid,title,version,uri,publicationdate,publicationyear,publicationstatusdescriptorid,mandatingeducationorganizationid,begindate,enddate,createdate
"111.23.NA.7.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.579268"
"111.23.NA.7.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.583972"
"111.23.NA.7.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.591143"
"111.23.NA.7.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.603589"
"111.23.NA.7.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.615143"
"111.23.NA.7.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.626600"
"111.24.NA.8.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.632771"
"111.24.NA.8.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:21.637684"
"111.24.NA.8.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.644536"
"111.24.NA.8.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.651542"
"111.24.NA.8.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.660752"
"111.24.NA.8.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.665741"
"111.24.NA.8.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.674312"
"111.24.NA.8.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.683468"
"111.24.NA.8.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.688433"
"111.24.NA.8.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.697674"
"111.24.NA.8.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.708519"
"111.24.NA.8.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.718535"
"111.24.NA.8.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.726169"
"111.24.NA.8.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.729885"
"111.24.NA.8.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.736646"
"111.24.NA.8.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.740394"
"111.32.NA.A.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:21.750547"
"111.32.NA.A.1.E","State Standard",,,,,,,,,"2020-11-13 14:15:21.756730"
"111.32.NA.A.11.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.768797"
"111.32.NA.A.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.778127"
"111.32.NA.A.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.781857"
"111.32.NA.A.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.790092"
"111.32.NA.A.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.799259"
"111.32.NA.A.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.803394"
"111.32.NA.A.6.D","State Standard",,,,,,,,,"2020-11-13 14:15:21.808943"
"111.32.NA.A.6.G","State Standard",,,,,,,,,"2020-11-13 14:15:21.818961"
"111.32.NA.A.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.824810"
"111.32.NA.A.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.830159"
"111.32.NA.A.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:21.840608"
"111.33.b.2A.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.850098"
"111.33.b.2A.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.855574"
"111.33.b.2A.10.F","State Standard",,,,,,,,,"2020-11-13 14:15:21.861947"
"111.33.b.2A.10.G","State Standard",,,,,,,,,"2020-11-13 14:15:21.865973"
"111.33.b.2A.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.870139"
"111.33.b.2A.11.E","State Standard",,,,,,,,,"2020-11-13 14:15:21.877597"
"111.33.b.2A.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:21.881910"
"111.33.b.2A.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.888141"
"111.33.b.2A.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.893760"
"111.33.b.2A.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.907165"
"111.33.b.2A.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.917606"
"111.33.b.2A.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.928056"
"111.33.b.2A.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.177402"
"111.33.b.2A.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.187344"
"111.33.b.2A.9.F","State Standard",,,,,,,,,"2020-11-13 14:15:22.197581"
"111.34.NA.G.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.207504"
"111.34.NA.G.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.212336"
"111.34.NA.G.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.219484"
"111.34.NA.G.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.230291"
"111.34.NA.G.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.238590"
"111.34.NA.G.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.245309"
"111.34.NA.G.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.252095"
"111.34.NA.G.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.260058"
"111.34.NA.G.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.268349"
"111.34.NA.G.8.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.280478"
"111.34.NA.G.8.F","State Standard",,,,,,,,,"2020-11-13 14:15:22.289521"
"111.34.NA.G.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.294470"
"111.35.NA.P.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.301222"
"111.35.NA.P.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.311596"
"111.35.NA.P.3.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.333621"
"111.35.NA.P.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.338162"
"111.35.NA.P.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.589595"
"111.36.NA.M.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.602998"
"111.36.NA.M.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.615953"
"111.36.NA.M.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.624556"
"111.36.NA.M.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.635148"
"111.36.NA.M.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.644778"
"111.36.NA.M.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.655853"
"111.36.NA.M.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.665726"
"112.13.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.676433"
"112.13.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.686922"
"112.13.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.699242"
"112.13.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.707834"
"112.13.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.716165"
"112.13.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.726326"
"112.13.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.739318"
"112.13.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.748568"
"112.14.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.760516"
"112.14.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.768059"
"112.14.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.778845"
"112.14.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.791196"
"112.14.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.799067"
"112.14.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.807685"
"111.33.b.2A.11.D","State Standard",,,,,,,,,"2020-11-13 14:15:21.876768"
"111.33.b.2A.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:21.891889"
"111.33.b.2A.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.907584"
"111.33.b.2A.5.E","State Standard",,,,,,,,,"2020-11-13 14:15:21.918261"
"111.33.b.2A.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:21.929249"
"111.33.b.2A.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.177845"
"111.33.b.2A.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.187579"
"111.33.b.2A.9.G","State Standard",,,,,,,,,"2020-11-13 14:15:22.199888"
"111.34.NA.G.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.229672"
"111.34.NA.G.3.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.240401"
"111.34.NA.G.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.260412"
"111.34.NA.G.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.271408"
"111.34.NA.G.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.279997"
"111.34.NA.G.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.290003"
"111.35.NA.P.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.301679"
"111.35.NA.P.1.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.311694"
"111.35.NA.P.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.322002"
"111.35.NA.P.3.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.331623"
"111.35.NA.P.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.342512"
"111.35.NA.P.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.590049"
"111.36.NA.M.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.603094"
"111.36.NA.M.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.616220"
"111.36.NA.M.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.626237"
"111.36.NA.M.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.636044"
"111.36.NA.M.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.645824"
"111.36.NA.M.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.656517"
"111.36.NA.M.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.667198"
"112.13.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.678022"
"112.13.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.689001"
"112.13.2.F","State Standard",,,,,,,,,"2020-11-13 14:15:22.698344"
"112.13.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.708716"
"112.13.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.717584"
"112.13.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.729030"
"112.13.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.738365"
"112.13.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.749331"
"112.13.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.759042"
"112.14.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.769379"
"112.14.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.779403"
"112.14.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.789131"
"112.14.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.808955"
"112.14.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.819679"
"112.14.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.838268"
"112.14.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.851180"
"112.15.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.862505"
"112.15.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.885400"
"112.15.3.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.896487"
"112.15.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.920527"
"112.15.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.929687"
"112.16.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.950972"
"112.16.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.962722"
"112.16.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.971739"
"112.16.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.983793"
"112.16.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.004637"
"112.16.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.014302"
"112.16.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.025635"
"112.16.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.035509"
"112.18.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.058057"
"112.18.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.077909"
"112.18.12.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.089789"
"112.18.12.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.098365"
"112.18.12.F","State Standard",,,,,,,,,"2020-11-13 14:15:23.102294"
"112.18.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.109947"
"112.18.3.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.120370"
"112.18.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.132560"
"112.18.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.167915"
"112.19.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.172471"
"112.19.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.183808"
"112.19.12.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.202500"
"112.19.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.207281"
"112.19.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.218311"
"112.19.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.227679"
"112.19.3.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.236967"
"112.19.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.250843"
"112.19.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.259683"
"112.19.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.271009"
"112.19.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.279477"
"112.20.11.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.298081"
"112.20.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.308012"
"112.20.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.319294"
"112.20.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.332117"
"112.20.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.343374"
"112.20.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.588078"
"112.20.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.599047"
"112.20.8.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.609295"
"112.20.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.619169"
"112.32.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.628720"
"112.32.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.638743"
"112.32.12.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.648692"
"112.32.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.659591"
"112.32.2.F","State Standard",,,,,,,,,"2020-11-13 14:15:23.668824"
"112.32.2.I","State Standard",,,,,,,,,"2020-11-13 14:15:23.675787"
"112.32.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.689175"
"112.32.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.699691"
"112.32.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.705540"
"112.32.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.713120"
"112.32.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.729210"
"112.32.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.737585"
"112.32.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.741902"
"112.34.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.746808"
"112.34.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.754391"
"112.34.12.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.773729"
"112.34.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.782659"
"112.34.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.793902"
"112.34.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.806670"
"112.34.3.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.813645"
"112.34.3.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.818404"
"112.34.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.833323"
"111.34.NA.G.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.274036"
"111.34.NA.G.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.278310"
"111.34.NA.G.8.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.283559"
"111.34.NA.G.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.290822"
"111.34.NA.G.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.300014"
"111.35.NA.P.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.305526"
"111.35.NA.P.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.310818"
"111.35.NA.P.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.316934"
"111.35.NA.P.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.323984"
"111.35.NA.P.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.331136"
"111.35.NA.P.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.341339"
"111.35.NA.P.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.588356"
"111.35.NA.P.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.602969"
"111.36.NA.M.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.614416"
"111.36.NA.M.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.623376"
"111.36.NA.M.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.635628"
"111.36.NA.M.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.644490"
"111.36.NA.M.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.655015"
"111.36.NA.M.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.665725"
"112.13.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.676050"
"112.13.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.688846"
"112.13.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.696684"
"112.13.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.709363"
"112.13.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.719289"
"112.13.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.728727"
"112.13.6.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.736551"
"112.13.8.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.750126"
"112.13.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.757495"
"112.14.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.770687"
"112.14.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.777811"
"112.14.2.E","State Standard",,,,,,,,,"2020-11-13 14:15:22.788354"
"112.14.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.798009"
"112.14.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.802137"
"112.14.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.810373"
"112.14.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.817944"
"112.14.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.824063"
"112.14.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.828575"
"112.14.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.838172"
"112.14.8.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.850298"
"112.15.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.860167"
"112.15.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.877181"
"112.15.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.884591"
"112.15.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.891397"
"112.15.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.896626"
"112.15.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.902857"
"112.15.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.907888"
"112.15.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.918004"
"112.15.6.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.927480"
"112.15.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.932066"
"112.15.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.940560"
"112.15.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.945229"
"112.16.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.951832"
"112.16.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.956501"
"112.16.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.960703"
"112.16.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.971615"
"112.16.2.G","State Standard",,,,,,,,,"2020-11-13 14:15:22.982344"
"112.16.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.994313"
"112.16.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.003035"
"112.16.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.013834"
"112.16.6.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.019653"
"112.16.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.024363"
"112.16.7.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.030943"
"112.16.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.035780"
"112.16.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.048108"
"112.18.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.056544"
"112.18.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.062191"
"112.18.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.066256"
"112.18.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.073978"
"112.18.11.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.080450"
"112.18.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.086964"
"112.18.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.100681"
"112.18.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.108697"
"112.18.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.119767"
"112.18.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.124961"
"112.18.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.130826"
"112.18.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.135741"
"112.18.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.140566"
"112.18.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.145208"
"112.18.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.150342"
"112.18.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.154539"
"112.18.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.159366"
"112.18.8.E","State Standard",,,,,,,,,"2020-11-13 14:15:23.163300"
"112.18.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.169697"
"112.19.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.176948"
"112.19.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.186269"
"112.19.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.193626"
"112.19.12.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.197692"
"112.19.12.F","State Standard",,,,,,,,,"2020-11-13 14:15:23.204657"
"112.19.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.212099"
"112.19.14.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.216396"
"112.19.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.222587"
"112.19.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.226170"
"112.19.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.232206"
"112.19.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.235974"
"112.19.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.243642"
"112.19.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.249218"
"112.19.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.255400"
"112.19.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.261795"
"112.19.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.269133"
"112.19.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.273172"
"112.19.8.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.277677"
"112.20.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.283861"
"112.20.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.288267"
"112.20.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.293635"
"112.20.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.297388"
"112.20.11.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.303352"
"112.20.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.307919"
"112.14.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.812716"
"112.14.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.819138"
"112.14.7.D","State Standard",,,,,,,,,"2020-11-13 14:15:22.830370"
"112.14.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.834799"
"112.14.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.851170"
"112.15.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.862225"
"112.15.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.872729"
"112.15.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.877384"
"112.15.2.F","State Standard",,,,,,,,,"2020-11-13 14:15:22.886707"
"112.15.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.896194"
"112.15.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.908276"
"112.15.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.915130"
"112.15.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.920544"
"112.15.7.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.933981"
"112.15.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.939226"
"112.15.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.950155"
"112.16.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.961877"
"112.16.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.968491"
"112.16.2.F","State Standard",,,,,,,,,"2020-11-13 14:15:22.979415"
"112.16.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:22.983322"
"112.16.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:22.990341"
"112.16.4.B","State Standard",,,,,,,,,"2020-11-13 14:15:22.994878"
"112.16.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.001348"
"112.16.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.008072"
"112.16.6.C","State Standard",,,,,,,,,"2020-11-13 14:15:23.015213"
"112.16.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.025109"
"112.16.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:23.035679"
"112.16.8.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.042462"
"112.16.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.048263"
"112.16.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:23.054426"
"112.18.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:23.064857"
