learningstandardid,description,learningstandarditemcode,uri,coursetitle,successcriteria,parentlearningstandardid,namespace,learningstandardcategorydescriptorid,learningstandardscopedescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"112.15.2.D","analyze data and interpret patterns to construct reasonable explanations from data that can be observed and measured.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.883589","2020-11-13 14:15:22.883291","c91c3007-9e3d-4aa2-98ca-acf592d25fb8","6189"
"112.15.3.A","in all fields of science, analyze, evaluate, and critique scientific explanations by using empirical evidence, logical reasoning, and experimental and observational testing, including examining all sides of scientific evidence of those scientific explanations, so as to encourage critical thinking by the student.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.890580","2020-11-13 14:15:22.889952","9ac04e66-8777-4e61-8ae2-a111bed61325","6192"
"112.15.3.B","draw inferences and evaluate accuracy of services and product claims found in advertisements and labels such as for toys, food, and sunscreen.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.895704","2020-11-13 14:15:22.895043","429bbd96-d811-408d-98b0-3f274d290977","6195"
"112.13.8.C","explore the processes in the water cycle, including evaporation, condensation, and precipitation, as connected to weather conditions.",,,"Science, Grade 22010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.748566","2020-11-13 14:15:22.748213","464e15fc-06b7-49c4-bb22-189683073b7e","6141"
"112.13.9.C","compare and give examples of the ways living organisms depend on each other and on their environments such as food chains within a garden, park, beach, lake, and wooded area.",,,"Science, Grade 22010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.758206","2020-11-13 14:15:22.758018","841d825c-62fc-4666-8e48-888b58561056","6145"
"112.14.10.B","explore that some characteristics of organisms are inherited such as the number of limbs on an animal or flower color and recognize that some behaviors are learned in response to living in a certain environment such as animals using tools to get food.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.768567","2020-11-13 14:15:22.768366","64715692-9841-42bf-91ef-843434654a01","6149"
"112.14.2.C","construct maps, graphic organizers, simple tables, charts, and bar graphs using tools and current technology to organize, examine, and evaluate measured data.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.778596","2020-11-13 14:15:22.778407","9f07557c-2fc4-495e-8869-8bd3c7d0fed6","6153"
"112.14.3.A","in all fields of science, analyze, evaluate, and critique scientific explanations by using empirical evidence, logical reasoning, and experimental and observational testing, including examining all sides of scientific evidence of those scientific explanations, so as to encourage critical thinking by the student.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.788344","2020-11-13 14:15:22.788193","43bc83ab-af28-46a7-b507-789dd5d54940","6157"
"112.14.5.B","describe and classify samples of matter as solids, liquids, and gases and demonstrate that solids have a definite shape and that liquids and gases take the shape of their container.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.808033","2020-11-13 14:15:22.807832","9fc9914a-e882-4281-98f6-b12177943aa5","6164"
"112.14.6.C","observe forces such as magnetism and gravity acting on objects.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.818844","2020-11-13 14:15:22.818684","50aefc1a-6955-4ada-b56d-b700ce002aaa","6169"
"112.14.8.C","construct models that demonstrate the relationship of the Sun, Earth, and Moon, including orbits and positions.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.837427","2020-11-13 14:15:22.837218","26abbf6c-0283-438c-88f1-defab9c0ca80","6176"
"112.14.9.B","identify and describe the flow of energy in a food chain and predict how changes in a food chain affect the ecosystem such as removal of frogs from a pond or bees from a field.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.850393","2020-11-13 14:15:22.850197","c362cb8d-c9ba-46ce-8cce-fa7fda350395","6179"
"112.15.10.B","demonstrate that some likenesses between parents and offspring are inherited, passed from generation to generation such as eye color in humans or shapes of leaves in plants. Other likenesses are learned such as table manners or reading a book and seals balancing balls on their noses.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.861714","2020-11-13 14:15:22.861487","728609d8-a39d-452e-a291-349c4d22871a","6183"
"112.15.2.E","perform repeated investigations to increase the reliability of results.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.884390","2020-11-13 14:15:22.883728","4d2baa2c-7a52-412f-9b21-1f66121b2ef0","6190"
"112.15.3.D","connect grade-level appropriate science concepts with the history of science, science careers, and contributions of scientists.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.895709","2020-11-13 14:15:22.895477","ac7668a2-431a-43b2-8394-1061f38045c7","6194"
"112.15.6.B","differentiate between conductors and insulators.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.919629","2020-11-13 14:15:22.919441","3e979946-b7d4-4b2f-8dc2-40bdc819e2a5","6202"
"112.15.7.A","examine properties of soils, including color and texture, capacity to retain water, and ability to support the growth of plants.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.928724","2020-11-13 14:15:22.928441","584bc015-37cb-42c0-9f98-1bcdc7ed15b6","6205"
"112.16.1.A","demonstrate safe practices and the use of safety equipment as described in the Texas Safety Standards during classroom and outdoor investigations.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.950156","2020-11-13 14:15:22.949971","e181f3e3-a107-479f-a1c4-be1503f24bea","6213"
"112.16.10.C","describe the differences between complete and incomplete metamorphosis of insects.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.961982","2020-11-13 14:15:22.961822","4bc3a5ad-39c3-4583-98b9-ba82292bb7a2","6218"
"112.16.2.D","analyze and interpret information to construct reasonable explanations from direct (observable) and indirect (inferred) evidence.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.971016","2020-11-13 14:15:22.970817","0ab7d804-9e07-482c-8ce2-9fe93fdfaefe","6221"
"112.16.3.B","evaluate the accuracy of the information related to promotional materials for products and services such as nutritional labels.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.982877","2020-11-13 14:15:22.982484","2e2e50f5-0089-47fd-891c-9ab885ae11a2","6226"
"112.16.5.C","demonstrate that some mixtures maintain physical properties of their ingredients such as iron filings and sand.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.003740","2020-11-13 14:15:23.003579","1a9539cc-b348-40b6-a26a-208bd48e6833","6233"
"112.16.6.B","demonstrate that the flow of electricity in circuits requires a complete path through which an electric current can pass and can produce light, heat, and sound.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.013396","2020-11-13 14:15:23.013121","61c83b03-42f6-4bbc-9ef0-1c2809265bab","6236"
"112.16.7.C","identify alternative energy resources such as wind, solar, hydroelectric, geothermal, and biofuels.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.024803","2020-11-13 14:15:23.024619","152fd695-3466-4606-9cea-5f740dfd770c","6241"
"112.16.8.B","explain how the Sun and the ocean interact in the water cycle.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.034416","2020-11-13 14:15:23.034210","fe518b85-fb1d-4a08-a954-124ba71e4ce3","6244"
"112.18.1.B","practice appropriate use and conservation of resources, including disposal, reuse, or recycling of materials.",,,"Science, Grade 62010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.057212","2020-11-13 14:15:23.056960","bab1037d-674d-4c98-abeb-5414eb4aed19","6252"
"112.18.11.B","understand that gravity is the force that governs the motion of our solar system.",,,"Science, Grade 62010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.076311","2020-11-13 14:15:23.075529","fbb59538-e63d-4b77-88da-119c269e195d","6258"
"112.18.12.C","recognize that the broadest taxonomic classification of living organisms is divided into currently recognized Domains.",,,"Science, Grade 62010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.088637","2020-11-13 14:15:23.088360","d8c35517-0793-431b-8fd9-ae64d438f6fc","6262"
"112.14.3.B","draw inferences and evaluate accuracy of product claims found in advertisements and labels such as for toys and food.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.790379","2020-11-13 14:15:22.790218","59477b34-bada-47ce-8da5-ca8ed3494283","6158"
"112.14.4.A","collect, record, and analyze information using tools, including microscopes, cameras, computers, hand lenses, metric rulers, Celsius thermometers, wind vanes, rain gauges, pan balances, graduated cylinders, beakers, spring scales, hot plates, meter sticks, compasses, magnets, collecting nets, notebooks, sound recorders, and Sun, Earth, and Moon system models; timing devices, including clocks and stopwatches. materials to support observation of habitats of organisms such as terrariums and aquariums.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.798341","2020-11-13 14:15:22.798092","596076c9-dae8-4edd-b28e-765811d328e2","6160"
"112.14.5.A","measure, test, and record physical properties of matter, including temperature, mass, magnetism, and the ability to sink or float.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.806883","2020-11-13 14:15:22.806581","5a1e7eff-d6f4-4841-86ae-91cda53e818c","6163"
"112.14.5.D","explore and recognize that a mixture is created when two materials are combined such as gravel and sand and metal and plastic paper clips.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.811796","2020-11-13 14:15:22.811599","8f1ec5df-6196-4fd5-9435-d38c4a968df4","6166"
"112.14.6.B","demonstrate and observe how position and motion can be changed by pushing and pulling objects to show work being done such as swings, balls, pulleys, and wagons.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.818243","2020-11-13 14:15:22.818048","b7221b4c-a58d-4376-9f74-0ccd24406f59","6168"
"112.14.7.D","explore the characteristics of natural resources that make them useful in products and materials such as clothing and furniture and how resources may be conserved.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.829550","2020-11-13 14:15:22.829377","3b84005b-f9af-4a66-bc1f-40982ee234d9","6173"
"112.14.8.A","observe, measure, record, and compare day-to-day weather changes in different locations at the same time that include air temperature, wind direction, and precipitation.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.833893","2020-11-13 14:15:22.833679","53721d3f-6fbc-4731-8eaf-df435db6b1f8","6174"
"112.14.9.A","observe and describe the physical characteristics of environments and how they support populations and communities within an ecosystem.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.850323","2020-11-13 14:15:22.850123","662087cb-51d4-48b9-babd-79a9d3aba569","6178"
"112.15.1.B","make informed choices in the use and conservation of natural resources and reusing and recycling of materials such as paper, aluminum, glass, cans, and plastic.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.861488","2020-11-13 14:15:22.861262","09a2f3ad-6c34-4d03-a938-23417f463851","6182"
"112.15.10.C","explore, illustrate, and compare life cycles in living organisms such as butterflies, beetles, radishes, or lima beans.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.870190","2020-11-13 14:15:22.869982","e40015a6-ab5b-4b12-a44b-053e0c761b99","6185"
"112.15.2.B","collect and record data by observing and measuring, using the metric system, and using descriptive words and numerals such as labeled drawings, writing, and concept maps.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.876476","2020-11-13 14:15:22.876262","7677187d-47be-4e11-994f-1db5ed2c1009","6188"
"112.15.2.F","communicate valid, oral, and written results supported by data.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.885930","2020-11-13 14:15:22.885745","288186a1-eddb-4417-b71e-3a713426417c","6191"
"112.15.3.C","represent the natural world using models such as rivers, stream tables, or fossils and identify their limitations, including accuracy and size.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.895304","2020-11-13 14:15:22.894967","ae9e0a7a-ec1c-4e23-9804-d9aff12445f0","6193"
"112.15.5.B","predict the changes caused by heating and cooling such as ice becoming liquid water and condensation forming on the outside of a glass of ice water.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.907549","2020-11-13 14:15:22.907334","b575b44d-437e-4efd-8cac-7ebf592e2d14","6199"
"112.15.5.C","compare and contrast a variety of mixtures and solutions such as rocks in sand, sand in water, or sugar in water.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.913857","2020-11-13 14:15:22.913643","05aa214a-ddfd-4574-af4a-042b4fe6f2ca","6200"
"112.15.6.C","demonstrate that electricity travels in a closed path, creating an electrical circuit, and explore an electromagnetic field.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.919168","2020-11-13 14:15:22.918895","ed3de874-be69-4f76-9653-430d8a12faf1","6203"
"112.15.7.C","identify and classify Earth's renewable resources, including air, plants, water, and animals; and nonrenewable resources, including coal, oil, and natural gas; and the importance of conservation.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.932805","2020-11-13 14:15:22.932614","5cffbe42-15c6-49b4-a0a7-d5d519b1c6ad","6207"
"112.15.8.A","measure and record changes in weather and make predictions using weather maps, weather symbols, and a map key.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.938419","2020-11-13 14:15:22.938035","e60249f9-2e0f-4d45-a77f-3adef6556173","6208"
"112.15.9.B","describe the flow of energy through food webs the Sun, and predict how changes in the ecosystem affect the food web such as a fire in a forest.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.949191","2020-11-13 14:15:22.948841","1851b0aa-0261-4114-bcd8-9109d994fedb","6212"
"112.16.2.A","describe, plan, and implement simple experimental investigations testing one variable.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.960963","2020-11-13 14:15:22.960590","91cfb431-cf07-4d9b-913c-5b8510f1fa1d","6217"
"112.16.2.B","ask well-defined questions, formulate testable hypotheses, and select and use appropriate equipment and technology.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.967504","2020-11-13 14:15:22.966779","b073eea7-22cb-46a3-85fe-8cef12b7131e","6219"
"112.16.2.F","communicate valid conclusions in both written and verbal forms.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.978525","2020-11-13 14:15:22.978322","5ba83a57-de94-45ca-a6d5-7c9ec36d3a16","6223"
"112.16.3.A","in all fields of science, analyze, evaluate, and critique scientific explanations by using empirical evidence, logical reasoning, and experimental and observational testing, including examining all sides of scientific evidence of those scientific explanations, so as to encourage critical thinking by the student.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.982455","2020-11-13 14:15:22.982155","5da3c90d-2436-416b-aca5-ad6b32994813","6225"
"112.16.3.C","draw or develop a model that represents how something works or looks that cannot be seen such as how a soda dispensing machine works.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.989516","2020-11-13 14:15:22.989197","cf4322d9-b89f-448c-a84f-759db8312259","6227"
"112.14.3.D","connect grade-level appropriate science concepts with the history of science, science careers, and contributions of scientists.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.798588","2020-11-13 14:15:22.798395","38c50c43-c835-485a-887d-72ef131f1135","6161"
"112.14.7.B","investigate rapid changes in Earth's surface such as volcanic eruptions, earthquakes, and landslides.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.826502","2020-11-13 14:15:22.826303","bd1b4918-ff00-4ce4-b7d3-45ab67274e38","6171"
"112.14.9.C","describe environmental changes such as floods and droughts where some organisms thrive and others perish or move to new locations.",,,"Science, Grade 32010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.850827","2020-11-13 14:15:22.850608","11f52f54-ae9f-4cba-abf7-819e60cd71a9","6180"
"112.15.10.A","explore how adaptations enable organisms to survive in their environment such as comparing birds' beaks and leaves on plants.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.861818","2020-11-13 14:15:22.861601","0d7dc0c5-232a-4907-b699-d92fb2d33e9d","6184"
"112.15.2.A","plan and implement descriptive investigations, including asking well-defined questions, making inferences, and selecting and using appropriate equipment or technology to answer his/her questions.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.874117","2020-11-13 14:15:22.873916","12bd41cc-b2d7-4c11-8447-d3e6a67aa29c","6186"
"112.15.4.B","use safety equipment as appropriate, including safety goggles and gloves.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.905211","2020-11-13 14:15:22.904975","26432f89-bcb3-4c64-8d28-72f455f20a6e","6197"
"112.15.8.C","collect and analyze data to identify sequences and predict patterns of change in shadows, tides, seasons, and the observable appearance of the Moon over time.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.941577","2020-11-13 14:15:22.941421","70746f4a-d8de-4bcc-9990-893e9ba242ea","6210"
"112.16.2.E","demonstrate that repeated investigations may increase the reliability of results.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.971033","2020-11-13 14:15:22.970868","c01126d9-1257-40a5-89dc-af5f9294a0d6","6222"
"112.16.3.D","connect grade-level appropriate science concepts with the history of science, science careers, and contributions of scientists.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.991322","2020-11-13 14:15:22.991104","cb58ad32-ee40-4c16-a3c2-20f89d694cfa","6228"
"112.16.9.A","observe the way organisms live and survive in their ecosystem by interacting with the living and non-living elements.",,,"Science, Grade 52010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.044809","2020-11-13 14:15:23.044596","deb5a9fb-e8fe-4b9f-aa89-da77a2a56ee4","6247"
"112.18.12.D","identify the basic characteristics of organisms, including prokaryotic or eukaryotic, unicellular or multicellular, autotrophic or heterotrophic, and mode of reproduction, that further classify them in the currently recognized Kingdoms.",,,"Science, Grade 62010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.090498","2020-11-13 14:15:23.090301","8cb6e563-07d0-4ff8-b930-ecfe3534d157","6263"
"112.19.12.C","recognize levels of organization in plants and animals, including cells, tissues, organs, organ systems, and organisms.",,,"Science, Grade 72010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.194736","2020-11-13 14:15:23.194511","f5063f17-d610-4fc0-bebd-275b84e5e124","6304"
"112.19.4.A","use appropriate tools to collect, record, and analyze information, including life science models, hand lens, stereoscopes, microscopes, beakers, Petri dishes, microscope slides, graduated cylinders, test tubes, meter sticks, metric rulers, metric tape measures, timing devices, hot plates, balances, thermometers, calculators, water test kits, computers, temperature and pH probes, collecting nets, insect traps, globes, digital cameras, journals/notebooks, and other equipment as needed to teach the curriculum.",,,"Science, Grade 72010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.240486","2020-11-13 14:15:23.240315","e67e5e10-b301-4816-b698-edf70bd2e3ca","6322"
"112.20.1.B","practice appropriate use and conservation of resources, including disposal, reuse, or recycling of materials.",,,"Science, Grade 82010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.286443","2020-11-13 14:15:23.286221","cedbad55-9807-4790-a181-f07db8451805","6339"
"112.20.3.D","relate the impact of research on scientific thought and society, including the history of science and contributions of scientists as related to the content.",,,"Science, Grade 82010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.331294","2020-11-13 14:15:23.331091","0d49b91d-1ffd-4c30-876d-9484b9371472","6357"
"112.20.5.D","recognize that chemical formulas are used to identify substances and determine the number of atoms of each element in chemical formulas containing subscripts.",,,"Science, Grade 82010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.342830","2020-11-13 14:15:23.342657","aac42e50-7b00-4d06-bc00-da9bda15c257","6361"
"112.20.6.A","demonstrate and calculate how unbalanced forces change the speed or direction of an object's motion.",,,"Science, Grade 82010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.587609","2020-11-13 14:15:23.587299","6bc0be83-8d71-42a4-a034-175c0298bf0f","6366"
"112.20.9.B","relate plate tectonics to the formation of crustal features.",,,"Science, Grade 82010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.616796","2020-11-13 14:15:23.616619","ae36ef2b-cfb4-4490-bd20-cca071ac6390","6376"
"112.32.10.A","classify different aquatic organisms using tools such as dichotomous keys.",,,"Aquatic Science2010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.627164","2020-11-13 14:15:23.626911","ed0b5a79-0ed9-437f-9f92-26ea1a9a417d","6380"
"112.32.12.A","predict effects of chemical, organic, physical, and thermal changes from humans on the living and nonliving components of an aquatic ecosystem.",,,"Aquatic Science2010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.638094","2020-11-13 14:15:23.637812","41db4780-7c43-41d5-8340-8553d01503e7","6385"
"112.34.11.A","describe the role of internal feedback mechanisms in the maintenance of homeostasis.",,,"Biology",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.759662","2020-11-13 14:15:23.759432","5ddfe784-09f8-40b8-86c5-33f8dcb8ffdc","6429"
"112.34.2.G","analyze, evaluate, make inferences, and predict trends from data.",,,"Biology",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.801262","2020-11-13 14:15:23.801100","7126c17e-6d8c-4f8a-8f0a-69997940586d","6446"
"112.34.4.A","compare and contrast prokaryotic and eukaryotic cells.",,,"Biology",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:23.820181","2020-11-13 14:15:23.820021","13d70c73-d664-46ec-8af7-0a6c1dcb11af","6453"
"112.35.7.B","write the chemical formulas of common polyatomic ions, ionic compounds containing main group or transition metals, covalent compounds, acids, and bases.",,,"Chemistry",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:24.032397","2020-11-13 14:15:24.032210","af8fcf18-5acd-48ff-b3cf-78b49cb463f8","6532"
"112.35.8.A","define and use the concept of a mole.",,,"Chemistry",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:24.040770","2020-11-13 14:15:24.040620","933b836f-8f79-4107-add5-152ec60eef3b","6535"
"112.37.4.A","identify native plants and animals using a dichotomous key.",,,"Environmental Systems",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:24.111168","2020-11-13 14:15:24.111004","d548d887-e626-478b-9baa-bfccf4aca91a","6562"
"112.15.4.A","collect, record, and analyze information using tools, including calculators, microscopes, cameras, computers, hand lenses, metric rulers, Celsius thermometers, mirrors, spring scales, pan balances, triple beam balances, graduated cylinders, beakers, hot plates, meter sticks, compasses, magnets, collecting nets, and notebooks; timing devices, including clocks and stopwatches. materials to support observation of habitats of organisms such as terrariums and aquariums.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.901608","2020-11-13 14:15:22.901379","95827167-2b7e-46a9-b02b-9f8ea634bd7f","6196"
"112.15.5.A","measure, compare, and contrast physical properties of matter, including size, mass, volume, states (solid, liquid, gas), temperature, magnetism, and the ability to sink or float.",,,"Science, Grade 42010-2011",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:22.907040","2020-11-13 14:15:22.906660","75de5747-8ac9-4f93-8429-c9ff3dbf6af9","6198"
