begindate,dateassigned,gradebookentrytitle,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,datefulfilled,lettergradeearned,numericgradeearned,competencyleveldescriptorid,diagnosticstatement,discriminator,createdate,lastmodifieddate,id,changeversion
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"51.00",,,"NULL","2020-11-13 14:21:12.961842","2020-11-13 14:21:12.961779","7b0b021c-8e67-4c05-b837-d049ff3877d6","88297"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"81.00",,,"NULL","2020-11-13 14:21:12.965859","2020-11-13 14:21:12.965710","2cc3344b-74b5-4663-ad0b-6e85ca23a047","88299"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"84.00",,,"NULL","2020-11-13 14:21:12.969202","2020-11-13 14:21:12.969131","a2d6decb-1a3a-4f2e-96c1-68225946c85f","88301"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"68.00",,,"NULL","2020-11-13 14:21:12.973258","2020-11-13 14:21:12.973122","7e526d6b-5711-4a06-a48d-112c9ba330bf","88303"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"59.00",,,"NULL","2020-11-13 14:21:12.977273","2020-11-13 14:21:12.977186","d3202484-a830-47d9-af48-d5e6d7a22af9","88305"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"78.00",,,"NULL","2020-11-13 14:21:12.984248","2020-11-13 14:21:12.984197","6812ebb0-67a5-4b38-9ff4-052d1c245066","88309"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"62.00",,,"NULL","2020-11-13 14:21:12.994555","2020-11-13 14:21:12.994495","04ed9ef0-92f2-4932-8026-225dc8636134","88314"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"56.00",,,"NULL","2020-11-13 14:21:13.000080","2020-11-13 14:21:13.000016","d05460e7-592d-4255-9a38-141d75fc6386","88316"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"77.00",,,"NULL","2020-11-13 14:21:12.873572","2020-11-13 14:21:12.873498","3ca4ba43-8849-4fa0-bfc8-dc3d01909b2f","88251"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"79.00",,,"NULL","2020-11-13 14:21:12.875906","2020-11-13 14:21:12.875836","38b25818-275e-4b57-8229-e1bee4bb075d","88253"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"76.00",,,"NULL","2020-11-13 14:21:12.878666","2020-11-13 14:21:12.878572","ddd584a9-ac3a-4002-836a-f2108970e516","88254"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"70.00",,,"NULL","2020-11-13 14:21:12.881821","2020-11-13 14:21:12.881630","c5649f64-d6bb-4c50-876c-daa1774380ae","88256"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"80.00",,,"NULL","2020-11-13 14:21:12.885856","2020-11-13 14:21:12.885763","b0955cde-fdb3-4868-9bb3-b61036e9b0f1","88258"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"62.00",,,"NULL","2020-11-13 14:21:12.888816","2020-11-13 14:21:12.888715","29c3c082-27d6-427e-937e-87e0860abd37","88260"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"70.00",,,"NULL","2020-11-13 14:21:12.895531","2020-11-13 14:21:12.895474","53e82850-02ca-4a7a-a242-b0b7481497d5","88264"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"75.00",,,"NULL","2020-11-13 14:21:12.900923","2020-11-13 14:21:12.900798","1141baca-dd86-4940-97a4-3a51be1d784a","88266"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,,"84.00",,,"NULL","2020-11-13 14:21:12.911476","2020-11-13 14:21:12.911384","be18d49d-6ef8-4164-811a-20f418e32408","88271"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,,"74.00",,,"NULL","2020-11-13 14:21:12.920242","2020-11-13 14:21:12.920203","07e3600f-d353-4082-aca7-bffac35517d7","88276"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"80.00",,,"NULL","2020-11-13 14:21:12.927614","2020-11-13 14:21:12.927556","e8260555-927d-4767-81d4-d45827fdf24c","88280"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"98.00",,,"NULL","2020-11-13 14:21:12.934544","2020-11-13 14:21:12.934488","c1ed9abc-fecc-4455-9bb4-e6c48925e02d","88284"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"52.00",,,"NULL","2020-11-13 14:21:12.946183","2020-11-13 14:21:12.946132","d0625244-5836-4477-97f4-b04327696cf7","88288"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"74.00",,,"NULL","2020-11-13 14:21:12.951252","2020-11-13 14:21:12.951118","ddedfa24-7477-4f08-8b87-84b0bada8d98","88290"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"77.00",,,"NULL","2020-11-13 14:21:12.954771","2020-11-13 14:21:12.954732","6ca11900-abc6-48b2-9c50-906bd62697ae","88293"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"56.00",,,"NULL","2020-11-13 14:21:12.957814","2020-11-13 14:21:12.957736","020e8de3-6aed-42f0-88bf-82fc3f4322e5","88294"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"55.00",,,"NULL","2020-11-13 14:21:12.960907","2020-11-13 14:21:12.960858","21be13f7-54a3-498c-8b9c-0c92d002deb2","88296"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"57.00",,,"NULL","2020-11-13 14:21:12.965294","2020-11-13 14:21:12.965237","996f7d16-01ee-46b4-99fc-1651fcd587d4","88298"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"78.00",,,"NULL","2020-11-13 14:21:12.968616","2020-11-13 14:21:12.968567","cb4e69a4-d125-40f5-a05d-73a60ac97eb4","88300"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"71.00",,,"NULL","2020-11-13 14:21:12.972269","2020-11-13 14:21:12.972193","e6de5050-ccdd-4aa7-ab14-5e04e6623180","88302"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"56.00",,,"NULL","2020-11-13 14:21:12.976175","2020-11-13 14:21:12.976058","9d0c76e3-6a0e-4d6f-8fc7-ab6766840111","88304"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"69.00",,,"NULL","2020-11-13 14:21:12.979453","2020-11-13 14:21:12.979388","59f4b92c-f51e-43d9-9a84-fe2ced8c5d5e","88306"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,,"69.00",,,"NULL","2020-11-13 14:21:12.983248","2020-11-13 14:21:12.983161","155b8752-c170-4523-87a1-35d03c39bc72","88308"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"67.00",,,"NULL","2020-11-13 14:21:12.988172","2020-11-13 14:21:12.988096","f8f729b9-c080-4ad1-8b62-a5120c5bda58","88311"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"66.00",,,"NULL","2020-11-13 14:21:12.993052","2020-11-13 14:21:12.992959","20890f58-b083-4531-97eb-cd37fff0d176","88313"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"64.00",,,"NULL","2020-11-13 14:21:12.995627","2020-11-13 14:21:12.995524","d2f125a9-baf7-4316-a50e-86f39d526a3d","88315"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,,"76.00",,,"NULL","2020-11-13 14:21:13.001976","2020-11-13 14:21:13.001907","a8caf533-1022-49f4-a4f7-c823e5bf52d6","88318"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"72.00",,,"NULL","2020-11-13 14:21:13.007911","2020-11-13 14:21:13.007823","c060d07e-196d-4de7-a628-2b50f62d6fb2","88320"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"68.00",,,"NULL","2020-11-13 14:21:13.010996","2020-11-13 14:21:13.010937","9bf56371-5261-489f-9f6f-de40a2455620","88323"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"65.00",,,"NULL","2020-11-13 14:21:13.016250","2020-11-13 14:21:13.016163","4db5041c-189b-45cf-8ae8-ef3a530fe26f","88324"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"60.00",,,"NULL","2020-11-13 14:21:13.024394","2020-11-13 14:21:13.024317","c5609d98-2de5-46e1-ad5b-e87100be1fd6","88328"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"101.00",,,"NULL","2020-11-13 14:21:13.028318","2020-11-13 14:21:13.028258","e676329b-2bfb-4b40-a555-e56ae61c3383","88331"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"97.00",,,"NULL","2020-11-13 14:21:13.034732","2020-11-13 14:21:13.034636","34c21462-46e5-4143-9f2b-e7cdd11aa29f","88332"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"96.00",,,"NULL","2020-11-13 14:21:13.044208","2020-11-13 14:21:13.044139","d503fd9a-cf5c-4c0e-a009-af926ae79870","88336"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"98.00",,,"NULL","2020-11-13 14:21:13.054830","2020-11-13 14:21:13.054740","b8967cd1-a3c3-4331-b7fd-e0ad4d2ed8d9","88341"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"87.00",,,"NULL","2020-11-13 14:21:13.063655","2020-11-13 14:21:13.063562","1891760c-01a0-4b08-8bc0-ab87717fb03a","88346"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"92.00",,,"NULL","2020-11-13 14:21:13.074079","2020-11-13 14:21:13.073990","69035d86-43ce-479a-9dc7-4ffc023e5c72","88348"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"69.00",,,"NULL","2020-11-13 14:21:13.003223","2020-11-13 14:21:13.003170","ef46056e-7dbe-4b86-80d0-fb28cbdb7c65","88319"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"58.00",,,"NULL","2020-11-13 14:21:13.009123","2020-11-13 14:21:13.009031","6cac96e8-b850-488e-8bb2-c405d2a0d6c9","88322"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"52.00",,,"NULL","2020-11-13 14:21:13.016860","2020-11-13 14:21:13.016782","052fa51f-712e-49b5-b41b-f2dc277cf8c0","88325"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"98.00",,,"NULL","2020-11-13 14:21:13.026996","2020-11-13 14:21:13.026902","8d281049-2c66-4728-9224-79a09cd6a818","88330"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"99.00",,,"NULL","2020-11-13 14:21:13.035099","2020-11-13 14:21:13.035041","a1d48bf9-79f0-4a5a-8366-8ba09d255d6c","88333"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"97.00",,,"NULL","2020-11-13 14:21:13.044346","2020-11-13 14:21:13.044290","7369543c-22c5-4603-bb20-0d531387b56a","88337"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"90.00",,,"NULL","2020-11-13 14:21:13.053409","2020-11-13 14:21:13.053321","b568afaf-b613-4bf9-9e9b-abf44c14c2d4","88340"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"91.00",,,"NULL","2020-11-13 14:21:13.063697","2020-11-13 14:21:13.063634","51308854-a8c2-4cbf-977b-bbfc7564dccd","88345"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"95.00",,,"NULL","2020-11-13 14:21:13.054878","2020-11-13 14:21:13.054765","a6604acf-64c9-4101-bd06-429941c5b589","88342"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"80.00",,,"NULL","2020-11-13 14:21:13.062694","2020-11-13 14:21:13.062580","d17348ee-257e-44d0-857c-b5bbd4cb4c00","88344"
