assessmentidentifier,assessmentreportingmethoddescriptorid,namespace,studentassessmentidentifier,studentusi,result,resultdatatypetypedescriptorid,createdate
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","wBDXfZQNrNODNCPiV4NKpgdRVAhwZQZB6Ziw1RVj","24","8","2012","2020-11-13 14:16:36.742205"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","WsJ08ewxI2ujh1302FVvTgxV/sRy5bGS/BXCHYzt","716","3","2012","2020-11-13 14:16:36.758498"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","yao3gWKg1sHGmH8i5f6UIB9lmBSOXN8LvEAobgro","885","8","2012","2020-11-13 14:16:36.775722"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","ZdF5fpKmQjSE9s3+D/76/P6lYgsGRKTVvjRKRwbd","537","3","2012","2020-11-13 14:16:36.807286"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","+NChx68vAMYfcrHXNRDJ9rOd5HgBsYwp0pgigJzv","463","8","2012","2020-11-13 14:16:36.838256"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","2Rvgr2ETjV9CQoSaoSpeZ8g4XESPUdMU7i6tCU1L","462","8","2012","2020-11-13 14:16:36.869813"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","4tcRCWRddblg9CQDMthkEw5xQoWmmARFTfKlUrgx","401","3","2012","2020-11-13 14:16:36.907941"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","NkNNIr/88K9L6swVWuQv7fU/zF/A6FA3eLkScLtm","423","8","2012","2020-11-13 14:16:35.886532"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","pmzRNnOijumAxw/QUXhgJ2zHA2uYteqdZ3B0mWvE","713","3","2012","2020-11-13 14:16:35.936086"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","salSFjXdJ/NLM32aU3xNHY3gwuxK3RB29sL/7Frs","533","8","2012","2020-11-13 14:16:35.975307"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","Ta0QR/4l/V3ZiaNP0OwoIZ2cc5te17+UJvIwaP9T","810","1","2012","2020-11-13 14:16:36.010351"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","un/pZGZe1T5cqYU1mE2hW8RheS8+7ahRrsUiD7XY","462","8","2012","2020-11-13 14:16:36.068950"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","VlrtRQ3s076h8tuI+hTFxftkf+qmrQCrJjhmtOFD","132","8","2012","2020-11-13 14:16:36.094248"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","wlg7otEt4v2VPzZsI04ws54VNYCjt7rmkOc+38Lq","365","3","2012","2020-11-13 14:16:36.128485"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","214","uri://ed-fi.org/Assessment/Assessment.xml","YRHn83abx+PSiLSJyTtZsOWGh8gsdxH+5e+iBA8k","888","1","2012","2020-11-13 14:16:36.168231"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","4ee+4+LweMH5rz9wqiIbPCq5w/azADHGZtO4ahKj","813","1","2012","2020-11-13 14:16:36.213468"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","6I2A+twg+g6XWq8kcZqDRTlv6X3orG80tFtsihFv","25","10","2012","2020-11-13 14:16:36.283741"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","9335zi9hq2ACKYH3xWvcUEODNPBDHa6Vf4Y1ERpM","462","3","2012","2020-11-13 14:16:36.306615"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","9idbAb95RwLS8YvqNfG0CgV3H2yUcseXcSchaPJe","287","4","2012","2020-11-13 14:16:36.327744"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","aHSy8KJACwp9G2rMgAfaaEruQ7lQqgc3Kg+9XnYH","779","4","2012","2020-11-13 14:16:36.355966"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","bla6PSBX2NSCZlbt+GOwfKHvOT929deSLU7lB1hh","891","3","2012","2020-11-13 14:16:36.395441"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","CkuvBrs1XgyheyfA9Tz07FDTEZwyqO0J6ybfQ2xE","132","6","2012","2020-11-13 14:16:36.428841"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","eHqabwNoXaEIum0Owy7xFy8Dl0x3bxS6K5eQZc6W","771","10","2012","2020-11-13 14:16:36.454942"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","FzOxaRP/MJWZsxYAVT0eUELz1BvadVKMkRvcDEY9","714","3","2012","2020-11-13 14:16:36.483451"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","iclwIFXWjcJwl1/qdcpHI8e3C//wsQWboIG1aqQt","13","1","2012","2020-11-13 14:16:36.522797"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","lezflvqehms5QRr8Ngz+nFlUUiMdHRojtomY9Cts","117","3","2012","2020-11-13 14:16:36.570564"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","nVPdU4xUd7yfO7iheakRWB7RQdm3i1M6r87xZSCz","380","3","2012","2020-11-13 14:16:36.597740"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","pThQe+8eFM6mkKnS2xkc3erXnN6mvygnlm4O9r4a","653","4","2012","2020-11-13 14:16:36.621631"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","rFpcp7kSOTt26voMfV1Dfr02w+qSSPkx/4xo7abU","161","1","2012","2020-11-13 14:16:36.652054"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","rI71ZngdwwUqZZ4sfScd70FNBArQffajycaZk8Qi","91","8","2012","2020-11-13 14:16:36.671297"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","TWCOMyVnElSyZ7gOxK9WdYiJ9rNA+ARhW7Zy1ThI","463","10","2012","2020-11-13 14:16:36.698513"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","v4C1+d3qK9ZU0AqMUQrFhS8i98JhQXcA0ojnCRpI","258","3","2012","2020-11-13 14:16:36.729352"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","ywywxSNXEAztUHdVpCjtnSYZyVioHWpUttomL2ri","35","8","2012","2020-11-13 14:16:36.786823"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","214","uri://ed-fi.org/Assessment/Assessment.xml","z6F1dVAv4p5hpiwm7ubPHWme2jPIfU38enyU/suH","57","10","2012","2020-11-13 14:16:36.801690"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","4iQWln301zK3yPeyG/HZca2o/LlxWiv+fQMbzwN5","797","8","2012","2020-11-13 14:16:36.900557"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","5/eQNOB8kbw+MXKMdunqQRnzET1dLOfKGlCf5FjE","161","3","2012","2020-11-13 14:16:36.936684"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Ae2FnfLqwQ67UEailVoxGVy7Pc57Tr71NJJqIb12","716","5","2012","2020-11-13 14:16:36.962455"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","bI/Hw1H+19TSGXmt4mnyCGq2lUm8ZHdPNN1yI3xI","909","1","2012","2020-11-13 14:16:36.981392"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","DLFA1wh2DcI8ZP3LlhvsnmP6cSDi9/m9xvzupH3R","840","4","2012","2020-11-13 14:16:37.011182"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","es+i59qTQ6pxVOwm0euK+2PIhkSDs/VT2Mx54qi2","125","8","2012","2020-11-13 14:16:37.041484"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","fMLzFhDX6gsJrR5O3sTAvqqkqjQ6EXBCrlMDiqxA","251","8","2012","2020-11-13 14:16:37.066157"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","gow8shpHCRoH3raurEZri9ZtTL2dR2BCvLOloSJT","869","8","2012","2020-11-13 14:16:37.093031"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","icZoSYCVtA/UFW4yg170/Bg1lxC5I/c9zs5KV/OY","779","5","2012","2020-11-13 14:16:37.118597"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","JJy1IpNqFSvdw0BB/2FGyUe/d6KxCuVqugzKKffh","423","5","2012","2020-11-13 14:16:37.154311"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Kz6but6ROzX03FR3uMoR6iiuTv+xHD4O3+G5mth3","950","3","2012","2020-11-13 14:16:37.172117"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","mA1F8pKlCPLKeRdcd/thJydWLaf7pEVOYl6tVAac","883","3","2012","2020-11-13 14:16:37.214548"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","MKg/dW2HmqHlM6vmS2t/43kUp4Q84HGYaicr1Pfd","714","1","2012","2020-11-13 14:16:37.240816"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","QDClF7HrqN3swq66BE5S1CTFiH336o1YCCT6YlsE","178","5","2012","2020-11-13 14:16:37.278891"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","SwAghqI1+DdkhQs/7CfHoIla1f0Z0rAPNJP6gOKC","537","4","2012","2020-11-13 14:16:37.307917"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","TCmTcUWnyTmxqNmDZiansCDR8YUp971fWzJS7iZQ","197","8","2012","2020-11-13 14:16:37.338441"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","UOCF6GZie6q/htp9ai31wTZMxmtaDAPfA2Iptqpm","25","8","2012","2020-11-13 14:16:37.373225"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","vFUYv1jEEbljHX/EeBEnYsAnuw/8LGfZoAk5JdVD","255","1","2012","2020-11-13 14:16:37.403949"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","3lOBuKRqvyc62BgR8gQyPyxHw8sjLa2SSav/Y+Rq","365","5","2012","2020-11-13 14:16:36.880694"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","3Xf6LJzpTdW+DMswQRZHKSzaY5KRY6wPn8OlB17/","117","4","2012","2020-11-13 14:16:36.898837"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","4ym4SssM8rfPGtSzE8Y6gysBPxbOj6YHir7oxfWd","86","5","2012","2020-11-13 14:16:36.929001"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Bc+E1uke2vm2yYYhPopVRVozbcL/eNerpFQEK5dC","566","8","2012","2020-11-13 14:16:36.970171"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","CU7IB7dvsUZtpb3Vb/mpT325EKzG9KR8oldgj9yB","548","5","2012","2020-11-13 14:16:37.000525"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","dnJW63Cjzoah1pnJFxJiV1W7FbzdGmt7aFJtucn1","3","10","2012","2020-11-13 14:16:37.032207"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","eTzdVTU5UxJkYEystqHisRVDL0CewwTW6CFtRh1c","287","1","2012","2020-11-13 14:16:37.052006"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","gWRXirpzdHO54t26FTHYnjvtNec6otRPnXmKyn68","380","1","2012","2020-11-13 14:16:37.100743"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","IS4pqmPn+vrOab4DTX6bFB/OzjPbWXqYlVSGtxYj","310","8","2012","2020-11-13 14:16:37.128980"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","l9W9EMwguuXTfI5MTQnnNcEKWP6iEg3A/r85XI/J","517","5","2012","2020-11-13 14:16:37.183340"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","lz72MOVQ59BAMFjPZUZdNikyIk6XvqMeeeSXNW5P","82","3","2012","2020-11-13 14:16:37.213528"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Q+uuZy9j+yw/hO1UpDbU+Np9IwuQrj2+ueN8/9ah","49","1","2012","2020-11-13 14:16:37.265775"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","SPMGsdBmPz2en5F2h7o3/dS0Cpq2l8xfAkcLexZ5","57","1","2012","2020-11-13 14:16:37.305876"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","T3AqFYJN7wY0oAzTDboxlHoVlPxMAc4vv2UGkUPa","230","8","2012","2020-11-13 14:16:37.337468"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","uGASrnLXR8rsMaPmjJ1QTecJqacL5NVO5LcIUL3N","942","8","2012","2020-11-13 14:16:37.390466"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","wB+F8QiJRYnEgENzHOQDXJe/F3bq3QMHNHiZzzME","289","6","2012","2020-11-13 14:16:37.425773"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","xc54qcIcXcXH3RSuz6rQMtqCNtkXSgb5m0R7t+Im","514","1","2012","2020-11-13 14:16:37.461025"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Xr75rS8ga7zeSUJ7ALHzMrF6el4S6nVRd54G7VAY","319","5","2012","2020-11-13 14:16:37.481479"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","yMO6c/9kmesZaZ4WI3t8mxAkq2uUthP8vv/T5G35","664","1","2012","2020-11-13 14:16:37.500686"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","3o2FhNum7oGaXy40X/+hQBCouNpGC0IFk2DfbHic","284","8","2012","2020-11-13 14:16:37.544796"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","8AktILuL2iOVgRfSnlee3DskMi0Sq2OCI+0WWacj","123","1","2012","2020-11-13 14:16:37.575714"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","DdqWWneHKhyfa8xcVQJyepiC5hdoOdy/0DCUqfHO","251","8","2012","2020-11-13 14:16:37.608709"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","DkV07xSc2+fEfGG9X83NXNI7zGjL9kkb+9pcc0J9","883","1","2012","2020-11-13 14:16:37.630555"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","ffKUXkHgx3am5+QAJo8rx/ItKh6tIQjj1K24/khc","869","7","2012","2020-11-13 14:16:37.664020"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","G/W8A2B6rQA23xUZLgkhF/PsGQD/4UxVkHN5WQvB","230","3","2012","2020-11-13 14:16:37.696866"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","HwFftE9EddJG1/lNbL5SX0BueLH0wSUtUrHAhg4P","653","4","2012","2020-11-13 14:16:37.744342"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","imumV/bk6ImK/uMEXKrfzjeQ/YFyR+F/DhKyTkX+","909","5","2012","2020-11-13 14:16:37.764213"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","JtHnkpAFjb4vGc8cwx60s76yAMgwZMDcFok6f3H9","594","3","2012","2020-11-13 14:16:37.790640"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","Kj4xZC1OlN8hioavuBJm+Q6bBhe94CZZ6KdMNx5c","82","3","2012","2020-11-13 14:16:38.064544"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","MHucND3yvV+yP6gdSOYADPLXG3id1AGsigSh+us1","160","1","2012","2020-11-13 14:16:38.098999"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","mPyMGTxH5BMSO8RZ2eDH2tv2D0kWBket0DXINKIy","771","8","2012","2020-11-13 14:16:38.117644"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","nQagqF9dmcsOcaIlN241tBL4bz958b61sf0RACZ5","91","4","2012","2020-11-13 14:16:38.135259"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","O72r8z8SOMLnlJq0TS5V2WxUhROGOzFXWYeGWkgw","885","10","2012","2020-11-13 14:16:38.156695"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","PmU5MKcNVosnbGzt4jumXL6XFO2njchNtnKGrRi6","365","4","2012","2020-11-13 14:16:38.186449"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","qjY4AzCJi6PKUqGMayFW+naGc7sdrU8C8DT2WcC5","714","4","2012","2020-11-13 14:16:38.219150"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","QX8T0MhBKYfsqZupumFTCLWXK9qrzvGzTJnk/wSJ","423","5","2012","2020-11-13 14:16:38.254343"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","s9I8Orv31McgwxPBQYnm2YPf1sgFZd7tK34QrSnV","566","8","2012","2020-11-13 14:16:38.286840"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","SMxVohDywTjvqJT4jOm5XsigA0eK2qCBTi3q/A/q","200","5","2012","2020-11-13 14:16:38.310501"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","Vib09NYC0iHgAuZHTo/5GZP0nLfXcT63r9I1USPd","891","3","2012","2020-11-13 14:16:38.349558"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","vYc6kVJkNHUibMre3SwjVHKf21p45pZhutoOknZO","338","3","2012","2020-11-13 14:16:38.592671"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","XTXrvwi+4kyICBAoQHMbUVSXfLAYQK+TOJ3cMrJZ","779","8","2012","2020-11-13 14:16:38.626997"
"3e0e2cac-847b-4ddd-93ec-925826552447","214","uri://ed-fi.org/Assessment/Assessment.xml","zC833d8yDqSgsF8Gx3unXUvDOVE+7IAxZC5HQ9h5","933","4","2012","2020-11-13 14:16:38.661026"
"d128cfa6-b3df-430c-b671-c76d9822417d","214","uri://ed-fi.org/Assessment/Assessment.xml","0IQw4Fb0GVwMTmCNnuFf7LWSI3v2Z876piznG5b+","594","8","2012","2020-11-13 14:16:38.683055"
"d128cfa6-b3df-430c-b671-c76d9822417d","214","uri://ed-fi.org/Assessment/Assessment.xml","39LWKvazAYEK2z/LVaeifvgpHJUvEfSDta451AV0","537","8","2012","2020-11-13 14:16:38.711603"
"d128cfa6-b3df-430c-b671-c76d9822417d","214","uri://ed-fi.org/Assessment/Assessment.xml","42+xjI6+tiP1FESH6gpNKuhGzcmaYr8PGL9PiFSp","13","3","2012","2020-11-13 14:16:38.726139"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","82bD2hykbjJXDXrhQnGVbwdotR6JgFVNM69A0VQd","200","1","2012","2020-11-13 14:16:36.933576"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","AYbfv9shd5alfJH1RUfp14imP8JpwCBUkjbt1wDn","891","5","2012","2020-11-13 14:16:36.968140"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","BscDaoWCixJ6AhjNk2CwruTNhUTG/D49YoILfsMM","888","4","2012","2020-11-13 14:16:36.999466"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","eBjBrBvoQ8Gpf+6P1ukdAS2y6t8KeubslZde3iLd","35","4","2012","2020-11-13 14:16:37.032228"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","euvezG1vPY7gy0+BuGDqhg0jSUJOV8RRCtNBopuP","284","5","2012","2020-11-13 14:16:37.060606"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","GmWRS5n2otpp7NlboVQ8i824MWqyZU370ij5FPwP","501","4","2012","2020-11-13 14:16:37.082546"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","i4BZp5lCuqmhF9L061y0k58vGdpqwVkEKBOpblue","11","4","2012","2020-11-13 14:16:37.109195"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","JHlNdKR3qGHbS0x67PPtc3nKdm5nf7iCcplBchlb","123","8","2012","2020-11-13 14:16:37.146133"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Jy9bi/9Jwd0RcnIf90qc9/nIoAHGOfgLuYeaM1De","150","3","2012","2020-11-13 14:16:37.162973"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","L5eHCfQ66oBq6g43/IkSZtsTe95Zy9iU7etJruN5","160","8","2012","2020-11-13 14:16:37.180607"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","LIfI5M7t/lv0ykiW12UXaQ+J5IxgKR0/cQcMGkTd","885","7","2012","2020-11-13 14:16:37.207312"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","NLLGGYHMNHWnCjOLBK1ksN/0iFPSuyiRBvn70WtO","13","10","2012","2020-11-13 14:16:37.247779"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","QBSrYQZY6evQ0BvdmEnXvFWG125kbSl4ErmAC3eL","533","1","2012","2020-11-13 14:16:37.276394"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","r4bxk4WOdp4AvXqy7GEv0e+8XdtIP2cDZNuaxcLn","933","3","2012","2020-11-13 14:16:37.292635"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","sXlJI81fAY8+3tJgU5000NJLH7gcE/GBJrB8Wpit","91","4","2012","2020-11-13 14:16:37.322778"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","U1luM5vN8o3uwIWRwH6/Z+GpPkrLxNcayR7oNkcb","274","8","2012","2020-11-13 14:16:37.352484"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","uwKHXUos5tDmZML1SBCmaDJRwHRo+Mw3A2uImZ5W","654","10","2012","2020-11-13 14:16:37.372379"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","VAQObcNgBaxYh1/a0no+VkNvWAvrdYiHYFaJlKoU","204","10","2012","2020-11-13 14:16:37.391580"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","X+uPtoX27dfF2J6BH1lRJe4s0+BxM9dBDNYAxr/T","921","5","2012","2020-11-13 14:16:37.434430"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","xpzlJ6Ufbrq6QiTjjLzxaD1hnlA+7+bWIzvdFszw","816","3","2012","2020-11-13 14:16:37.467796"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Y+6VaIdJeSnuMk8vI+IVO0lvrJP+yB8ssPdsrj/G","509","7","2012","2020-11-13 14:16:37.497245"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","214","uri://ed-fi.org/Assessment/Assessment.xml","Z8J+UbGY2hjeX/d/MJuh4m636lD/hQMfuQJXooQC","338","7","2012","2020-11-13 14:16:37.513910"
